userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
211: (190,59.51869583129883)* (7,59.25701904296875) (1001,58.95043182373047) (70,58.928287506103516) (1104,58.927024841308594) (1379,58.821319580078125) (56,58.81993103027344) (56,58.81993103027344) (1075,58.801551818847656) (159,58.742164611816406) (1072,58.70863723754883)* (172,58.624237060546875) (64,58.61432647705078) (64,58.61432647705078) (1099,58.553741455078125) (227,58.01360321044922) (1394,57.96702194213867) (3501,57.939964294433594) (1055,57.87986373901367) (1098,57.86888885498047)
212: (2952,56.501216888427734) (17818,55.52444076538086) (956,55.52394104003906) (6284,55.522605895996094) (7101,55.33538055419922) (17817,55.324974060058594) (5585,55.3004150390625) (17811,55.2303352355957) (921,55.217010498046875) (927,55.18745040893555) (17814,55.119651794433594) (17816,55.02123260498047) (17812,54.91877365112305) (726,54.88378143310547) (17813,54.810203552246094) (15259,54.807769775390625) (918,54.68507385253906) (2944,54.61643981933594) (15252,54.594398498535156) (1350,54.58799743652344)*
213: (808,69.97384643554688) (503,69.75119018554688) (1131,69.53616333007812) (497,69.02428436279297) (1145,68.92825317382812) (377,68.9044418334961)* (815,68.78981018066406) (517,68.64952850341797)* (1118,68.4390869140625) (917,68.3939208984375) (1104,68.30422973632812) (806,68.29664611816406) (7639,68.2093505859375) (519,68.14020538330078) (2379,68.0559310913086) (1116,68.04304504394531)* (810,67.97306823730469) (953,67.93313598632812) (1547,67.88099670410156) (230,67.86392211914062)
214: (289,69.74954223632812)* (55,69.01100158691406)* (1464,68.466552734375) (265,68.3850326538086) (349,68.28138732910156)* (257,68.23644256591797) (913,68.23135375976562) (299,68.02093505859375) (258,67.9324722290039) (2523,67.82650756835938) (251,67.75164794921875) (285,67.66415405273438)* (2067,67.65275573730469) (161,67.58053588867188) (525,67.56414031982422) (283,67.51303100585938) (180,67.36170196533203) (301,67.3379898071289) (310,67.30667114257812) (294,67.2179183959961)
215: (2842,64.48348236083984) (585,64.37528228759766) (227,64.2810287475586) (163,64.26802062988281) (718,64.22713470458984) (220,64.20752716064453) (234,64.03340148925781) (1412,63.95277404785156) (735,63.840171813964844) (212,63.784488677978516) (2873,63.625587463378906) (706,63.62025451660156) (562,63.61268997192383) (366,63.31970977783203) (1415,63.224090576171875) (917,63.15554428100586) (1249,63.1047477722168) (3019,63.103675842285156) (730,63.087223052978516) (982,63.026065826416016)
216: (757,62.2191276550293) (72,62.18328094482422)* (72,62.18328094482422)* (173,62.01328659057617) (190,61.808380126953125) (1098,61.71458435058594) (64,61.575294494628906) (64,61.575294494628906) (154,61.53487014770508) (7324,61.41205596923828) (526,61.378944396972656) (432,61.346405029296875) (229,61.333961486816406) (65,61.16172790527344) (65,61.16172790527344) (1409,60.99250030517578) (1099,60.9385986328125) (703,60.884029388427734) (1405,60.874183654785156) (159,60.82771682739258)
217: (10742,64.36766052246094) (4271,64.11353302001953) (5299,63.8708610534668) (1123,63.675865173339844) (10672,63.357540130615234) (12583,63.30509567260742) (13753,63.29558563232422) (3354,63.24639892578125) (1229,63.159202575683594) (853,63.03864669799805) (1124,62.98090362548828) (3531,62.936134338378906) (4520,62.86529541015625) (3444,62.813682556152344) (1207,62.800533294677734) (3792,62.736297607421875) (3417,62.71342468261719) (6176,62.68916702270508) (13883,62.646514892578125) (11956,62.595088958740234)
218: (190,67.9366455078125) (959,67.37655639648438) (234,67.35982513427734) (1351,67.08541107177734) (154,66.87068939208984) (233,66.85499572753906) (173,66.83907318115234) (614,66.7375717163086) (65,66.73286437988281)* (65,66.73286437988281)* (1118,66.65521240234375) (1099,66.61308288574219) (220,66.53325653076172) (226,66.44795227050781) (159,66.41759490966797) (7,66.33997344970703) (511,66.27228546142578) (1116,66.26181030273438) (3621,66.24048614501953) (1131,66.150634765625)
219: (498,57.43821716308594)* (403,57.13445281982422) (499,57.067596435546875)* (230,56.49483871459961) (540,56.42900466918945) (481,56.07998275756836) (488,56.00876998901367) (490,55.988277435302734) (537,55.97040557861328) (1186,55.95838165283203) (190,55.95331573486328)* (209,55.86113357543945) (378,55.776371002197266) (687,55.76197814941406) (472,55.69485092163086) (538,55.59716796875) (1470,55.585777282714844) (497,55.5261344909668) (536,55.48351287841797) (344,55.4793701171875)
220: (1242,62.591796875) (1239,62.18959045410156) (429,62.17692947387695)* (618,62.15937805175781) (863,61.983646392822266) (199,61.89559555053711) (195,61.86554718017578) (4079,61.77626037597656) (1504,61.77348327636719) (212,61.769771575927734) (428,61.767578125) (735,61.69255065917969) (9545,61.66487121582031) (859,61.583560943603516) (3279,61.496849060058594) (1515,61.48197555541992) (857,61.44349670410156) (554,61.424903869628906) (533,61.376304626464844) (5416,61.36906433105469)
223: (289,55.604888916015625)* (333,54.94499969482422)* (89,54.90989685058594) (291,54.824317932128906)* (344,54.74998474121094)* (466,54.583133697509766) (306,54.54618835449219) (302,54.466468811035156)* (701,54.351722717285156) (2977,54.34587478637695) (257,54.02825164794922) (298,53.977806091308594) (2546,53.934391021728516) (680,53.884071350097656) (1459,53.83586120605469) (525,53.81775665283203) (293,53.80992889404297) (55,53.805206298828125) (307,53.725276947021484) (318,53.66355895996094)
224: (874,61.35200500488281) (3281,60.947261810302734) (93,60.884403228759766) (863,60.85206604003906) (2531,60.80910873413086) (868,60.74537658691406) (6075,60.72273254394531) (2490,60.59620666503906) (851,60.585243225097656) (2938,60.479103088378906) (98,60.477378845214844) (1878,60.36595916748047) (5913,60.25651168823242) (1001,60.20735168457031) (5833,60.17274475097656) (511,60.154354095458984) (1073,60.08742141723633) (2469,60.07803726196289) (1013,60.042457580566406)* (715,60.040645599365234)*
225: (4182,59.81743240356445) (813,59.744911193847656)* (1281,59.63571548461914) (785,59.59489822387695)* (815,59.537601470947266) (12,59.381996154785156) (2586,59.258140563964844) (953,59.204715728759766) (806,58.90007781982422) (846,58.819068908691406) (817,58.73923873901367) (841,58.68577575683594)* (3543,58.557106018066406) (923,58.488529205322266) (2143,58.381858825683594) (5126,58.37015914916992) (5066,58.36695861816406) (1214,58.351898193359375) (1521,58.14674377441406) (809,58.067813873291016)
226: (288,61.50727081298828)* (300,61.44654083251953)* (461,61.427528381347656)* (466,61.31821823120117)* (292,61.00794982910156)* (306,60.9116325378418)* (686,60.630760192871094)* (528,60.38922119140625) (299,60.303871154785156) (458,60.291534423828125) (55,60.15545654296875) (352,60.14316940307617) (293,60.040435791015625) (908,60.0396842956543) (464,60.00835037231445) (680,59.62724304199219) (386,59.59269332885742) (802,59.551727294921875)* (2020,59.490535736083984) (456,59.468231201171875)
227: (288,58.36385726928711)* (89,57.894126892089844)* (306,57.802040100097656) (318,57.36102294921875) (349,57.15177536010742)* (701,57.10233688354492)* (686,57.04991912841797) (290,56.926605224609375) (344,56.874473571777344)* (302,56.79368209838867)* (907,56.623512268066406) (468,56.5718994140625) (317,56.564857482910156) (325,56.563575744628906) (314,56.46981430053711) (327,56.44409942626953) (484,56.41265869140625) (528,56.30785369873047) (331,56.20948791503906) (4562,56.17026138305664)
228: (1123,62.85069274902344) (610,62.231327056884766) (11124,62.11998748779297) (565,61.930992126464844) (613,61.872413635253906) (11927,61.371360778808594) (609,61.27123260498047)* (2419,61.17216491699219) (3778,61.029754638671875) (2633,60.91060256958008) (7148,60.872833251953125) (7123,60.83906173706055) (9825,60.76556396484375) (7352,60.60870361328125) (7119,60.516258239746094) (2629,60.503204345703125) (212,60.42729187011719)* (2265,60.40486145019531) (227,60.375518798828125) (1242,60.315696716308594)
229: (475,62.758384704589844) (1613,62.541961669921875) (89,62.47803497314453)* (306,62.45867156982422)* (289,62.317161560058594)* (295,62.16063690185547) (907,62.08069610595703) (288,62.03729248046875)* (1009,62.011512756347656) (67,62.00456619262695) (67,62.00456619262695) (157,61.98594284057617) (331,61.92623519897461) (377,61.834896087646484) (2179,61.631629943847656) (300,61.522735595703125) (310,61.4595947265625) (292,61.454551696777344) (468,61.449607849121094) (722,61.432861328125)
230: (295,62.39415740966797) (466,61.35073471069336)* (701,61.13909912109375)* (907,61.13671875) (290,60.90069580078125) (327,60.71118927001953) (468,60.48649215698242) (331,60.40055465698242) (329,60.39216613769531) (484,60.391597747802734) (293,60.37510681152344) (531,60.35052490234375) (386,60.34717559814453) (310,60.29849624633789) (328,60.24919509887695) (352,60.240238189697266) (686,60.22757339477539) (475,60.22683334350586) (161,60.218997955322266) (1444,60.21577835083008)
231: (314,62.01234436035156) (317,61.99488830566406)* (531,61.366790771484375) (1451,61.3048095703125) (55,61.27328109741211) (257,61.143917083740234)* (309,61.135292053222656) (328,60.905784606933594)* (4814,60.80895233154297) (294,60.75396728515625) (302,60.68489074707031) (6690,60.66851806640625) (686,60.59696960449219) (644,60.59033203125)* (308,60.54426956176758) (461,60.50638961791992)* (5988,60.4625244140625) (331,60.425636291503906)* (312,60.34430694580078) (333,60.33970642089844)
232: (67,60.05821228027344)* (67,60.05821228027344)* (299,59.612876892089844)* (288,59.46363067626953)* (157,59.264427185058594) (5678,59.214439392089844) (300,59.13993835449219) (701,59.0352783203125) (257,58.90534591674805)* (328,58.73003387451172) (302,58.55706787109375) (644,58.5126953125) (475,58.43858337402344) (1601,58.29530334472656) (327,58.20880126953125) (468,58.125732421875) (346,58.07208251953125) (161,57.992801666259766) (352,57.9914665222168)* (466,57.94207763671875)
233: (466,63.69432830810547)* (333,63.531211853027344) (704,63.42935562133789) (295,63.358497619628906) (306,63.03390884399414)* (544,62.9071159362793) (302,62.853660583496094)* (542,62.820892333984375) (1034,62.727142333984375) (701,62.51590347290039) (328,62.405784606933594) (378,62.275264739990234) (790,62.23331069946289) (802,62.19310760498047) (464,62.10276794433594) (157,62.074554443359375) (1673,61.993690490722656) (486,61.94163131713867) (1047,61.8216438293457)* (524,61.81884002685547)
234: (278,59.660987854003906) (2226,58.92071533203125) (3357,58.62373352050781) (1226,58.52178955078125) (1620,58.476280212402344) (2668,58.349456787109375) (4344,58.166542053222656) (2236,58.08184814453125) (6626,58.055545806884766) (2667,57.92131805419922) (6046,57.92111587524414) (1402,57.74310302734375) (4108,57.603240966796875) (782,57.5559196472168) (1613,57.437347412109375) (2605,57.374488830566406) (475,57.31342697143555) (397,57.291839599609375) (1963,57.26097106933594) (603,57.23149108886719)
235: (370,61.18166732788086) (821,60.51091384887695)* (841,60.38254165649414) (954,60.32402801513672)* (4971,60.15910339355469) (2763,59.99667739868164) (12,59.85639953613281) (883,59.711734771728516) (506,59.625328063964844) (2962,59.61290740966797) (920,59.61139678955078)* (917,59.49988555908203)* (15,59.49060821533203)* (2006,59.45913314819336) (846,59.41998291015625) (4669,59.40287780761719) (1994,59.362640380859375) (2151,59.1702766418457) (2746,59.1639289855957) (949,59.121150970458984)
236: (295,58.55960464477539)* (67,58.48936462402344) (67,58.48936462402344) (306,58.47107696533203) (157,58.001121520996094) (475,57.940277099609375)* (55,57.87286376953125) (498,57.728965759277344) (349,57.72379684448242) (190,57.65550231933594)* (310,57.642601013183594) (377,57.55644226074219) (907,57.484127044677734) (538,57.4089469909668) (525,57.37754821777344) (301,57.349056243896484)* (294,57.32329559326172)* (302,57.31311798095703) (1009,57.29756164550781) (3324,57.26599884033203)
237: (154,60.28815841674805)* (599,59.585044860839844)* (197,59.44655227661133) (206,59.13702392578125) (418,58.98546600341797) (715,58.9844970703125) (863,58.89295959472656) (159,58.88062286376953) (735,58.86327362060547) (857,58.828712463378906) (441,58.702980041503906)* (868,58.63524627685547) (212,58.62257385253906) (199,58.57850646972656) (554,58.414825439453125) (709,58.359195709228516) (225,58.28071594238281)* (235,58.232662200927734) (220,58.184234619140625) (226,58.11262130737305)
238: (4887,65.32785034179688) (2312,64.94989776611328) (8439,64.94064331054688) (8452,64.5308609008789) (8436,64.21441650390625) (1124,64.12162017822266) (2033,63.91447830200195) (1177,63.701602935791016) (8431,63.25025177001953) (1128,63.22572326660156) (8699,63.060218811035156) (6560,62.982505798339844) (6961,62.86146545410156) (2028,62.81565856933594) (1136,62.70002746582031) (8425,62.679718017578125) (4965,62.27566909790039) (9045,62.24610900878906) (1132,62.118064880371094) (1913,62.06650161743164)
240: (377,65.01145935058594) (300,64.61625671386719)* (907,64.29228973388672) (292,64.27445983886719)* (349,64.12092590332031) (161,64.11518859863281) (157,64.04606628417969) (330,64.00534057617188) (67,63.90863037109375)* (67,63.90863037109375)* (328,63.83741760253906)* (461,63.77363967895508) (466,63.69063186645508)* (468,63.670677185058594) (518,63.59181594848633) (1009,63.457542419433594) (299,63.454444885253906) (327,63.41874694824219) (544,63.391666412353516)* (1444,63.366233825683594)
241: (917,66.69401550292969) (707,66.25562286376953)* (1360,66.0413818359375) (841,65.91975402832031) (1358,65.54383087158203) (918,65.51338195800781) (1369,65.30686950683594) (2343,65.12045288085938) (843,65.06570434570312) (1513,64.894287109375) (854,64.8729019165039) (1249,64.83502197265625) (923,64.79745483398438) (1274,64.69596862792969) (163,64.67835998535156) (732,64.57037353515625) (1206,64.56979370117188) (724,64.49041748046875) (383,64.4757080078125) (234,64.46621704101562)
242: (299,63.95204162597656)* (349,63.8200569152832)* (306,63.75940704345703)* (701,63.509986877441406)* (294,63.348167419433594)* (461,63.09519958496094) (161,62.87627410888672) (257,62.784461975097656)* (314,62.63684844970703) (484,62.60340118408203) (325,62.599666595458984) (327,62.459144592285156)* (468,62.4446907043457) (1451,62.4141845703125) (543,62.3557243347168) (913,62.223697662353516) (458,61.96754455566406) (55,61.88667297363281) (317,61.86229705810547)* (352,61.837928771972656)
243: (1098,53.4552116394043)* (58,53.33062744140625)* (58,53.33062744140625)* (526,53.14274978637695) (5150,53.0577507019043) (2277,52.911651611328125) (1934,52.91069793701172) (903,52.85718536376953) (1609,52.77413558959961)* (535,52.63906478881836) (886,52.626434326171875) (1243,52.58242416381836) (288,52.57551956176758)* (1505,52.5745964050293) (1409,52.57151794433594) (157,52.565895080566406) (690,52.54566192626953) (289,52.519439697265625) (182,52.512306213378906) (229,52.50694274902344)
244: (289,63.74129867553711) (333,63.57876205444336) (67,63.19318389892578) (67,63.19318389892578) (466,62.73063659667969) (679,62.722206115722656) (302,62.57898712158203) (292,62.530364990234375) (230,62.513214111328125) (377,62.33721160888672) (542,62.25243377685547) (227,62.25118637084961) (1470,62.236324310302734) (714,62.19586944580078) (316,62.115386962890625) (701,62.112056732177734) (704,62.03313446044922) (966,62.02587890625) (1246,61.9876708984375) (344,61.96752166748047)
247: (7756,49.149192810058594) (3928,48.732887268066406) (8244,48.51075744628906) (2439,48.4691162109375) (498,48.262351989746094) (1855,48.217288970947266) (11217,48.12755584716797) (11796,48.04777526855469) (5972,48.03297424316406) (371,48.00226974487305) (4177,47.95923614501953) (472,47.951263427734375) (12028,47.89512634277344) (344,47.864952087402344) (3859,47.86479568481445) (2436,47.810943603515625) (378,47.810489654541016) (1186,47.77655029296875) (230,47.76028823852539) (12698,47.696922302246094)
