userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.15043640136719) (51,65.4227294921875)* (3768,65.3507080078125) (1394,64.4457015991211) (1713,64.39132690429688) (993,64.32386016845703) (1073,64.26799774169922) (187,64.22413635253906) (1836,64.13740539550781) (238,64.06130981445312) (1013,64.01664733886719) (880,63.98378372192383) (70,63.80134963989258)* (1014,63.77664566040039) (1098,63.73700714111328) (6930,63.67742919921875) (157,63.67721176147461) (1379,63.67655563354492) (997,63.663516998291016) (59,63.57740783691406)*
217: (11956,69.33767700195312) (592,69.32498931884766) (631,68.5224609375) (1205,68.43950653076172) (752,68.40411376953125) (1264,68.37831115722656) (9212,68.31362915039062) (2459,68.30134582519531) (163,68.05751037597656) (4271,68.00179290771484) (1112,67.91800689697266) (1272,67.87037658691406) (2055,67.86546325683594) (5299,67.85252380371094) (3443,67.8449478149414) (1227,67.76744842529297) (1225,67.75386810302734) (566,67.73226928710938) (1221,67.7136459350586) (4520,67.6327896118164)
218: (56,70.34772491455078) (56,70.34772491455078) (190,70.19024658203125) (7038,69.9852523803711) (512,69.98471069335938) (377,69.89459991455078) (230,69.81358337402344) (234,69.77237701416016) (226,69.76660919189453) (614,69.65068054199219) (220,69.64999389648438) (1099,69.63780212402344) (1974,69.27053833007812) (7650,69.18527221679688) (533,69.12489318847656) (7,69.11742401123047) (154,69.06566619873047) (1873,68.97943878173828) (2823,68.97065734863281) (233,68.92642211914062)
219: (498,68.47563934326172)* (499,68.0915298461914)* (1377,67.8734130859375) (1470,67.86919403076172) (378,67.37199401855469) (537,67.30377197265625) (536,67.15674591064453) (518,67.14544677734375) (472,67.06914520263672) (488,66.92853546142578) (3427,66.86749267578125) (190,66.8623046875)* (540,66.8214340209961) (1375,66.8023681640625) (4177,66.76233673095703) (1905,66.72611236572266) (497,66.71115112304688) (403,66.65293884277344) (209,66.63720703125) (5437,66.6198959350586)
220: (618,63.41315460205078) (199,62.268123626708984) (622,62.24122619628906) (1633,62.160667419433594) (429,62.128517150878906)* (416,62.121429443359375) (1400,61.9957275390625) (5414,61.95291519165039) (222,61.9019660949707) (604,61.89455032348633) (195,61.836509704589844) (3258,61.784095764160156) (1090,61.7310676574707) (898,61.69906997680664) (1390,61.66311264038086) (196,61.64517593383789) (629,61.565467834472656) (2398,61.53069305419922) (425,61.52265167236328) (4079,61.45362091064453)
223: (89,65.53659057617188) (289,65.23773956298828)* (333,65.18940734863281)* (291,65.11746978759766)* (307,64.67298889160156) (344,64.55937957763672)* (2977,64.47303771972656) (498,64.4106674194336) (680,64.3570556640625) (302,64.2308120727539)* (786,64.2280502319336) (324,64.14326477050781) (701,64.01004791259766) (466,63.99474334716797) (548,63.98881149291992) (1590,63.919803619384766) (318,63.916961669921875) (311,63.80518341064453)* (3489,63.79901885986328)* (1934,63.78749084472656)
224: (163,61.00836181640625) (959,60.79668045043945) (868,60.74259948730469) (2531,60.558467864990234) (511,60.52290344238281) (715,60.498077392578125)* (2938,60.31376266479492) (863,60.22834396362305) (874,60.07254409790039) (1889,60.054420471191406) (1878,60.03291702270508) (203,60.03040313720703) (3281,60.01316833496094) (1412,59.90427780151367) (1892,59.86008834838867) (154,59.85354995727539) (187,59.84914016723633)* (1001,59.82695770263672) (1098,59.82328796386719) (1013,59.75429916381836)*
225: (2190,71.43840026855469) (835,71.31331634521484) (1551,71.2724838256836) (823,71.20933532714844) (842,71.16796112060547)* (850,71.13091278076172) (1281,71.1003646850586) (3543,71.07039642333984) (1540,70.94782257080078) (2192,70.88185119628906) (2955,70.80558776855469) (2200,70.66551208496094) (5126,70.63619995117188) (2455,70.58393859863281) (813,70.47376251220703)* (1565,70.45091247558594) (805,70.3970947265625) (1554,70.39190673828125) (5666,70.37739562988281) (841,70.34724426269531)*
226: (466,70.73535919189453)* (288,70.5883560180664)* (300,70.40784454345703)* (461,70.154296875)* (292,69.7307357788086)* (1428,69.54119110107422) (686,69.52171325683594)* (458,69.38056945800781) (704,69.19132232666016) (1034,68.83187103271484) (377,68.82806396484375) (329,68.82719421386719) (464,68.80293273925781) (797,68.78766632080078) (306,68.76945495605469)* (802,68.67610168457031)* (324,68.36651611328125) (1452,68.29325103759766) (524,68.24594116210938) (293,68.22244262695312)
227: (288,73.14275360107422)* (89,73.04911041259766)* (686,72.24156188964844) (325,71.70622253417969) (344,71.33731079101562)* (318,71.32463073730469) (3324,71.29826354980469) (375,71.20797729492188) (701,71.11853790283203)* (797,71.0769271850586) (528,71.04719543457031) (374,70.91476440429688) (290,70.77881622314453) (2990,70.73123931884766) (1037,70.6754379272461) (2543,70.63021850585938) (793,70.48074340820312) (908,70.45390319824219) (302,70.41921997070312)* (680,70.40059661865234)
228: (617,69.4427261352539) (567,69.36495971679688) (1631,69.3346939086914) (10394,68.96836853027344) (1946,68.82300567626953) (227,68.67662811279297) (271,68.657958984375) (1963,68.6373519897461) (212,68.48268127441406)* (3227,68.4163589477539) (619,68.19219970703125) (6824,68.16033935546875) (10392,68.09285736083984) (163,67.99311828613281) (1627,67.9358139038086) (154,67.85551452636719) (565,67.84727478027344) (1237,67.81515502929688) (609,67.77879333496094)* (3778,67.74174499511719)
229: (89,68.31137084960938)* (377,68.23387145996094) (7340,67.32976531982422) (3193,67.16520690917969) (331,67.10028076171875) (475,66.95518493652344) (295,66.94963073730469) (157,66.93995666503906) (56,66.81416320800781) (56,66.81416320800781) (7530,66.79566192626953) (3317,66.78472900390625) (378,66.75638580322266) (2923,66.7525634765625) (288,66.71783447265625)* (328,66.66740417480469) (67,66.6527328491211) (67,66.6527328491211) (1433,66.61500549316406) (907,66.57695007324219)
230: (295,69.87937927246094) (701,68.73171997070312)* (290,68.49970245361328) (466,68.49018859863281)* (325,68.0826644897461) (455,67.9753646850586) (679,67.82359313964844) (386,67.71365356445312) (308,67.71215057373047) (686,67.53396606445312) (352,67.51581573486328) (1459,67.39249420166016) (6308,67.34620666503906) (157,67.34437561035156) (265,67.32516479492188) (544,67.32283782958984)* (161,67.28304290771484) (328,67.26091766357422) (475,67.24849700927734) (311,67.24640655517578)
231: (317,66.9527359008789)* (314,66.16153717041016) (461,65.58123779296875)* (331,65.53353118896484)* (328,65.392333984375)* (294,65.39222717285156) (333,65.25782775878906) (257,65.08787536621094)* (308,65.03445434570312) (310,64.95220947265625) (531,64.92138671875) (330,64.90612030029297) (302,64.89282989501953) (1451,64.89203643798828) (325,64.89179992675781) (312,64.8377685546875) (544,64.74870300292969) (475,64.693115234375) (55,64.6915054321289) (290,64.67796325683594)
232: (67,61.82518768310547)* (67,61.82518768310547)* (288,61.2943115234375)* (329,61.27410125732422) (157,61.24348449707031) (701,60.92993927001953) (257,60.86651611328125)* (300,60.643165588378906) (302,60.617530822753906) (525,60.40237045288086) (328,60.3634033203125) (333,60.2950439453125) (913,60.27812957763672) (331,60.06207275390625) (3795,59.86724853515625) (468,59.86635971069336) (299,59.846126556396484)* (903,59.73728561401367) (291,59.71589279174805) (466,59.58644104003906)
233: (466,69.08952331542969)* (333,69.01713562011719) (704,68.82332611083984) (302,68.36714172363281)* (295,68.3485107421875) (291,68.05870819091797) (1034,67.95265197753906) (701,67.83236694335938) (306,67.78033447265625)* (209,67.72589111328125) (524,67.61492156982422) (544,67.58519744873047) (378,67.54900360107422) (328,67.52886199951172) (523,67.51312255859375) (293,67.48171997070312) (318,67.44172668457031) (542,67.34178161621094) (349,67.2491226196289) (486,67.22737121582031)
234: (1963,71.88081359863281) (1613,71.34789276123047) (278,71.33357238769531) (527,70.78961181640625) (2923,70.62017822265625) (2226,70.56193542480469) (249,70.22893524169922) (3357,70.18975830078125) (3317,69.86555480957031) (6626,69.82027435302734) (2179,69.79487609863281) (3169,69.75660705566406) (1620,69.55818176269531) (6629,69.54153442382812) (2924,69.53003692626953) (331,69.48235321044922)* (15119,69.47583770751953) (1950,69.4129409790039) (2906,69.2892074584961) (475,69.27381134033203)
235: (370,71.84214782714844) (920,71.29500579833984)* (821,70.96983337402344)* (2151,70.76932525634766) (2654,70.5992431640625) (4971,70.5683364868164) (846,70.3130874633789) (2966,70.27175903320312) (2962,70.1702880859375) (1134,70.15511322021484)* (6289,70.12525177001953) (949,70.01084899902344) (841,69.91535186767578) (923,69.91522216796875) (1994,69.84825897216797) (15,69.83413696289062)* (4669,69.71736145019531) (2006,69.69854736328125) (815,69.6917724609375) (2143,69.64479064941406)
236: (907,61.8588981628418) (295,61.47775650024414)* (328,61.16220474243164) (67,61.137718200683594) (67,61.137718200683594) (306,60.87653350830078) (475,60.807701110839844)* (377,60.78963088989258) (302,60.67095947265625) (1433,60.37010192871094) (1443,60.366981506347656) (157,60.353668212890625) (466,60.339996337890625) (1449,60.32109069824219) (4024,60.30032730102539) (291,60.23491668701172) (294,60.20073699951172)* (310,60.14849853515625) (301,60.13822937011719)* (498,60.07622146606445)
237: (154,58.74985122680664)* (441,57.61984634399414)* (225,57.38911056518555)* (206,57.29975509643555) (159,57.27696990966797) (199,57.26292419433594) (418,57.24980163574219) (599,57.071571350097656)* (858,56.98066711425781) (709,56.74639892578125) (715,56.71247100830078) (868,56.68711853027344) (212,56.527503967285156) (226,56.48035430908203) (197,56.4789924621582) (1090,56.44132614135742) (863,56.4377555847168) (1412,56.40398406982422) (562,56.26765060424805) (207,56.25343322753906)*
238: (4972,63.48918151855469) (9916,62.85587692260742) (5015,62.34648513793945) (8324,62.1466064453125) (8344,62.11750793457031) (8332,61.81528854370117) (8322,61.81523513793945) (4156,61.65203857421875) (8320,61.578800201416016) (8329,61.49667739868164) (11455,61.45967102050781) (726,61.43257522583008) (9528,61.41265106201172) (10974,61.377288818359375) (8323,61.35237121582031) (930,61.3520393371582) (7577,61.34440612792969) (2952,61.205772399902344) (18684,61.15664291381836) (15665,60.916015625)
240: (907,65.29151153564453) (1613,65.10105895996094) (329,64.98170471191406) (1444,64.92638397216797) (157,64.9095230102539) (377,64.9035873413086) (468,64.90153503417969) (300,64.55374145507812)* (331,64.49764251708984) (328,64.49413299560547)* (5988,64.43457794189453) (330,64.40247344970703) (292,64.20377349853516)* (327,64.14437103271484) (67,64.106689453125)* (67,64.106689453125)* (966,64.0733413696289) (545,64.02334594726562) (349,64.00931549072266) (230,63.96775817871094)
241: (917,69.88457489013672) (707,69.474365234375)* (918,68.72409057617188) (1369,68.54773712158203) (710,68.23848724365234)* (843,68.20826721191406) (1249,68.04505920410156) (841,67.9300765991211) (854,67.73654174804688) (2343,67.60164642333984) (2794,67.59088134765625) (234,67.54833984375) (1358,67.54206085205078) (2787,67.46661376953125) (1360,67.44149780273438) (1372,67.43609619140625) (957,67.21319580078125) (724,67.2109146118164) (923,67.16254425048828) (176,67.14581298828125)
242: (333,65.9531478881836) (466,65.51627349853516)* (306,65.46817779541016)* (257,65.34675598144531)* (701,65.15930938720703)* (349,64.81459045410156)* (314,64.75799560546875) (907,64.7341079711914) (327,64.63187408447266)* (455,64.62712097167969) (317,64.59492492675781)* (525,64.58211517333984) (679,64.42286682128906) (331,64.41854858398438) (55,64.38896179199219) (299,64.31576538085938)* (461,64.29931640625) (484,64.24629211425781) (293,64.19539642333984) (328,64.18797302246094)
243: (58,65.0277099609375)* (58,65.0277099609375)* (535,64.07305145263672) (1934,63.9185791015625) (288,63.888450622558594)* (1062,63.8857536315918) (289,63.879554748535156) (526,63.793975830078125) (1383,63.56603240966797) (1098,63.51207733154297)* (532,63.492576599121094)* (229,63.48261260986328) (190,63.4309196472168) (690,63.3452262878418) (182,63.18330383300781) (1243,63.182403564453125) (300,63.047725677490234) (1990,63.01777648925781) (302,62.943145751953125) (903,62.93537139892578)
244: (333,63.47994613647461) (679,63.37074279785156) (289,63.01865005493164) (67,62.42461013793945) (67,62.42461013793945) (302,62.403114318847656) (291,62.39342498779297) (292,62.32141876220703) (714,62.301422119140625) (344,62.242271423339844) (466,62.23082733154297) (1246,62.14021301269531) (324,62.12506866455078) (227,62.12057113647461) (701,61.97484588623047) (1047,61.91343688964844) (542,61.898529052734375) (230,61.861820220947266) (55,61.856266021728516) (1243,61.79246520996094)
247: (11217,64.09762573242188) (498,62.027835845947266) (5427,61.821693420410156) (1656,61.74790954589844) (11222,61.66325759887695) (6235,61.65976333618164) (378,61.33155822753906) (1470,61.17381286621094)* (926,61.091400146484375) (499,61.07448196411133) (497,60.94337844848633) (4189,60.93428039550781) (9187,60.83592224121094) (9185,60.811031341552734) (536,60.796424865722656) (472,60.74298095703125) (10900,60.64580154418945) (4434,60.594730377197266) (1672,60.53635787963867) (930,60.50023651123047)
248: (289,69.88031768798828)* (352,69.85487365722656) (55,69.6466064453125) (323,69.52265930175781) (299,69.4293212890625) (67,69.25421142578125) (67,69.25421142578125) (302,69.16104888916016) (318,69.12439727783203) (544,68.71942901611328)* (257,68.54515075683594) (523,68.53946685791016) (3491,68.51490783691406) (2094,68.44554138183594) (328,68.39935302734375) (535,68.39183807373047) (291,68.26721954345703) (333,68.25897216796875)* (294,68.25160217285156) (525,68.22378540039062)
249: (779,73.59591674804688)* (209,73.36769104003906)* (89,72.89456176757812) (1678,72.8825454711914) (537,72.85487365722656)* (1185,72.82559204101562) (768,72.76981353759766) (1044,72.53050994873047) (540,72.52953338623047) (1179,72.52318572998047) (466,72.39652252197266) (45,72.3801040649414) (492,72.32760620117188) (488,72.31417083740234) (1191,72.2353744506836) (1190,72.08168029785156) (324,72.045654296875) (1034,71.99224090576172) (300,71.95796966552734) (1672,71.95348358154297)
250: (163,65.81534576416016)* (1110,65.5449447631836) (1131,64.80420684814453) (1426,64.60875701904297) (1369,64.13253784179688) (1119,64.00729370117188) (630,63.9069709777832) (227,63.89740753173828) (197,63.891639709472656) (605,63.82516098022461) (562,63.76853561401367) (12051,63.71684265136719) (964,63.62754440307617) (152,63.57265090942383) (1881,63.531280517578125) (1216,63.47416305541992) (9716,63.462589263916016) (949,63.45024108886719)* (735,63.36225128173828) (614,63.35174560546875)
251: (1513,65.67765808105469)* (857,65.53338623046875) (1206,64.5119857788086) (3333,64.43663787841797) (1645,64.38694763183594) (8713,64.3489990234375) (234,64.1399917602539) (735,64.13394165039062) (227,64.12552642822266) (383,64.05546569824219) (706,63.9639892578125)* (5785,63.910118103027344) (2637,63.87572479248047) (428,63.86137390136719) (3744,63.66004180908203) (1669,63.65379333496094) (5638,63.61448669433594) (554,63.6049690246582) (16432,63.591148376464844) (220,63.56418991088867)
252: (288,69.7242431640625)* (466,68.19294738769531)* (681,67.96331024169922)* (701,67.9356689453125) (1934,67.86026763916016) (680,67.551513671875) (291,67.37495422363281) (691,67.35355377197266) (318,67.27776336669922) (464,67.12657165527344) (324,66.92145538330078) (306,66.8996810913086) (1684,66.84021759033203) (544,66.75079345703125) (528,66.7410888671875)* (2083,66.70823669433594) (690,66.65667724609375)* (293,66.54425048828125) (2020,66.46674346923828) (349,66.40837860107422)
253: (300,69.16470336914062) (679,68.87611389160156) (291,68.775146484375)* (302,68.62651062011719)* (295,68.59046936035156)* (344,68.32588195800781) (466,68.13606262207031) (461,67.82616424560547) (257,67.64196014404297) (378,67.59910583496094) (316,67.56670379638672) (680,67.36621856689453) (342,67.31332397460938) (2523,67.20175170898438) (305,67.16197967529297) (318,67.14537811279297) (301,67.02371215820312) (523,66.99190521240234) (325,66.9002456665039) (1459,66.89854431152344)
254: (6120,69.07527160644531) (5630,68.36668395996094) (4822,68.19792175292969)* (2987,67.7007064819336) (12789,67.56040954589844) (4750,67.33969116210938) (12790,67.3375473022461) (1681,67.33673095703125) (3392,67.24346923828125) (1040,67.15645599365234) (412,67.09364318847656)* (12794,66.63875579833984) (6794,66.23722076416016) (4847,66.07734680175781)* (8192,66.05574035644531) (12792,65.72499084472656) (4189,65.70378112792969) (6123,65.64043426513672) (1672,65.63935852050781) (8729,65.58895874023438)
255: (1226,77.69499969482422) (748,76.04014587402344) (744,75.7671127319336) (2028,75.66564178466797) (603,75.6053695678711)* (2605,75.40779876708984) (782,75.24378967285156) (2667,75.18072509765625) (5180,75.00938415527344) (9766,74.98761749267578) (174,74.7344741821289) (3995,74.67130279541016) (407,74.59595489501953) (194,74.58951568603516) (747,74.48009490966797) (57,74.45679473876953) (1800,74.3000259399414) (2699,74.29441833496094) (1099,74.28240203857422) (1743,74.28092193603516)
