userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,11.09520149230957)* (1001,9.295970916748047) (1098,8.181228637695312) (238,8.147696495056152) (1073,8.05726146697998) (59,7.995640754699707)* (1013,7.671652793884277) (997,7.544815540313721) (4308,7.404715061187744) (173,7.377686500549316) (998,7.356198310852051) (157,6.83020544052124) (993,6.710125923156738) (1014,6.702834606170654) (159,6.542559623718262) (3281,6.453182220458984) (599,6.35756254196167) (1062,6.344254493713379) (511,6.320759296417236) (187,6.319375038146973)
209: (89,21.90418243408203) (333,18.749591827392578)* (292,17.685260772705078)* (701,16.971895217895508) (466,15.178916931152344) (498,13.725910186767578)* (679,13.298419952392578) (291,12.808717727661133)* (344,12.767873764038086) (320,10.668986320495605)* (544,10.640953063964844) (157,10.568130493164062) (802,10.383804321289062) (681,10.371148109436035) (475,10.328415870666504) (543,10.318635940551758) (298,10.222633361816406) (458,10.158413887023926) (464,10.052872657775879) (680,9.95289421081543)
210: (51,14.356290817260742) (377,13.43499755859375) (89,13.224517822265625)* (486,12.155315399169922) (1104,11.812662124633789) (7,10.959432601928711) (378,10.623916625976562) (487,10.394250869750977) (518,10.36976432800293) (229,10.194478034973145) (930,9.420760154724121) (877,9.398025512695312) (75,8.998164176940918) (75,8.998164176940918) (65,8.866795539855957) (65,8.866795539855957) (1009,8.788565635681152) (172,8.721528053283691) (3501,8.695234298706055) (526,8.656416893005371)
211: (190,15.12778377532959)* (67,9.09580135345459) (67,9.09580135345459) (1001,8.956417083740234) (159,8.7514009475708) (1104,8.235843658447266) (1075,8.14557933807373) (187,8.13235092163086) (70,7.9915361404418945) (377,7.959989547729492) (1379,7.910862922668457) (487,7.907188415527344) (59,7.825072765350342) (7,7.748487949371338) (450,7.738266944885254) (182,7.42296028137207) (172,7.294711589813232) (1787,7.203454971313477) (81,7.101421356201172) (1072,7.075870037078857)*
212: (707,16.799171447753906) (1104,13.913351058959961) (377,13.779301643371582) (726,13.058095932006836) (954,13.013761520385742) (922,12.918383598327637) (841,12.630279541015625) (1913,12.509798049926758) (518,12.37030029296875) (1358,11.785652160644531) (4137,11.575319290161133) (7,11.261672973632812) (503,11.200648307800293) (176,11.173723220825195) (918,11.050352096557617) (1854,11.044611930847168) (4165,11.034202575683594) (1347,11.00263786315918) (923,10.962600708007812)* (504,10.931890487670898)
213: (278,23.795541763305664)* (1613,20.383302688598633) (227,19.50614356994629) (917,18.190990447998047) (498,17.76476287841797) (230,17.731369018554688) (377,17.393146514892578)* (154,17.196144104003906) (220,17.07975196838379)* (808,16.896230697631836) (706,16.353641510009766) (816,15.914661407470703) (331,15.678056716918945) (605,14.882088661193848) (500,14.837444305419922) (982,14.776850700378418) (3227,14.687063217163086) (2902,14.395577430725098) (3462,14.360591888427734) (841,14.172735214233398)
214: (289,14.72119140625)* (333,10.818753242492676) (475,10.036611557006836) (227,9.971785545349121)* (257,9.367767333984375) (466,8.880293846130371)* (349,8.859790802001953)* (55,8.855341911315918)* (959,8.353866577148438)* (310,8.306921005249023) (291,8.260150909423828) (461,8.114763259887695)* (679,8.103809356689453) (1244,8.092754364013672)* (525,8.03195571899414) (299,7.748973846435547) (294,7.702169418334961) (378,7.616321563720703) (301,7.542832374572754) (907,7.338311195373535)
215: (227,7.303195953369141) (234,6.806283950805664) (1412,6.542951583862305) (220,6.4221601486206055) (1131,6.369926452636719) (982,6.191230773925781) (436,6.148238182067871) (226,5.9911346435546875) (163,5.877216339111328) (964,5.824749946594238) (857,5.736945152282715) (188,5.600825309753418) (1118,5.523848533630371) (706,5.518799304962158) (1206,5.468465805053711) (424,5.442733287811279) (230,5.389193534851074)* (716,5.375622272491455) (718,5.320664405822754) (1239,5.199860095977783)
216: (72,14.365497589111328)* (72,14.365497589111328)* (190,12.744827270507812) (229,12.374290466308594) (154,11.961788177490234) (173,11.898202896118164) (65,11.053838729858398) (65,11.053838729858398) (67,9.831035614013672) (67,9.831035614013672) (757,9.705605506896973) (207,9.119866371154785) (526,9.11414623260498) (1098,9.041046142578125) (228,9.00662612915039) (81,8.861753463745117) (182,8.787847518920898) (486,8.719426155090332) (548,8.591745376586914) (532,8.47326946258545)
217: (163,11.456707000732422) (841,11.303430557250977) (4271,10.753734588623047) (3792,10.620397567749023) (154,10.45603084564209) (3364,10.098526000976562) (707,9.73156452178955) (383,9.631959915161133) (1131,8.927698135375977) (1369,8.526226043701172)* (227,8.52133846282959) (3417,8.514781951904297) (152,8.384873390197754) (162,8.377351760864258) (1521,8.32434368133545) (1264,8.063735961914062) (843,7.992214202880859) (3354,7.957547187805176) (3780,7.717752456665039) (1358,7.654166221618652)
218: (190,14.933366775512695) (154,13.953203201293945) (234,12.359428405761719) (173,11.856466293334961) (220,11.826796531677246) (377,11.654979705810547) (917,11.372365951538086) (230,10.735235214233398) (229,10.530513763427734) (706,10.513769149780273)* (65,10.38522720336914)* (65,10.38522720336914)* (533,10.287574768066406) (517,9.605372428894043) (982,9.552220344543457) (959,9.536087036132812) (7,9.467535972595215) (207,9.441123008728027) (486,9.346385955810547) (1249,9.26279067993164)
219: (498,19.6495304107666)* (488,13.135499954223633) (1672,13.052530288696289) (1180,12.44857120513916) (190,12.26349925994873)* (1186,12.173337936401367) (209,11.864587783813477) (540,11.807991027832031) (89,11.741822242736816) (536,11.740460395812988) (816,11.6459321975708) (500,11.599514961242676) (230,11.530861854553223) (481,11.38680648803711) (2661,11.246580123901367) (497,11.164340019226074) (704,11.027410507202148) (1470,10.988402366638184) (537,10.9418363571167) (808,10.861156463623047)
220: (229,11.650739669799805) (65,11.368852615356445) (65,11.368852615356445) (1512,10.398962020874023) (1090,10.17553997039795) (533,9.302783966064453) (220,9.15623664855957) (1400,8.27305793762207) (982,8.048192977905273)* (1390,7.830938816070557) (234,7.756927013397217)* (428,7.727230072021484) (190,7.719157695770264) (3747,7.710182189941406) (1515,7.696090221405029) (425,7.5637593269348145) (1048,7.503211975097656) (3744,7.431544780731201) (159,7.411479473114014) (1766,7.350710868835449)
223: (289,19.722393035888672)* (89,19.33160400390625) (333,17.485706329345703)* (701,16.499351501464844) (498,13.687841415405273) (257,13.048041343688965) (344,12.944608688354492)* (302,12.754715919494629)* (466,12.432462692260742) (680,12.15721321105957) (67,11.836114883422852) (67,11.836114883422852) (291,11.5307035446167)* (548,11.399055480957031) (318,10.980063438415527) (324,10.94144344329834) (1047,10.757943153381348) (298,10.486374855041504) (311,10.458271026611328)* (790,10.449493408203125)
224: (163,13.399432182312012) (154,11.5446195602417) (511,10.364194869995117) (959,9.665149688720703) (1001,9.385091781616211) (1013,8.984928131103516)* (874,8.729970932006836) (868,8.566965103149414) (2938,8.395065307617188) (1073,8.118303298950195) (3281,7.7518229484558105) (601,7.5658464431762695) (238,7.4563307762146) (1504,7.24708366394043) (98,7.186864376068115) (2552,7.1567182540893555) (1167,7.149245738983154) (1883,7.0266828536987305) (100,6.973766326904297) (1412,6.960127353668213)
225: (816,14.481491088867188) (1541,13.68624496459961)* (813,13.143354415893555)* (500,13.070018768310547) (815,12.632073402404785) (1281,12.301817893981934) (805,12.053664207458496) (841,12.041738510131836)* (3028,12.013456344604492)* (45,11.758809089660645) (1192,11.700462341308594) (808,11.55755615234375) (845,11.496678352355957)* (768,11.4835844039917) (842,11.263538360595703)* (1188,11.249979019165039) (25,11.046030044555664) (923,10.945361137390137) (2143,10.919493675231934) (1044,10.848847389221191)
226: (288,20.662939071655273)* (300,18.73952865600586)* (292,16.247661590576172)* (466,14.342500686645508)* (461,13.86036491394043)* (306,11.927617073059082)* (55,10.603822708129883) (908,9.896063804626465) (299,9.516054153442383) (458,9.381523132324219) (320,9.377488136291504) (298,9.325787544250488) (680,9.274309158325195) (802,9.271736145019531)* (290,9.235099792480469) (525,9.234720230102539) (464,9.193218231201172) (686,9.061051368713379)* (456,9.041847229003906) (1032,8.880149841308594)
227: (288,20.93199348449707)* (89,19.32062339782715)* (701,14.22957992553711)* (327,13.223183631896973) (375,12.6967134475708) (468,12.169634819030762) (306,12.059691429138184) (302,11.961939811706543)* (290,11.209766387939453) (349,11.124293327331543)* (2102,10.750125885009766) (325,10.738029479980469) (330,10.656886100769043) (279,10.45973014831543) (317,10.358589172363281) (484,10.353456497192383) (318,10.278409004211426) (1451,10.191817283630371)* (913,10.178750991821289) (908,10.161791801452637)
228: (3364,13.174062728881836) (3792,10.35513973236084) (154,10.343010902404785) (2541,9.995949745178223) (3354,9.469295501708984) (2289,9.111994743347168) (1901,8.543534278869629) (5434,8.372576713562012) (2593,8.156003952026367) (10394,8.094002723693848) (4194,8.059077262878418) (10672,8.054952621459961) (9457,7.975066184997559) (1963,7.625220775604248) (418,7.5609025955200195) (9545,7.428580284118652) (441,7.420890808105469) (429,7.4081268310546875) (3809,7.380565166473389) (227,7.341293811798096)
229: (89,13.048715591430664)* (289,11.852108001708984)* (377,11.164756774902344) (498,11.136175155639648) (288,10.6407470703125)* (190,10.374242782592773) (300,10.18252944946289) (333,9.870349884033203) (67,8.943745613098145) (67,8.943745613098145) (486,8.781126022338867) (292,8.721357345581055) (295,8.547679901123047) (466,8.49686050415039) (461,8.441457748413086) (302,8.239131927490234) (701,7.906136512756348) (1104,7.871507167816162) (378,7.857937812805176) (173,7.826643943786621)
230: (295,20.964340209960938) (701,16.351238250732422)* (466,15.056756019592285)* (327,12.563163757324219) (679,12.15087890625) (2094,11.961162567138672) (468,11.80036735534668) (157,11.442729949951172) (331,11.29509449005127) (1613,11.269652366638184) (475,11.207174301147461) (290,11.116039276123047) (325,10.768774032592773) (498,10.759406089782715) (326,10.665464401245117) (330,10.616899490356445) (2179,10.434550285339355) (310,10.397733688354492) (543,10.38465690612793) (907,10.32795238494873)
231: (333,11.338678359985352) (302,10.285796165466309) (257,10.028219223022461)* (461,9.753216743469238)* (290,9.595453262329102) (320,9.536662101745605) (55,9.412097930908203) (908,9.400851249694824) (325,9.264470100402832) (456,9.14947509765625) (1032,8.905715942382812) (326,8.808221817016602) (1451,8.649128913879395) (802,8.507881164550781) (291,8.48166275024414) (308,8.410317420959473) (1042,8.392088890075684) (1580,8.351924896240234) (1456,8.301190376281738) (4814,8.248037338256836)
232: (288,12.729918479919434)* (67,9.842706680297852)* (67,9.842706680297852)* (300,9.4730224609375) (701,8.538196563720703) (302,8.258407592773438) (333,8.080174446105957) (466,7.815184593200684) (157,7.5985107421875) (327,7.377476215362549) (299,7.331165313720703)* (475,7.095973968505859) (257,7.02115535736084)* (543,6.796358108520508) (468,6.309622764587402) (291,6.2017645835876465) (461,6.0911478996276855) (352,6.0186004638671875)* (328,5.887678146362305) (915,5.873536109924316)
233: (295,16.816286087036133) (333,16.06108283996582) (466,13.921895980834961)* (701,12.632901191711426) (306,12.071783065795898)* (302,11.619476318359375)* (227,11.618728637695312) (349,10.78233528137207) (378,10.740583419799805) (291,10.608993530273438) (157,10.56484603881836) (257,9.702462196350098) (230,9.658963203430176) (190,9.31957721710205) (344,9.28726577758789) (486,9.19926929473877) (65,9.175603866577148) (65,9.175603866577148) (299,8.910399436950684) (320,8.880993843078613)
234: (278,20.742807388305664) (227,17.28750991821289) (1613,16.900222778320312) (2179,16.710630416870117) (475,14.988152503967285) (331,11.558905601501465)* (154,11.486169815063477) (1705,11.0054292678833) (1123,10.66208553314209) (2902,10.499246597290039) (610,10.347864151000977) (1620,10.297621726989746) (3462,9.767338752746582) (163,9.678549766540527) (1121,9.676417350769043) (910,9.413060188293457) (5605,9.231544494628906) (718,9.167346954345703) (250,9.152474403381348) (6626,9.140542030334473)
235: (917,17.29351043701172)* (841,14.2254638671875) (198,11.370553970336914) (843,11.234623908996582) (370,10.832414627075195) (517,10.81359577178955) (920,10.444164276123047)* (978,10.235038757324219) (923,10.1630220413208) (1369,10.013845443725586)* (2379,9.9443998336792) (854,9.768720626831055) (383,9.768675804138184) (1360,9.719535827636719) (706,9.678608894348145) (1104,9.652082443237305) (1672,9.645465850830078) (1274,9.579658508300781) (949,9.530942916870117) (1206,9.403688430786133)
236: (295,15.066926002502441)* (498,12.263813018798828) (67,12.19040298461914) (67,12.19040298461914) (466,12.087528228759766) (306,11.076169967651367) (302,10.79959487915039) (475,10.389864921569824)* (291,9.99474811553955) (55,9.92694091796875) (461,9.917255401611328) (298,9.452925682067871) (157,9.301437377929688) (349,9.17883586883545) (257,9.000432968139648)* (227,8.984689712524414) (377,8.832146644592285) (378,8.791695594787598) (903,8.774396896362305) (310,8.527708053588867)
237: (154,21.002426147460938)* (599,11.4149808883667)* (159,10.225497245788574) (441,9.681224822998047)* (207,9.209444046020508)* (1412,8.976999282836914) (418,8.599040985107422) (1090,7.9759931564331055) (735,7.943346977233887) (229,7.8640923500061035) (868,7.830024719238281) (225,7.743195533752441)* (228,7.410787105560303) (212,7.246239185333252) (220,7.15331506729126) (857,7.010876178741455) (863,6.997806549072266) (709,6.996213912963867) (206,6.674527168273926) (65,6.516223907470703)
238: (278,28.167858123779297) (2179,24.388418197631836) (1613,22.34075927734375) (475,21.91786003112793) (267,16.381595611572266) (1979,15.977176666259766) (227,15.440092086791992) (1636,15.331670761108398) (2902,15.26585865020752) (4344,15.179436683654785) (331,14.785518646240234) (276,14.325177192687988) (9677,13.862895011901855) (1705,13.53543472290039) (3227,13.41800594329834) (2252,13.367034912109375) (3462,13.302263259887695) (1614,13.278687477111816) (154,13.118200302124023) (5353,13.042442321777344)
240: (300,17.30179786682129)* (377,16.54384422302246) (292,16.282005310058594)* (67,16.0723819732666)* (67,16.0723819732666)* (157,14.378622055053711) (466,14.277637481689453)* (291,11.858251571655273) (518,11.612741470336914) (461,11.10646915435791) (959,11.080240249633789) (230,11.05241870880127) (349,11.005818367004395) (328,10.79520320892334)* (972,10.721473693847656) (930,10.439804077148438) (7,10.197324752807617) (310,10.150598526000977) (1249,9.924369812011719) (917,9.859661102294922)
241: (917,19.534137725830078) (707,17.942291259765625)* (1369,13.431320190429688) (163,13.379749298095703) (841,13.200328826904297) (1358,12.62171745300293) (918,11.504569053649902) (1249,11.329843521118164) (234,11.327558517456055) (1131,11.15863037109375) (614,11.122614860534668) (959,10.541592597961426) (1274,10.47268295288086) (1372,10.194042205810547) (854,10.164216995239258) (1360,10.152040481567383) (1513,9.76607608795166) (843,9.718491554260254) (230,9.69101619720459) (1206,9.442399978637695)
242: (701,12.986623764038086)* (333,12.168146133422852) (257,11.056610107421875)* (327,10.197797775268555)* (461,10.174124717712402) (466,10.028030395507812)* (299,9.848795890808105)* (306,9.840036392211914)* (55,9.469995498657227) (349,9.448728561401367)* (325,9.33841323852539) (543,9.209272384643555) (326,8.970270156860352) (908,8.894515991210938) (468,8.849100112915039) (679,8.556589126586914) (913,8.516134262084961) (323,8.42974853515625) (802,8.338658332824707) (525,8.141336441040039)
243: (289,13.233884811401367) (526,12.743369102478027) (288,11.593663215637207)* (532,11.147899627685547)* (1098,11.068624496459961)* (701,10.995221138000488) (58,10.860240936279297)* (58,10.860240936279297)* (3288,10.750743865966797)* (300,10.589698791503906) (229,9.943208694458008) (535,9.909937858581543) (72,9.718107223510742)* (72,9.718107223510742)* (333,9.622270584106445) (903,9.417985916137695) (4308,9.405571937561035) (362,9.275854110717773) (690,9.270194053649902) (182,9.236071586608887)
