userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,32.04536819458008) (175,31.976829528808594) (51,31.805654525756836)* (157,31.769336700439453) (1836,31.647449493408203) (193,31.518014907836914) (1394,31.508024215698242) (1009,31.30048179626465) (993,31.26662826538086) (1795,31.23754119873047) (511,31.23424530029297) (187,31.209806442260742) (1156,30.946598052978516) (1122,30.911243438720703) (1098,30.80465316772461) (155,30.78659439086914) (1395,30.76462745666504) (722,30.73705291748047) (3501,30.72675323486328) (70,30.61557960510254)*
215: (7260,31.15996551513672) (967,31.058914184570312) (220,30.76268768310547) (245,30.55621910095215) (10041,30.5429630279541) (11506,30.489810943603516) (11503,30.321794509887695) (630,30.311126708984375) (234,30.30677604675293) (718,30.29288101196289) (6724,30.23055648803711) (227,30.128559112548828) (734,30.10506820678711) (986,30.101627349853516) (11508,30.070087432861328) (11509,30.00640106201172) (3097,29.951534271240234) (11507,29.866153717041016) (159,29.8485050201416) (562,29.81049919128418)
216: (757,31.906932830810547) (1409,31.852975845336914) (1099,31.403642654418945) (526,30.910512924194336) (64,30.857927322387695) (64,30.857927322387695) (1394,30.843420028686523) (72,30.794095993041992)* (72,30.794095993041992)* (2083,30.7255802154541) (4732,30.60167121887207) (5045,30.544601440429688) (985,30.4249267578125) (1405,30.26607894897461) (5149,30.26276969909668) (1410,30.256811141967773) (1486,30.237211227416992) (2602,30.14918327331543) (88,30.052539825439453) (546,30.03388023376465)
217: (3443,27.901025772094727) (2964,27.449708938598633) (2374,27.38561248779297) (9872,27.351978302001953) (859,27.32436752319336) (2470,27.270153045654297) (3444,27.09334945678711) (4069,26.9846134185791) (206,26.90839958190918) (15386,26.885705947875977) (1216,26.861173629760742) (2362,26.85085678100586) (10214,26.834293365478516) (5205,26.788103103637695) (1164,26.682409286499023) (1957,26.62183380126953) (631,26.60511589050293) (2746,26.466232299804688) (615,26.406217575073242) (718,26.39402198791504)
218: (959,31.479761123657227) (190,30.678524017333984) (234,30.31816291809082) (475,30.182043075561523) (718,30.119863510131836) (7,29.747173309326172) (975,29.503877639770508) (2738,29.42216682434082) (377,29.42133331298828) (230,29.275474548339844) (1369,29.272218704223633) (706,29.166452407836914)* (486,29.11245346069336) (4543,29.091020584106445) (173,29.030067443847656) (2013,28.972537994384766) (2821,28.881750106811523) (3712,28.864789962768555) (709,28.848278045654297) (2347,28.827861785888672)
219: (1377,31.651058197021484) (536,31.582304000854492) (488,31.236892700195312) (1380,31.02939224243164) (540,30.936552047729492) (2661,30.912334442138672) (403,30.760555267333984) (472,30.737056732177734) (498,30.682737350463867)* (3427,30.48517417907715) (4177,30.417417526245117) (481,30.410974502563477) (230,30.302684783935547) (1866,30.297103881835938) (209,30.24272346496582) (501,30.207229614257812) (1193,30.170469284057617) (371,30.163259506225586) (2840,30.062936782836914) (1470,30.003808975219727)
220: (618,29.799087524414062) (604,29.52467918395996) (533,29.11500358581543) (196,29.007780075073242) (3112,28.959041595458984) (3469,28.768844604492188) (215,28.734460830688477) (212,28.6475830078125) (421,28.62001609802246) (1239,28.568256378173828) (199,28.49636459350586) (7663,28.233877182006836) (11900,28.064119338989258) (4079,28.059179306030273) (715,27.940397262573242) (13102,27.905437469482422) (428,27.8947811126709) (1515,27.883209228515625) (416,27.88284683227539) (1090,27.831192016601562)
223: (291,32.40599822998047)* (344,32.1278076171875)* (1459,32.11617660522461) (2977,31.964324951171875) (1684,31.427175521850586) (311,31.306949615478516)* (786,31.289846420288086) (1470,31.19025421142578)* (318,31.135135650634766) (307,31.125064849853516) (680,31.123945236206055) (333,31.107982635498047)* (5032,30.947128295898438) (293,30.817392349243164) (289,30.63093376159668)* (1059,30.565099716186523) (456,30.551048278808594) (302,30.51192283630371)* (471,30.40833854675293) (321,30.404315948486328)
224: (2938,35.10635757446289) (874,34.750160217285156) (1073,34.700618743896484) (2531,34.560428619384766) (1014,34.371376037597656) (1001,34.3446159362793) (2029,34.072471618652344) (1013,33.84501266479492)* (511,33.796016693115234) (861,33.67306137084961) (1889,33.67020797729492) (98,33.66057586669922) (1878,33.634159088134766) (3768,33.562801361083984) (1890,33.408382415771484) (1892,33.22597122192383) (715,33.186492919921875)* (863,33.084537506103516) (187,32.90569305419922)* (5833,32.8399543762207)
225: (2387,27.5109920501709) (8261,27.15411376953125) (9961,27.099468231201172) (2382,27.002470016479492) (3543,26.871700286865234) (842,26.824296951293945)* (826,26.614871978759766) (2384,26.540409088134766) (1281,26.28199577331543) (4096,26.231311798095703) (815,26.121915817260742) (3719,26.105175018310547) (1044,26.067285537719727) (514,25.946582794189453) (5066,25.91652488708496) (1196,25.881568908691406)* (834,25.824234008789062) (845,25.797639846801758)* (809,25.773935317993164) (2385,25.758747100830078)
226: (300,30.76043128967285)* (288,30.726591110229492)* (461,30.534664154052734)* (306,30.472360610961914)* (292,30.3988094329834)* (466,30.39759635925293)* (908,30.011474609375) (299,29.952983856201172) (293,29.658370971679688) (686,29.569133758544922)* (55,29.265727996826172) (797,29.110504150390625) (528,29.107406616210938) (298,28.983407974243164) (802,28.974964141845703)* (525,28.92335319519043) (680,28.79806900024414) (704,28.780860900878906) (646,28.60586166381836) (386,28.577951431274414)
227: (374,31.452150344848633) (375,31.017215728759766) (2102,30.88359832763672) (3324,30.382524490356445) (1904,30.130002975463867)* (288,30.10042953491211)* (89,29.88054656982422)* (325,29.665769577026367) (5574,29.664535522460938) (369,29.630992889404297) (349,29.543487548828125)* (2086,29.378965377807617) (318,29.316282272338867) (2106,29.227970123291016)* (302,29.215789794921875)* (306,29.205698013305664) (701,29.087066650390625)* (344,29.05347442626953)* (323,28.73377227783203) (523,28.71293830871582)
228: (8109,30.547401428222656) (1422,30.50894546508789) (1881,30.440776824951172) (2642,29.846988677978516) (2475,29.766571044921875) (8837,29.593467712402344) (7145,29.469999313354492) (9595,29.432607650756836) (2424,29.378992080688477) (9590,29.366342544555664) (2629,29.250473022460938) (572,29.180559158325195) (5660,29.1658935546875) (434,29.084484100341797) (569,29.08249855041504) (2628,29.050947189331055) (1242,28.98894500732422) (2633,28.968374252319336) (211,28.88361930847168) (11849,28.80847930908203)
229: (310,29.115732192993164) (525,28.989051818847656) (1613,28.861961364746094) (302,28.71180534362793) (67,28.687082290649414) (67,28.687082290649414) (331,28.633893966674805) (89,28.477354049682617)* (292,28.457576751708984) (913,28.432798385620117)* (295,28.432369232177734) (907,28.35617446899414) (701,28.34670639038086) (220,28.286218643188477) (198,28.26202964782715) (306,28.246919631958008)* (230,28.199798583984375) (534,28.18600845336914) (328,28.124717712402344) (55,28.102306365966797)
230: (295,31.42191505432129) (2094,31.076568603515625) (374,31.01020050048828)* (701,30.805627822875977)* (679,30.6960391998291) (325,30.630582809448242) (466,30.432647705078125)* (326,30.290748596191406) (523,30.26894760131836) (544,30.24799346923828)* (455,29.802549362182617) (293,29.592735290527344) (498,29.488502502441406) (2523,29.459976196289062) (646,29.42320442199707) (265,29.410959243774414) (321,29.37542724609375)* (157,29.33849334716797) (2102,29.29180145263672)* (298,29.262020111083984)
231: (308,27.381311416625977) (328,27.192707061767578)* (531,27.181766510009766) (314,26.951385498046875) (317,26.888355255126953)* (1451,26.61400032043457) (302,26.284515380859375) (4814,26.204673767089844) (1444,26.16054344177246) (644,26.10541534423828)* (544,26.06674575805664) (1456,26.01026725769043) (461,25.958547592163086)* (290,25.836456298828125) (55,25.797109603881836) (1032,25.64798927307129) (333,25.552982330322266) (5988,25.534704208374023) (475,25.53367042541504) (525,25.51598358154297)
232: (913,29.605920791625977) (329,28.618427276611328) (279,28.47151756286621) (1596,28.29503631591797) (1457,28.275131225585938) (2179,28.269994735717773) (312,28.206693649291992) (257,28.118728637695312)* (299,27.957822799682617)* (302,27.4980411529541) (1613,27.400663375854492) (328,27.24319839477539) (296,27.14710235595703) (288,27.1418514251709)* (331,27.139835357666016) (322,27.121082305908203) (701,27.046735763549805) (330,27.00441551208496) (326,26.96531867980957) (3500,26.918960571289062)
233: (333,30.59665870666504) (306,30.27252960205078)* (1032,30.239017486572266) (701,30.192583084106445) (1034,29.9621639251709) (542,29.960081100463867) (704,29.865501403808594) (466,29.86098861694336)* (544,29.79078483581543) (378,29.75299072265625) (1673,29.55536651611328) (302,29.553531646728516)* (295,29.52613639831543) (802,29.249208450317383) (230,28.954898834228516) (1037,28.909690856933594) (1243,28.853567123413086) (328,28.704212188720703) (790,28.601533889770508) (1246,28.48795509338379)
234: (250,32.16476058959961) (1613,31.607946395874023) (1963,31.21065902709961) (331,31.156898498535156)* (278,31.08267593383789) (2923,30.931474685668945) (2226,30.751556396484375) (1620,30.73905372619629) (1402,30.694059371948242) (527,30.449480056762695) (5048,30.39935302734375) (3357,30.36347198486328) (547,30.339933395385742) (249,30.2597713470459) (1641,30.109615325927734) (4344,30.06446647644043) (6626,29.97319793701172) (1976,29.88591766357422) (5119,29.69536781311035) (619,29.603843688964844)
235: (370,31.68153190612793) (920,31.56210708618164)* (2962,30.96392059326172) (917,30.6209659576416)* (25,30.300546646118164) (2966,30.131441116333008) (2965,30.044979095458984) (186,30.029003143310547) (949,29.851953506469727) (1110,29.75237274169922) (841,29.727989196777344) (4781,29.666128158569336) (2013,29.628599166870117) (1994,29.598464965820312) (2654,29.590530395507812) (2963,29.5513858795166) (5061,29.508602142333984) (506,29.49151039123535) (1343,29.24897575378418) (1338,29.218719482421875)
236: (2607,29.534488677978516) (475,29.5189151763916)* (2130,29.13100814819336) (317,29.00400733947754) (907,28.911231994628906) (301,28.89971923828125)* (1379,28.67733383178711) (190,28.48606300354004)* (1455,28.40638542175293) (377,28.342073440551758) (689,28.25633430480957) (538,28.21483039855957) (306,28.1488037109375) (486,28.1037540435791) (521,27.994136810302734) (302,27.992765426635742) (328,27.948535919189453) (295,27.935222625732422)* (291,27.818401336669922) (7868,27.749311447143555)
237: (154,31.903247833251953)* (199,31.653879165649414) (441,31.20823860168457)* (863,30.831884384155273) (715,30.78348159790039) (223,30.743471145629883) (212,30.716676712036133) (159,30.71074867248535) (215,30.666797637939453) (599,30.635875701904297)* (418,30.554231643676758) (618,30.273283004760742) (1958,30.26399040222168) (1633,30.19907569885254) (562,30.16924285888672) (554,30.16535186767578) (225,30.080678939819336)* (4384,29.98165512084961) (620,29.910762786865234) (2542,29.9047908782959)
238: (10418,28.612890243530273) (3870,28.379470825195312) (4225,28.08003807067871) (3205,27.771970748901367) (14694,27.567951202392578) (12145,27.548681259155273) (14686,27.51594352722168) (14695,27.378969192504883) (14690,27.37119483947754) (14696,27.35332489013672) (14239,27.32892417907715) (14697,27.3282527923584) (16840,27.293100357055664) (183,27.283214569091797) (5224,27.120018005371094) (16675,27.119112014770508) (7260,27.111156463623047) (5222,27.047142028808594) (10416,27.028409957885742) (4222,27.02402114868164)
240: (377,30.88463592529297) (466,30.757699966430664)* (544,30.6792049407959)* (161,30.638931274414062) (300,30.566795349121094)* (531,29.956283569335938) (292,29.910778045654297)* (157,29.809736251831055) (461,29.759992599487305) (679,29.468524932861328) (328,29.30489730834961)* (972,29.29058074951172) (1673,29.286640167236328) (2498,29.20818519592285)* (67,29.20508575439453)* (67,29.20508575439453)* (1037,29.16506576538086) (704,29.07407569885254) (230,29.044017791748047) (1456,28.97203826904297)
241: (1132,35.173057556152344) (707,33.94890213012695)* (843,33.89735412597656) (710,33.61089324951172)* (917,33.545257568359375) (2797,33.1928825378418) (918,33.17687225341797) (1249,32.85186767578125) (956,32.68830871582031) (1128,32.5201530456543) (2794,32.497623443603516) (953,32.41716384887695) (614,32.33738327026367) (1110,32.319374084472656) (952,32.30582046508789) (923,32.27653503417969) (1350,32.25320053100586) (854,32.22758865356445) (1116,32.198020935058594) (1044,32.183284759521484)
242: (701,28.782485961914062)* (306,28.5125732421875)* (328,28.288131713867188) (299,28.17644691467285)* (525,28.093788146972656) (55,27.759798049926758) (314,27.620344161987305) (349,27.61606216430664)* (161,27.61093521118164) (4260,27.43789291381836) (468,27.336231231689453) (3080,27.249340057373047) (329,27.23109245300293) (257,27.215105056762695)* (1443,26.876554489135742) (333,26.873188018798828) (543,26.863752365112305) (1392,26.84356689453125) (485,26.835433959960938) (466,26.735511779785156)*
243: (58,34.25809860229492)* (58,34.25809860229492)* (1505,33.70284652709961) (1243,33.26506423950195) (535,33.191436767578125) (1098,33.038265228271484)* (1934,32.94000244140625) (961,32.93251037597656) (1383,32.8292236328125) (903,32.782325744628906) (526,32.77714538574219) (1062,32.4283332824707) (886,32.317474365234375) (525,32.222225189208984) (534,32.05119323730469)* (532,31.98322296142578)* (310,31.95217514038086) (1609,31.791015625)* (1409,31.74422264099121) (301,31.71474266052246)*
244: (289,33.56599426269531) (333,33.3816032409668) (679,33.14091491699219) (228,33.10209274291992)* (701,33.08733367919922) (355,33.059425354003906) (67,33.007328033447266) (67,33.007328033447266) (230,32.842002868652344) (302,32.77693557739258) (292,32.7744140625) (714,32.597129821777344) (227,32.57954406738281) (1246,32.44476318359375) (366,32.41615295410156) (982,32.41325378417969) (1556,32.4028205871582) (55,32.30330276489258) (229,32.141563415527344) (966,32.13357162475586)
247: (1470,27.868328094482422)* (3094,27.742290496826172) (4433,27.701061248779297) (4438,27.685850143432617) (3859,27.394025802612305) (3427,27.040924072265625) (408,27.02057647705078) (472,26.87501335144043) (403,26.856948852539062)* (7183,26.703868865966797) (536,26.683273315429688) (191,26.519214630126953) (3084,26.491226196289062) (6368,26.45066261291504) (495,26.449996948242188) (376,26.388986587524414) (11718,26.387868881225586) (4177,26.175405502319336) (3753,26.092357635498047) (3464,26.069414138793945)
248: (544,27.88761329650879)* (531,27.74263572692871) (4814,27.697574615478516) (1456,27.6331729888916) (1037,27.33969497680664) (3123,27.244821548461914) (704,27.227445602416992) (352,27.13945198059082) (5537,27.062192916870117) (328,26.98674201965332) (1452,26.945064544677734) (333,26.892732620239258)* (325,26.80169677734375)* (318,26.719818115234375) (1034,26.65053939819336) (2990,26.63109588623047) (1032,26.618946075439453) (475,26.599658966064453) (502,26.559614181518555) (299,26.514739990234375)
249: (371,29.698122024536133)* (357,29.57423973083496) (488,29.383228302001953) (502,29.296876907348633) (1854,29.11611557006836) (209,29.074527740478516)* (230,28.580060958862305) (1179,28.56577491760254) (1183,28.5073184967041) (386,28.17720603942871) (4767,28.169158935546875) (481,28.156408309936523) (540,28.099590301513672) (1246,28.092063903808594) (779,27.99987030029297)* (768,27.918594360351562) (1585,27.8900146484375) (1200,27.844276428222656) (475,27.811920166015625) (45,27.80191421508789)
250: (163,31.119956970214844)* (1110,30.576574325561523) (562,30.407196044921875) (7804,30.351150512695312) (718,30.32105827331543) (1881,30.143253326416016) (197,30.13105010986328) (859,30.1273193359375) (2475,30.0465145111084) (1131,30.043113708496094) (1422,30.022233963012695) (1216,29.976625442504883) (152,29.684345245361328) (630,29.664867401123047) (6830,29.55073356628418) (9206,29.34407615661621) (227,29.33304214477539) (7145,29.322370529174805) (1369,29.237524032592773) (3505,29.23028564453125)
