userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
224: (1001,9.947150230407715) (187,9.501325607299805)* (1892,9.299020767211914) (2531,9.103493690490723) (1073,8.958660125732422) (1014,8.935354232788086) (511,8.735578536987305) (959,8.725563049316406) (874,8.684164047241211) (3281,8.612149238586426) (3768,8.554173469543457) (2029,8.476432800292969) (2938,8.463272094726562) (851,8.428861618041992) (76,8.395365715026855) (76,8.395365715026855) (1013,8.295820236206055)* (98,8.225914001464844) (1895,8.152812004089355) (1464,7.898581027984619)
225: (785,8.76114559173584)* (3719,8.517853736877441) (2143,8.501924514770508) (850,8.373774528503418) (2379,8.369420051574707) (843,8.317502975463867) (2835,8.30739974975586) (517,8.205714225769043) (978,8.129568099975586) (5602,8.057456016540527) (5603,8.00249195098877) (2955,8.000991821289062) (1044,7.9942779541015625) (14692,7.90388298034668) (514,7.794333457946777) (5604,7.753715515136719) (2032,7.74466609954834) (198,7.722312927246094) (5596,7.704418182373047) (5612,7.690859794616699)
226: (300,9.098270416259766)* (466,9.02859115600586)* (288,8.727273941040039)* (461,8.64871883392334)* (292,8.287342071533203)* (306,8.057811737060547)* (528,7.827464580535889) (464,7.701180458068848) (704,7.695212364196777) (686,7.494073867797852)* (1032,7.4455647468566895) (680,7.382008075714111) (646,7.124704360961914) (2020,7.122941970825195) (324,6.967752456665039) (1034,6.920051574707031) (55,6.919293403625488) (1047,6.915799140930176) (908,6.90067720413208) (299,6.879827976226807)
227: (288,8.074972152709961)* (89,7.7015533447265625)* (302,7.10507345199585)* (528,6.924002647399902) (325,6.7817864418029785) (318,6.718396186828613) (701,6.699217796325684)* (306,6.686544895172119) (349,6.524983882904053)* (972,6.449802398681641) (1034,6.371440410614014) (686,6.330644130706787) (344,6.290924072265625)* (704,6.1677751541137695) (328,6.152050971984863) (532,6.111915588378906) (1037,6.06638765335083) (524,6.036500930786133) (1032,6.0164642333984375) (290,5.949452877044678)
228: (1242,8.238741874694824) (2265,6.988744258880615) (599,6.877594470977783) (2629,6.71647310256958) (554,6.591305732727051) (206,6.573968887329102) (4058,6.551606178283691) (205,6.478457927703857) (227,6.272257328033447) (612,6.142102241516113) (2475,6.0398454666137695) (735,5.97273588180542) (429,5.902202129364014) (235,5.860235691070557) (212,5.858147144317627)* (609,5.844846248626709)* (2541,5.825048923492432) (199,5.795326232910156) (7145,5.760335922241211) (9545,5.7205328941345215)
229: (331,8.711003303527832) (475,7.9888014793396) (89,7.707807540893555)* (295,7.53688383102417) (468,7.409383296966553) (907,7.391235828399658) (328,7.3513383865356445) (306,7.324150562286377)* (913,7.29153299331665)* (302,7.223145008087158) (288,7.2128777503967285)* (292,7.1487932205200195) (1613,7.130853652954102) (314,7.077213764190674) (3317,6.904269695281982) (310,6.815340995788574) (289,6.785994052886963)* (377,6.679399490356445) (701,6.647836685180664) (6346,6.622122287750244)
230: (295,10.081083297729492) (701,9.412846565246582)* (466,9.360933303833008)* (544,8.72046947479248)* (679,8.71635913848877) (325,8.367857933044434) (290,8.09986686706543) (326,7.922053813934326) (310,7.837182521820068) (455,7.8070387840271) (646,7.653383731842041) (293,7.644522666931152) (680,7.540799140930176) (523,7.536044120788574) (681,7.5210723876953125) (2801,7.491806983947754) (328,7.4828386306762695) (498,7.2574591636657715) (538,7.248937606811523) (972,7.207685470581055)
231: (328,7.640493392944336)* (314,7.63498592376709) (317,7.510736465454102)* (531,7.186105728149414) (302,7.002997875213623) (544,6.946234703063965) (485,6.825387001037598) (1032,6.618142604827881) (257,6.481449127197266)* (301,6.398563385009766) (294,6.316001892089844) (1451,6.2287187576293945) (461,6.167479515075684)* (333,6.069258213043213) (310,6.053525924682617) (4814,6.005157470703125) (308,5.996073246002197) (525,5.960102081298828) (55,5.872468948364258) (290,5.846229076385498)
232: (913,6.806160926818848) (288,6.703001976013184)* (257,6.646584987640381)* (302,6.614875316619873) (701,6.300562858581543) (299,6.201757431030273)* (328,6.06649112701416) (67,5.892216205596924)* (67,5.892216205596924)* (300,5.874852180480957) (322,5.59376335144043) (525,5.552268028259277) (291,5.491680145263672) (466,5.435242176055908) (296,5.401445388793945) (352,5.383116722106934)* (329,5.341857433319092) (485,5.141665935516357) (157,5.126259803771973) (333,5.036439895629883)
233: (333,8.897209167480469) (466,8.825435638427734)* (701,8.574130058288574) (295,8.552504539489746) (302,8.484963417053223)* (544,8.244424819946289) (306,8.226447105407715)* (704,7.917531490325928) (1032,7.2985405921936035) (464,6.861571311950684) (528,6.800271987915039) (538,6.76961612701416) (344,6.755309104919434) (1243,6.660255432128906) (542,6.497385501861572) (324,6.474640369415283) (291,6.463636875152588) (349,6.429291725158691) (1047,6.394288539886475)* (1246,6.381261825561523)
234: (1613,11.148262977600098) (331,10.538402557373047)* (527,10.00990104675293) (278,9.621776580810547) (1620,9.289814949035645) (2179,9.235926628112793) (249,9.215394020080566) (1641,8.919576644897461) (1941,8.86844539642334) (2916,8.835530281066895) (2923,8.78707218170166) (2226,8.778621673583984) (547,8.609816551208496) (475,8.594356536865234) (6626,8.085310935974121) (1402,8.04322624206543) (3317,8.023585319519043) (2905,7.944900989532471) (3357,7.901472091674805) (1972,7.89976167678833)
235: (506,10.175580024719238) (920,10.015287399291992)* (370,9.667492866516113) (2006,9.252935409545898) (1994,8.243328094482422) (917,8.237505912780762)* (11516,8.236289978027344) (949,8.207462310791016) (1134,7.923709392547607)* (1710,7.866204261779785) (937,7.766966342926025) (843,7.7668304443359375) (3788,7.7414727210998535) (2654,7.741169452667236) (3901,7.667259693145752) (2966,7.642025470733643) (3405,7.619867324829102) (186,7.538460731506348) (2778,7.5254740715026855) (25,7.46794319152832)
236: (907,9.140685081481934) (301,9.017892837524414)* (295,8.752388954162598)* (538,8.692862510681152) (328,8.481327056884766) (302,8.459259986877441) (306,8.374155044555664) (349,8.026517868041992) (310,8.010692596435547) (475,7.922624588012695)* (157,7.900646209716797) (377,7.628922939300537) (294,7.6120195388793945)* (355,7.548103332519531) (913,7.546483516693115) (67,7.544070243835449) (67,7.544070243835449) (466,7.438516616821289) (314,7.398742198944092)* (291,7.384748935699463)
237: (154,9.36240291595459)* (159,8.672346115112305) (199,8.597469329833984) (225,8.494304656982422)* (418,8.393635749816895) (858,7.756711483001709) (599,7.660953044891357)* (228,7.5870361328125) (441,7.49516487121582)* (620,7.1944732666015625) (618,7.180683612823486) (206,7.051312446594238) (1633,6.947272777557373) (229,6.934741020202637) (1090,6.724936485290527) (715,6.703692436218262) (1390,6.668330192565918) (212,6.607677936553955) (1376,6.580946922302246) (215,6.45037841796875)
238: (5583,9.281786918640137) (10627,8.923760414123535) (9685,8.43439769744873) (4161,8.321420669555664) (5586,8.294219970703125) (2789,8.27642822265625) (5582,8.23586654663086) (959,8.20730972290039) (5580,8.203516006469727) (5577,8.168643951416016) (706,8.16746997833252) (5578,8.161593437194824) (4326,8.148275375366211) (2184,8.085491180419922) (1249,8.052830696105957) (13995,7.983636856079102) (724,7.935545921325684) (2346,7.892436504364014) (1673,7.738901615142822) (2857,7.699282646179199)
240: (377,10.647222518920898) (300,9.657959938049316)* (466,9.066579818725586)* (544,8.723823547363281)* (328,8.523873329162598)* (292,8.419163703918457)* (157,8.361255645751953) (538,8.115081787109375) (230,8.10951042175293) (67,7.816666603088379)* (67,7.816666603088379)* (461,7.701155185699463) (966,7.699120044708252) (7,7.599063873291016) (907,7.311864852905273) (1673,7.290078163146973) (329,7.2174973487854) (209,7.216663360595703) (349,7.110842227935791) (536,7.023029804229736)
241: (917,11.52598762512207) (707,10.963562965393066)* (918,9.972466468811035) (163,9.680693626403809) (1249,9.240982055664062) (506,9.082785606384277)* (843,9.068230628967285) (234,8.836515426635742) (928,8.503862380981445) (957,8.463735580444336) (710,8.133036613464355)* (1131,8.122220993041992) (959,8.10833740234375) (614,8.056490898132324) (936,8.03046989440918) (930,8.02507495880127) (1369,7.973753452301025) (1372,7.809383392333984) (924,7.803938865661621) (854,7.745733261108398)
242: (701,8.095282554626465)* (349,7.804203033447266)* (299,7.629729747772217)* (257,7.485617160797119)* (466,7.419148921966553)* (461,7.31693696975708) (326,7.3096137046813965) (306,7.245570659637451)* (333,7.165037631988525) (325,7.14369010925293) (294,7.137796878814697)* (525,6.8602423667907715) (908,6.758519649505615) (544,6.650979518890381) (329,6.560345649719238) (679,6.50131893157959) (314,6.486623287200928) (55,6.4315876960754395) (328,6.430356979370117) (686,6.258277416229248)
243: (1098,8.91433334350586)* (58,8.267269134521484)* (58,8.267269134521484)* (1243,7.768907070159912) (1934,7.749139308929443) (1062,7.2076311111450195) (972,7.199325084686279) (903,7.068583965301514) (289,6.7311625480651855) (980,6.6362433433532715) (157,6.626549243927002) (961,6.608001708984375) (532,6.555342674255371)* (535,6.5205583572387695) (302,6.470086574554443) (526,6.44097375869751) (301,6.395662307739258)* (288,6.32417106628418)* (1463,6.186997890472412) (173,6.139225006103516)
244: (230,8.548266410827637) (316,8.518182754516602) (1246,8.479121208190918) (289,8.200716018676758) (333,7.918011665344238) (67,7.776885032653809) (67,7.776885032653809) (228,7.665970802307129)* (499,7.588544845581055) (229,7.586668014526367) (227,7.522700309753418) (302,7.512561321258545) (366,7.340811729431152) (355,7.16759729385376) (982,7.139366149902344) (701,7.127336502075195) (1556,7.103606224060059) (4716,7.0648369789123535) (292,7.003489971160889) (182,6.994655609130859)
247: (1470,8.17266845703125)* (3859,7.913032531738281) (4177,7.43717098236084) (408,7.139537811279297) (191,7.130067825317383) (7947,6.966891288757324) (3094,6.886573314666748) (5228,6.71836519241333) (1852,6.530981540679932)* (4438,6.502894401550293) (486,6.440154075622559) (1905,6.382788181304932) (403,6.3320159912109375)* (4433,6.296395778656006) (1378,6.2824249267578125) (371,6.198541641235352) (3255,6.144149303436279) (497,6.0789923667907715) (3427,6.016036510467529) (1375,6.011202812194824)
248: (352,7.863376140594482) (544,7.854522228240967)* (289,7.567362308502197)* (531,7.08294677734375) (1037,7.064589977264404) (528,7.038785934448242) (333,6.943876266479492)* (299,6.918774127960205) (302,6.90589714050293) (1032,6.7270941734313965) (674,6.662842750549316) (1034,6.552591323852539) (318,6.5294508934021) (1456,6.476754188537598) (4769,6.466597557067871)* (55,6.43648099899292) (3570,6.402919769287109) (325,6.384134292602539)* (323,6.348076820373535) (328,6.245354652404785)
249: (209,9.15610122680664)* (488,8.908263206481934) (1179,8.750582695007324) (1183,8.423371315002441) (1854,8.421980857849121) (537,8.370307922363281)* (371,8.24166202545166)* (403,8.18044376373291)* (540,7.854111194610596) (499,7.842880725860596) (1186,7.79221248626709) (687,7.760021209716797) (1905,7.688246726989746) (1182,7.687206745147705) (1200,7.6668829917907715) (481,7.570629596710205) (1181,7.480957984924316) (2661,7.407377243041992) (4741,7.406018257141113) (1672,7.37475061416626)
250: (163,10.334372520446777)* (630,9.745072364807129) (562,9.696465492248535) (2475,9.668078422546387) (235,9.64891529083252) (1110,9.289983749389648) (1413,8.949300765991211) (1131,8.755905151367188) (5175,8.68439769744873) (6830,8.667123794555664) (599,8.519800186157227) (206,8.342267036437988) (1425,8.310582160949707) (10026,8.251666069030762) (152,8.248442649841309) (733,8.233348846435547) (1426,8.195294380187988) (735,8.181577682495117) (197,8.177008628845215) (5302,8.11733627319336)
251: (1513,13.670388221740723)* (1206,11.941286087036133) (383,11.82284927368164) (857,11.274084091186523) (234,10.833011627197266) (706,10.791526794433594)* (3456,10.27639389038086) (4218,10.188647270202637) (4459,9.86003303527832)* (3791,9.726710319519043) (1645,9.655776977539062) (3333,9.503836631774902) (917,9.422138214111328) (707,9.40482234954834) (4821,9.382867813110352) (5639,9.306068420410156) (422,9.267302513122559) (4793,9.198009490966797)* (4848,9.023331642150879) (982,9.01225471496582)
252: (466,8.772615432739258)* (544,8.386516571044922) (528,8.307121276855469)* (288,8.305109977722168)* (704,8.000558853149414) (324,7.955909252166748) (681,7.813812732696533)* (680,7.507970333099365) (1934,7.419424533843994) (352,7.2412848472595215) (291,7.182905673980713) (701,7.1710205078125) (1034,7.162330150604248) (1243,7.0866923332214355) (464,7.067946434020996) (318,6.906815052032471) (306,6.823366165161133) (323,6.639649868011475)* (386,6.623875617980957)* (2020,6.536720275878906)
253: (295,8.101935386657715)* (300,8.078108787536621) (302,7.853559494018555)* (889,7.835476875305176)* (903,7.746398448944092)* (1243,7.719482421875) (679,7.654101848602295) (316,7.225743293762207) (1934,7.197458267211914) (1464,7.153903961181641) (265,6.933651447296143) (283,6.795492649078369) (301,6.785991191864014) (256,6.610027313232422)* (257,6.609417915344238) (291,6.6048994064331055)* (466,6.570805549621582) (972,6.401334285736084) (157,6.390944480895996) (261,6.329705238342285)
254: (1513,8.931990623474121)* (1545,8.774847984313965) (412,8.675711631774902)* (3333,8.639720916748047) (4189,8.362237930297852) (4164,8.174795150756836) (383,8.090009689331055) (1650,7.885037899017334) (5630,7.675925254821777) (1239,7.647599220275879) (6120,7.528247833251953) (4822,7.492280960083008)* (234,7.491653919219971) (5310,7.442683696746826) (3737,7.3644938468933105) (6193,7.256628513336182) (4211,7.133871078491211) (4209,7.035282135009766) (220,7.023887634277344) (230,7.020360946655273)
255: (603,8.981844902038574)* (744,8.853666305541992) (748,8.809005737304688) (2605,8.510461807250977) (753,8.03729248046875) (4316,8.003772735595703) (70,7.90512752532959) (2676,7.801964282989502) (7079,7.776985168457031) (12868,7.752507209777832) (9766,7.638351917266846) (616,7.5748186111450195) (1790,7.542556285858154) (2681,7.447825908660889) (5803,7.438471794128418) (3362,7.420165061950684) (11049,7.408292293548584) (3132,7.336047649383545) (2691,7.332303047180176) (772,7.304953575134277)*
256: (295,7.596688270568848)* (261,7.538243770599365)* (1464,7.409435749053955) (288,7.211395740509033)* (903,7.05489444732666) (889,7.04380464553833) (3173,7.00473165512085)* (355,6.982318878173828) (1556,6.9191083908081055) (265,6.876497268676758) (340,6.824494361877441) (3332,6.800466537475586) (679,6.7463555335998535) (316,6.710969924926758) (257,6.664044380187988)* (542,6.616967678070068) (4716,6.519082069396973) (1243,6.489956378936768) (342,6.458550930023193) (3393,6.438522815704346)
257: (43,10.048946380615234) (1292,9.79248332977295)* (9,9.711852073669434)* (1303,9.607331275939941)* (1277,9.602181434631348) (487,9.537951469421387) (1298,9.390995979309082)* (11192,9.287338256835938) (4871,9.276274681091309)* (1314,9.059613227844238) (11,9.015989303588867) (10,8.996560096740723)* (6873,8.972744941711426) (13,8.959585189819336) (30,8.832904815673828)* (17,8.813432693481445) (5670,8.78107738494873) (515,8.780706405639648) (1914,8.763617515563965) (1315,8.602855682373047)
258: (300,7.7610979080200195)* (292,7.733757972717285)* (544,7.681375503540039) (325,7.64459228515625)* (386,7.513252258300781) (318,7.390949726104736) (344,7.144636631011963) (352,7.081881046295166)* (349,7.042506217956543)* (291,6.998658180236816) (257,6.9803853034973145) (908,6.85618782043457) (299,6.53521728515625)* (290,6.477817535400391) (1037,6.443417549133301) (704,6.379151344299316) (679,6.335209846496582) (1034,6.322502136230469) (1450,6.311712741851807) (294,6.279096603393555)
259: (1789,6.75429630279541) (3833,6.230029582977295) (3053,6.183144569396973) (1788,6.175614356994629)* (2820,6.173816204071045) (1796,6.136874198913574) (2738,6.072304725646973) (4238,6.024919033050537) (12413,5.996364116668701) (4236,5.960112571716309) (3056,5.952292442321777)* (759,5.950882911682129) (4235,5.928438186645508) (4227,5.9037766456604) (4225,5.805586814880371) (11170,5.795429706573486) (4896,5.740253448486328)* (3827,5.716860771179199) (2154,5.713748931884766) (460,5.702923774719238)*
260: (722,9.194124221801758) (4037,9.010804176330566) (1009,8.50251293182373) (3501,8.195408821105957) (378,8.034318923950195) (4987,7.874505996704102) (2044,7.77099609375) (89,7.700441360473633)* (1104,7.497336387634277) (9656,7.486263275146484) (2035,7.393447399139404) (289,7.288470268249512) (63,7.138472557067871) (63,7.138472557067871) (295,6.941412925720215) (70,6.922654151916504) (1715,6.914856910705566) (288,6.844980239868164) (1793,6.777809143066406) (72,6.776601314544678)
