userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
207: (374,18.14746856689453) (298,17.44582176208496) (300,16.996749877929688) (679,16.72303009033203) (1198,16.594131469726562) (2839,16.529664993286133) (344,16.268123626708984) (498,16.19072914123535) (289,16.082881927490234) (2546,16.052791595458984) (1246,15.939611434936523) (548,15.931005477905273) (378,15.858665466308594) (324,15.84695053100586) (691,15.80209732055664) (1934,15.702418327331543) (3081,15.681781768798828) (3247,15.574398040771484) (1857,15.533573150634766) (1047,15.523900985717773)
208: (1214,19.571210861206055) (1254,19.12994384765625)* (25,18.451223373413086) (923,18.18857192993164) (47,18.09912872314453) (3,17.61909294128418) (821,17.595252990722656) (6258,17.570466995239258) (949,17.547903060913086) (2746,17.481388092041016) (3806,17.43838119506836) (1264,17.393306732177734) (954,17.14301109313965) (2761,17.073057174682617) (2970,17.020111083984375) (1710,17.019330978393555) (1261,16.990280151367188) (1527,16.93981170654297) (2765,16.884273529052734) (2757,16.744779586791992)
209: (333,16.013458251953125)* (344,15.828542709350586) (292,15.420034408569336)* (293,15.209156036376953) (466,15.19731616973877) (701,15.168328285217285) (291,15.13577938079834)* (89,15.105952262878418) (544,14.793647766113281) (679,14.78112506866455) (686,14.721463203430176) (455,14.599283218383789) (320,14.45217514038086)* (646,14.404669761657715)* (681,14.39403247833252) (326,14.269791603088379)* (680,14.26185417175293) (498,14.227974891662598)* (360,14.080253601074219) (542,13.855440139770508)
210: (75,17.309255599975586) (75,17.309255599975586) (1793,16.844430923461914) (15095,16.832386016845703) (1795,16.818828582763672) (15099,16.81865692138672) (15098,16.816425323486328) (14760,16.77940559387207) (15094,16.76507568359375) (3501,16.403039932250977) (1704,16.126855850219727) (877,16.0191707611084) (3988,16.01789093017578) (3047,16.011760711669922) (153,15.982723236083984) (180,15.954315185546875) (5000,15.951769828796387) (70,15.905146598815918) (486,15.904441833496094) (3049,15.841371536254883)
211: (190,21.62584114074707)* (159,20.196439743041992) (1075,19.96004295349121) (70,19.756437301635742) (1072,19.75457000732422)* (3501,19.547937393188477) (1001,19.211217880249023) (88,19.119558334350586) (67,19.064722061157227) (67,19.064722061157227) (1055,19.02179527282715) (182,19.01742172241211) (1379,18.873336791992188) (1099,18.622848510742188) (722,18.577129364013672) (187,18.506040573120117) (1104,18.50099754333496) (1098,18.487411499023438) (546,18.442956924438477) (1394,18.416624069213867)
212: (6282,17.792078018188477) (10996,17.619531631469727) (10994,17.513368606567383) (1350,17.278852462768555)* (2975,17.109878540039062)* (7107,16.923227310180664) (2663,16.90313720703125) (4841,16.829912185668945) (5457,16.587913513183594) (3660,16.565948486328125) (5585,16.349040985107422) (932,16.275497436523438) (922,16.115068435668945) (942,16.078493118286133)* (4137,16.056053161621094) (7101,15.924067497253418) (955,15.703986167907715) (3204,15.682076454162598) (10125,15.55876350402832) (5464,15.529289245605469)
213: (808,18.92182159423828) (220,18.901288986206055)* (982,18.730241775512695) (230,18.26140785217285) (1873,18.148025512695312) (614,18.10089111328125) (706,17.972518920898438) (226,17.9025936126709) (377,17.764854431152344)* (1406,17.685340881347656) (2595,17.610570907592773) (1613,17.568117141723633) (2379,17.558565139770508) (3719,17.549407958984375) (1412,17.47089958190918) (517,17.45159339904785)* (331,17.42850112915039) (854,17.396257400512695) (605,17.346647262573242) (278,17.31355094909668)*
214: (475,14.673613548278809) (289,14.534225463867188)* (299,14.363012313842773) (257,14.310487747192383) (544,14.169750213623047)* (310,14.029495239257812) (349,14.014094352722168)* (55,13.9498291015625)* (913,13.848426818847656) (333,13.716650009155273) (525,13.682764053344727) (180,13.516392707824707) (1042,13.511455535888672) (455,13.509596824645996) (951,13.385607719421387)* (1032,13.37391471862793) (466,13.317651748657227)* (285,13.312263488769531)* (679,13.271074295043945) (907,13.218242645263672)
215: (562,20.65936851501465) (220,20.64500617980957) (366,19.856000900268555) (2842,19.728757858276367) (234,19.0992374420166) (6678,18.974483489990234) (227,18.582151412963867) (16096,18.55184555053711) (1639,18.443437576293945) (3670,18.23221206665039) (7056,18.132244110107422) (2352,18.095169067382812) (15915,17.897098541259766) (7406,17.828182220458984) (1873,17.807621002197266) (982,17.637401580810547) (6724,17.56768035888672) (1412,17.48973846435547) (511,17.431259155273438) (10197,17.358444213867188)
216: (757,21.70435905456543) (526,20.797239303588867) (1409,20.667001724243164) (532,20.104248046875) (84,19.797439575195312) (5149,19.62723731994629) (8674,19.583471298217773) (9718,19.289875030517578) (1486,19.168062210083008) (7324,19.030412673950195) (1405,18.698503494262695) (173,18.69245147705078) (2521,18.6759033203125) (690,18.573823928833008) (2083,18.53895378112793) (1098,18.518518447875977) (8136,18.486841201782227) (1394,18.482873916625977) (72,18.461429595947266)* (72,18.461429595947266)*
217: (1254,17.390836715698242) (9455,17.0706844329834) (3438,16.62315559387207) (1422,16.480823516845703) (6075,16.174406051635742) (6258,16.09504508972168) (1369,16.029521942138672)* (3444,16.00489616394043) (864,15.923417091369629) (3445,15.903824806213379) (3481,15.893009185791016) (609,15.87270736694336) (599,15.870020866394043) (7044,15.723243713378906) (197,15.514886856079102) (3778,15.506996154785156) (2013,15.482673645019531) (863,15.391389846801758) (163,15.377197265625) (9630,15.314619064331055)
218: (234,19.560544967651367) (220,19.436260223388672) (190,19.29159164428711) (1513,18.416217803955078) (533,18.264488220214844) (173,18.229637145996094) (1249,18.21671485900879) (706,18.175945281982422)* (230,18.14023208618164) (56,18.015987396240234) (56,18.015987396240234) (982,18.002347946166992) (959,17.95157814025879) (154,17.628177642822266) (2346,17.19513702392578) (65,17.168928146362305)* (65,17.168928146362305)* (377,16.953166961669922) (424,16.90240478515625) (159,16.894685745239258)
219: (488,17.949642181396484) (1470,17.706579208374023) (3427,17.456876754760742) (1377,17.35893440246582) (4179,16.81866455078125) (497,16.806121826171875) (1375,16.475711822509766) (538,16.462276458740234) (209,16.446104049682617) (536,16.405681610107422) (3375,16.348329544067383) (498,16.3360595703125)* (1105,16.329540252685547) (3097,16.32634162902832) (1091,16.280467987060547) (490,16.26753044128418) (2352,16.236934661865234) (472,16.121868133544922) (378,16.102758407592773) (683,16.063899993896484)
220: (199,18.09097671508789) (206,18.09084701538086) (196,17.989952087402344) (1976,17.84971046447754) (5423,17.287630081176758) (429,17.210752487182617)* (215,17.11402702331543) (445,17.100582122802734) (421,17.0426025390625) (195,17.03284454345703) (4079,17.004348754882812) (439,16.957157135009766) (1090,16.94725227355957) (604,16.90146255493164) (10418,16.849321365356445) (1755,16.744705200195312) (223,16.720561981201172) (964,16.71889877319336) (2608,16.718589782714844) (709,16.699098587036133)
223: (291,16.69590187072754)* (318,15.987635612487793) (344,15.907952308654785)* (456,15.508460998535156) (786,15.506159782409668) (2977,15.503170013427734) (1459,15.445243835449219) (2392,15.405326843261719) (311,15.34397029876709)* (333,15.239448547363281)* (293,15.157491683959961) (257,15.15085220336914) (289,15.080135345458984)* (680,14.855968475341797) (465,14.739065170288086) (1059,14.646339416503906) (686,14.624068260192871) (302,14.499994277954102)* (307,14.445091247558594) (89,14.388327598571777)
224: (1001,18.820327758789062) (187,18.095754623413086)* (3281,18.079469680786133) (959,17.901275634765625) (2938,17.839263916015625) (2029,17.670997619628906) (1014,17.591663360595703) (2531,17.518754959106445) (1073,17.441993713378906) (511,17.401752471923828) (874,17.296987533569336) (1889,17.173885345458984) (1464,17.157581329345703) (1013,16.798870086669922)* (1892,16.5911865234375) (715,16.51289939880371)* (3768,16.44686508178711) (905,16.433757781982422) (985,16.358684539794922)* (1244,16.342859268188477)
225: (815,16.816417694091797) (2379,16.735687255859375) (2211,16.57223129272461) (846,16.481281280517578) (818,16.31402587890625) (3718,16.30598258972168) (198,16.28689193725586) (2835,16.090534210205078) (785,16.02317237854004)* (1281,16.014432907104492) (1044,15.857070922851562) (834,15.751543998718262) (383,15.656355857849121) (4821,15.654820442199707) (489,15.625153541564941) (5667,15.54875373840332) (3719,15.534769058227539) (4096,15.525107383728027) (813,15.499719619750977)* (808,15.451292037963867)
226: (461,16.045021057128906)* (466,15.743834495544434)* (288,15.713375091552734)* (292,15.702094078063965)* (300,15.68475341796875)* (299,15.347061157226562) (306,15.185298919677734)* (686,15.1067533493042)* (528,14.800813674926758) (293,14.73088550567627) (2020,14.63116455078125) (908,14.614590644836426) (680,14.535028457641602) (797,14.484164237976074) (55,14.47830581665039) (2025,14.41558837890625) (525,14.39268970489502) (646,14.299884796142578) (704,14.294954299926758) (1032,14.129037857055664)
227: (375,15.272686004638672) (318,14.952248573303223) (374,14.755791664123535) (1450,14.612831115722656) (3324,14.49240493774414) (1904,14.38174819946289)* (288,14.34269905090332)* (325,14.296378135681152) (686,14.272261619567871) (2102,14.246016502380371) (323,14.147089004516602) (296,14.139727592468262) (388,13.926973342895508) (393,13.894515991210938)* (290,13.850838661193848) (523,13.785468101501465) (344,13.772835731506348)* (308,13.755074501037598) (314,13.732686996459961) (302,13.63374137878418)*
228: (2475,19.189374923706055) (1422,18.73586654663086) (1158,18.612152099609375) (1881,18.31062889099121) (2532,18.164764404296875) (3778,18.119647979736328) (562,17.75074577331543) (3285,17.50680160522461) (3444,17.41329574584961) (2375,17.351774215698242) (554,17.334375381469727) (572,17.26912498474121) (1957,17.179317474365234) (3354,16.993228912353516) (2637,16.967689514160156) (1901,16.88321304321289) (578,16.871862411499023) (9862,16.8691349029541) (599,16.83270263671875) (735,16.81968116760254)
229: (475,19.012481689453125) (331,17.60288429260254) (377,17.559673309326172) (1613,17.483142852783203) (907,17.38190460205078) (89,16.90932846069336)* (295,16.888402938842773) (306,16.823808670043945)* (67,16.82021713256836) (67,16.82021713256836) (198,16.769254684448242) (288,16.67383575439453)* (1099,16.618072509765625) (310,16.599971771240234) (302,16.51921272277832) (157,16.491437911987305) (468,16.39527130126953) (289,16.36325454711914)* (292,16.243270874023438) (314,16.189115524291992)
230: (523,14.996342658996582) (326,14.859160423278809) (293,14.822603225708008) (295,14.777275085449219) (325,14.620026588439941) (2094,14.490872383117676) (701,14.480642318725586)* (466,14.461602210998535)* (310,14.438844680786133) (374,14.297876358032227)* (311,14.28941822052002) (455,14.07787799835205) (290,13.912742614746094) (679,13.88426685333252) (680,13.785118103027344) (786,13.771623611450195) (686,13.66576099395752) (71,13.659345626831055) (71,13.659345626831055) (2801,13.648359298706055)
231: (644,17.723857879638672)* (531,17.107267379760742) (328,16.855266571044922)* (317,16.53774642944336)* (308,16.48591423034668) (4814,16.144746780395508) (461,15.761245727539062)* (314,15.706197738647461) (5988,15.546208381652832) (312,15.53880786895752) (1051,15.472236633300781) (290,15.395563125610352) (6567,15.373762130737305) (7340,15.224854469299316) (686,15.191790580749512) (302,15.164795875549316) (475,15.1529541015625) (7868,15.01996898651123) (55,14.958160400390625) (5534,14.9343900680542)
232: (329,16.122907638549805) (67,15.62516975402832)* (67,15.62516975402832)* (299,15.110548973083496)* (312,14.817703247070312) (257,14.802268981933594)* (302,14.765146255493164) (913,14.751116752624512) (326,14.730121612548828) (525,14.660030364990234) (288,14.591205596923828)* (157,14.435478210449219) (468,14.21815299987793) (330,14.155445098876953) (291,14.069357872009277) (701,14.005372047424316) (485,13.978414535522461) (475,13.881698608398438) (455,13.862008094787598) (296,13.8368501663208)
233: (333,18.55786895751953) (306,18.40387535095215)* (295,18.277202606201172) (544,18.188629150390625) (466,18.10087776184082)* (701,17.92167854309082) (302,17.911447525024414)* (328,17.383268356323242) (349,17.021291732788086) (704,16.970901489257812) (157,16.89974021911621) (344,16.645578384399414) (299,16.631174087524414) (486,16.587501525878906) (161,16.414066314697266) (2020,16.369667053222656) (1456,16.35199546813965)* (190,16.344100952148438) (531,16.312288284301758) (257,16.255983352661133)
234: (278,20.739248275756836) (1613,19.840044021606445) (331,19.717863082885742)* (619,19.086456298828125) (2226,18.67527198791504) (527,18.585765838623047) (2244,18.50490379333496) (4344,18.474979400634766) (3357,18.229337692260742) (6626,18.047273635864258) (2907,18.032983779907227) (2179,17.91267204284668) (8182,17.835004806518555) (547,17.80491828918457) (475,17.673782348632812) (3317,17.61251449584961) (6288,17.45604705810547) (1402,17.36734390258789) (2923,17.261930465698242) (6629,17.188032150268555)
235: (920,20.25945472717285)* (1134,18.926109313964844)* (2006,18.573253631591797) (370,18.19657325744629) (1132,18.168540954589844) (821,18.166460037231445)* (506,18.07925033569336) (923,17.93307113647461) (2379,17.855989456176758) (843,17.83347511291504) (2962,17.74491310119629) (1994,17.722015380859375) (846,17.665987014770508) (841,17.39023780822754) (2654,17.355070114135742) (949,17.20818519592285) (7902,17.197324752807617) (917,17.13326072692871)* (806,17.04281997680664) (1113,17.009634017944336)
236: (475,19.022777557373047)* (538,18.504253387451172) (907,18.294527053833008) (306,18.249435424804688) (295,17.957563400268555)* (302,17.732730865478516) (498,17.69356918334961) (466,17.621562957763672) (377,17.570938110351562) (330,17.436933517456055) (291,17.41556167602539) (190,17.404727935791016)* (328,17.357683181762695) (157,17.25564193725586) (67,17.073604583740234) (67,17.073604583740234) (486,17.00539779663086) (301,16.986112594604492)* (1042,16.81144142150879) (461,16.801050186157227)
237: (154,19.20760154724121)* (441,18.332406997680664)* (159,18.05854606628418) (715,17.957778930664062) (858,17.942731857299805) (199,17.796459197998047) (206,17.720144271850586) (599,17.513690948486328)* (225,17.370574951171875)* (1510,17.24671173095703) (857,17.104572296142578) (620,17.07610511779785) (173,17.06661605834961) (863,17.063772201538086) (212,17.059165954589844) (1151,16.800251007080078) (418,16.71708869934082) (197,16.639726638793945) (229,16.520668029785156) (1633,16.491989135742188)
238: (864,17.36564826965332) (4395,17.0771484375) (559,17.04277992248535) (9971,17.030181884765625) (4422,17.01697540283203) (4413,17.00705337524414) (4406,16.997608184814453) (4412,16.980003356933594) (4421,16.97031593322754) (4397,16.94929313659668) (4399,16.935474395751953) (4400,16.934633255004883) (4408,16.925395965576172) (4418,16.9155330657959) (4407,16.900358200073242) (4416,16.89120864868164) (4398,16.8878231048584) (1295,16.878822326660156) (4410,16.878149032592773) (4417,16.875669479370117)
240: (161,17.183815002441406) (377,17.041927337646484) (544,16.542482376098633)* (157,16.439289093017578) (300,16.26850700378418)* (466,16.1649112701416)* (292,16.026737213134766)* (328,15.9261474609375)* (67,15.864725112915039)* (67,15.864725112915039)* (468,15.632682800292969) (461,15.59147834777832) (531,15.381598472595215) (1673,15.13369083404541) (299,15.126213073730469) (230,15.095365524291992) (5988,15.027541160583496) (543,14.95541000366211) (4309,14.950738906860352) (327,14.949109077453613)
