userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
208: (4273,50.363136291503906)* (6286,50.36012268066406) (9540,50.295040130615234) (3806,50.04020309448242) (4611,49.795616149902344) (2765,49.76665496826172) (1264,49.676673889160156) (2970,49.66188049316406) (1344,49.544925689697266) (954,49.478172302246094) (1531,49.36606216430664) (1261,49.34000778198242) (1992,49.32780075073242) (3509,49.32160949707031) (1214,49.320274353027344) (1528,49.27832794189453) (949,49.248409271240234) (48,49.23842239379883) (7924,49.22364044189453) (2654,49.17047119140625)
209: (333,51.97513961791992)* (89,51.89251708984375) (701,51.52845001220703) (292,51.43193054199219)* (679,51.368385314941406) (344,51.32794189453125) (498,51.29431915283203)* (466,51.241607666015625) (291,50.972877502441406)* (544,50.82738494873047) (464,50.81123352050781) (681,50.69498825073242) (542,50.624534606933594) (680,50.554996490478516) (298,50.46955871582031) (458,50.35657501220703) (686,50.29685592651367) (790,50.27904510498047) (157,50.266868591308594) (704,50.2537727355957)
210: (1104,47.8829460144043) (377,47.56489181518555) (75,47.519378662109375) (75,47.519378662109375) (518,47.47909927368164) (1300,47.46826934814453) (30,47.35001754760742) (51,47.30958557128906) (7,47.269474029541016) (70,47.1734619140625) (877,47.14918518066406) (1793,47.10425567626953) (175,47.01437759399414) (486,47.00001525878906) (189,46.95246887207031) (930,46.949974060058594) (2014,46.8994140625) (153,46.8741455078125) (3367,46.85603332519531) (487,46.779815673828125)
211: (190,44.461280822753906)* (1072,44.11032485961914)* (1075,44.04860305786133) (70,44.021636962890625) (450,43.69134521484375) (159,43.67335510253906) (56,43.48690414428711) (56,43.48690414428711) (64,43.27426528930664) (64,43.27426528930664) (172,43.26791000366211) (1379,43.175025939941406) (187,43.1397819519043) (1001,43.12898254394531) (59,43.093868255615234) (182,43.05479049682617) (1104,43.02909469604492) (1055,42.991050720214844) (4382,42.930694580078125) (1099,42.93040084838867)
212: (956,54.24077606201172) (927,53.802406311035156) (1358,53.75865936279297) (1535,53.74135208129883) (4180,53.70660400390625) (176,53.60555648803711) (5158,53.59541702270508) (918,53.58637619018555) (954,53.559566497802734) (960,53.51165771484375) (8340,53.5035514831543) (4866,53.42095184326172) (958,53.39991760253906) (1347,53.38552474975586) (952,53.37250518798828) (10125,53.35075759887695) (710,53.3316650390625) (948,53.314598083496094) (938,53.29427719116211) (929,53.28111267089844)
213: (503,54.55870819091797) (917,54.2117805480957) (808,54.116004943847656) (517,54.01042938232422)* (377,53.97777557373047)* (815,53.971553802490234) (1104,53.77012634277344) (953,53.764373779296875) (230,53.489707946777344) (504,53.45963668823242) (2379,53.36000061035156) (497,53.33517074584961) (500,53.2628173828125) (726,53.25538635253906) (806,53.24029541015625) (1145,53.15420913696289) (923,53.15341567993164) (45,53.151641845703125) (220,53.11549758911133)* (930,53.0052604675293)
214: (289,51.08646011352539)* (55,50.566017150878906)* (257,50.38152313232422) (310,50.20207977294922) (333,50.16324996948242) (349,50.092647552490234)* (299,50.058387756347656) (525,49.922096252441406) (161,49.90003204345703) (913,49.733673095703125) (461,49.572532653808594)* (301,49.56904220581055) (291,49.513938903808594) (679,49.49967956542969) (378,49.44548034667969) (466,49.423274993896484)* (523,49.294921875) (1244,49.243011474609375)* (1464,49.23955535888672) (972,49.20016860961914)
215: (227,58.4360237121582) (163,58.265655517578125) (234,58.192684173583984) (1412,57.75981140136719) (220,57.75251007080078) (718,57.55733871459961) (735,57.46452331542969) (959,57.20119094848633) (857,57.1451416015625) (1643,57.12308883666992) (1639,57.109718322753906) (562,57.08335876464844) (154,56.95744323730469) (1513,56.937591552734375) (734,56.909244537353516) (159,56.898536682128906) (511,56.89115524291992) (366,56.87641906738281) (235,56.84116744995117) (1249,56.809478759765625)
216: (757,47.7611198425293) (190,47.35896682739258) (1409,47.18208312988281) (1098,46.9232063293457) (173,46.90459060668945) (703,46.86674118041992) (229,46.81289291381836) (154,46.772499084472656) (64,46.76835632324219) (64,46.76835632324219) (526,46.67964553833008) (532,46.611839294433594) (432,46.607948303222656) (70,46.59297180175781) (7324,46.577491760253906) (5149,46.531288146972656) (1401,46.5171012878418) (1376,46.51121520996094) (423,46.50398254394531) (1099,46.46510314941406)
217: (3354,54.67416000366211) (1207,53.94233703613281) (4520,53.846595764160156) (3531,53.076751708984375) (5169,53.05816650390625) (3444,52.952205657958984) (12583,52.94948196411133) (3792,52.94762420654297) (853,52.83704376220703) (3364,52.790279388427734) (10742,52.74833679199219) (11954,52.70463943481445) (9540,52.669898986816406) (1202,52.65518569946289) (5210,52.61460876464844) (7148,52.6142578125) (3442,52.59937286376953) (4214,52.59064865112305) (6579,52.57247543334961) (2637,52.57219696044922)
218: (190,53.342681884765625) (234,52.80080795288086) (7,52.65597915649414) (173,52.56947708129883) (377,52.33272171020508) (233,52.142059326171875) (220,52.08366394042969) (1099,52.06208038330078) (517,52.00204849243164) (1116,51.953433990478516) (1118,51.9412841796875) (159,51.92204284667969) (230,51.86316680908203) (154,51.784202575683594) (65,51.762672424316406)* (65,51.762672424316406)* (504,51.7504997253418) (56,51.73701095581055) (56,51.73701095581055) (512,51.70886993408203)
219: (498,55.21377944946289)* (230,55.10468673706055) (499,54.526187896728516)* (209,54.48860168457031) (472,54.375694274902344) (536,54.355255126953125) (403,54.15089416503906) (488,54.11184310913086) (540,54.099517822265625) (1470,54.027748107910156) (190,53.96483612060547)* (378,53.864891052246094) (1377,53.861083984375) (537,53.7750358581543) (1186,53.761226654052734) (481,53.67632293701172) (371,53.521881103515625) (65,53.4951057434082) (65,53.4951057434082) (4177,53.42898178100586)
220: (195,47.102394104003906) (199,47.02448654174805) (618,46.98554229736328) (222,46.97272872924805) (434,46.7088508605957) (4079,46.63154602050781) (1242,46.62879943847656) (622,46.61578369140625) (429,46.57612228393555)* (1976,46.553829193115234) (196,46.522544860839844) (1239,46.47951126098633) (629,46.47389221191406) (439,46.443275451660156) (212,46.43131637573242) (554,46.39550018310547) (223,46.393123626708984) (206,46.377559661865234) (3744,46.17430114746094) (1766,46.11150360107422)
223: (333,55.17933654785156)* (289,55.09825134277344)* (89,55.07417678833008) (344,54.91984558105469)* (291,54.70341110229492)* (498,54.69759750366211) (302,54.54517364501953)* (67,54.42864227294922) (67,54.42864227294922) (701,54.33528518676758) (306,54.181949615478516) (355,54.10195541381836) (1459,53.99829864501953) (257,53.9821662902832) (298,53.856353759765625) (466,53.81220245361328) (683,53.778053283691406) (1470,53.766944885253906)* (55,53.7525749206543) (1556,53.69011688232422)
224: (511,47.198970794677734) (1001,47.014408111572266) (874,46.64775848388672) (187,46.6402702331543)* (2938,46.171871185302734) (163,46.111976623535156) (959,46.087852478027344) (96,46.041568756103516)* (868,46.014923095703125) (203,45.998165130615234) (601,45.991722106933594) (1892,45.98720169067383) (1014,45.97857666015625) (3281,45.9633903503418) (2531,45.95368194580078) (985,45.92831039428711)* (1013,45.92491912841797)* (2029,45.92387390136719) (715,45.87099838256836)* (98,45.84530258178711)
225: (391,52.92626953125) (815,52.910919189453125) (813,52.80804443359375)* (953,52.629600524902344) (835,52.424068450927734) (2244,52.15471267700195) (2586,52.149085998535156) (846,52.11933898925781) (818,52.09523010253906) (808,52.0670166015625) (823,52.03872299194336) (842,52.032989501953125)* (4182,51.97755813598633) (923,51.97285079956055) (5066,51.9174919128418) (3543,51.911861419677734) (785,51.89585494995117)* (8261,51.87556457519531) (5667,51.86310577392578) (9540,51.85136032104492)
226: (300,50.61688995361328)* (288,50.55231475830078)* (461,50.436767578125)* (306,50.28166198730469)* (466,50.14131164550781)* (292,50.10742950439453)* (686,49.494667053222656)* (464,49.471832275390625) (458,49.31708526611328) (299,49.28015899658203) (55,49.251461029052734) (802,49.173988342285156)* (528,49.134273529052734) (680,49.100914001464844) (704,48.98424530029297) (328,48.89375686645508) (908,48.893550872802734) (646,48.871368408203125) (293,48.776451110839844) (1032,48.7633056640625)
227: (288,57.91948699951172)* (89,57.5323371887207)* (306,57.2806510925293) (1455,56.63158416748047) (302,56.61717987060547)* (1037,56.60977554321289) (475,56.567169189453125) (701,56.545223236083984)* (468,56.502052307128906) (328,56.48023986816406) (4562,56.43818283081055) (318,56.32891845703125) (331,56.32621765136719) (528,56.321556091308594) (1450,56.3056755065918) (686,56.28260803222656) (344,56.260169982910156)* (317,56.23978805541992) (907,56.21710205078125) (349,56.11704635620117)*
228: (2633,53.66804504394531) (1207,53.14139175415039) (212,53.04751968383789)* (554,52.98826217651367) (565,52.97618865966797) (205,52.941673278808594) (3354,52.862579345703125) (6824,52.862125396728516) (610,52.85385513305664) (1770,52.81556701660156) (227,52.80950164794922) (585,52.781829833984375) (2629,52.71854782104492) (2265,52.6900634765625) (609,52.680809020996094)* (602,52.60454559326172) (1631,52.570335388183594) (235,52.56697082519531) (1901,52.52457046508789) (2419,52.51995086669922)
229: (89,56.80917739868164)* (67,56.65338134765625) (67,56.65338134765625) (475,56.588233947753906) (157,56.57571029663086) (289,56.165733337402344)* (306,56.02918243408203)* (288,55.957374572753906)* (292,55.934791564941406) (300,55.93145751953125) (295,55.926631927490234) (331,55.863834381103516) (302,55.737876892089844) (3462,55.662132263183594) (378,55.62656021118164) (333,55.586158752441406) (972,55.561214447021484) (328,55.49250411987305) (55,55.462833404541016) (377,55.37251281738281)
230: (295,57.859535217285156) (466,57.365909576416016)* (701,57.31370162963867)* (907,56.69140625) (679,56.668975830078125) (161,56.650238037109375) (468,56.52711868286133) (310,56.499996185302734) (475,56.44028854370117) (328,56.43396759033203) (544,56.39107131958008)* (290,56.3633918762207) (681,56.339271545410156) (386,56.32416915893555) (2094,56.24571228027344) (686,56.216773986816406) (327,56.12986373901367) (157,56.12800979614258) (325,56.121971130371094) (293,56.08796691894531)
231: (328,51.20152282714844)* (302,51.050209045410156) (55,50.95383834838867) (461,50.933448791503906)* (333,50.84984588623047) (317,50.76218032836914)* (1451,50.7548828125) (314,50.6749153137207) (544,50.66918182373047) (531,50.62836456298828) (525,50.52515411376953) (686,50.47676086425781) (329,50.390098571777344) (4814,50.370506286621094) (257,50.313941955566406)* (1042,50.293983459472656) (310,50.226280212402344) (1456,50.180824279785156) (331,50.17477798461914)* (2020,50.06995391845703)
232: (67,56.86307907104492)* (67,56.86307907104492)* (157,56.538387298583984) (288,56.29399490356445)* (302,55.869319915771484) (300,55.74547576904297) (972,55.5190544128418) (701,55.50926971435547) (257,55.4682731628418)* (331,55.42829895019531) (475,55.422916412353516) (328,55.41307830810547) (333,55.29669952392578) (329,55.214561462402344) (161,55.15914535522461) (330,55.066566467285156) (296,55.055389404296875) (1613,55.036808013916016) (525,54.982791900634766) (291,54.94698715209961)
233: (306,49.69459915161133)* (466,49.624351501464844)* (333,49.56528091430664) (302,49.271156311035156)* (295,49.22290802001953) (544,48.96430206298828) (701,48.962249755859375) (704,48.875221252441406) (328,48.82640075683594) (464,48.69314956665039) (1032,48.610267639160156) (686,48.59053421020508) (802,48.57025909423828) (1034,48.54608917236328) (299,48.52837371826172) (2020,48.4664306640625) (329,48.45335006713867)* (528,48.43953323364258) (790,48.41841125488281) (531,48.38135528564453)
234: (278,55.74526596069336) (2605,55.36330795288086) (2923,55.34443664550781) (2668,55.180362701416016) (2667,55.150848388671875) (3357,55.09796905517578) (5929,54.866294860839844) (2158,54.86301803588867) (9766,54.86225891113281) (1099,54.842994689941406) (7079,54.78115463256836) (238,54.759674072265625) (5605,54.745452880859375) (777,54.69670486450195) (107,54.68092346191406) (1148,54.67523193359375) (7373,54.67131042480469) (2193,54.64505386352539) (1705,54.63477325439453) (162,54.58660888671875)
235: (370,52.003971099853516) (841,51.92470932006836) (917,51.72524642944336)* (949,51.29307174682617) (25,51.243133544921875) (843,51.239990234375) (15,51.16200637817383)* (954,51.039005279541016)* (923,50.8972053527832) (821,50.88155746459961)* (920,50.80894088745117)* (1281,50.740211486816406) (1710,50.71616744995117) (2654,50.69852066040039) (506,50.67612075805664) (4271,50.62210464477539) (2970,50.568756103515625) (3806,50.53115463256836) (1214,50.393672943115234) (1521,50.39012908935547)
236: (67,54.40030288696289) (67,54.40030288696289) (306,54.10686111450195) (302,53.89545822143555) (475,53.72787857055664)* (295,53.701419830322266)* (157,53.6834602355957) (972,53.61957550048828) (498,53.56792449951172) (298,53.50489807128906) (55,53.498870849609375) (291,53.49190902709961) (190,53.48951721191406)* (378,53.4522705078125) (377,53.39101028442383) (466,53.34907531738281) (907,53.31745147705078) (328,53.293426513671875) (310,53.25928497314453) (486,53.25263214111328)
237: (154,48.17314529418945)* (441,47.436981201171875)* (418,47.365013122558594) (199,47.22737121582031) (225,47.09440231323242)* (159,47.072959899902344) (226,46.969364166259766) (207,46.93799591064453)* (228,46.87074661254883) (709,46.85084533691406) (1090,46.844181060791016) (206,46.70349884033203) (599,46.628543853759766)* (1400,46.49934005737305) (425,46.48982238769531) (1098,46.43027114868164) (1424,46.42112350463867) (173,46.381126403808594) (229,46.32442092895508) (863,46.27872085571289)
238: (10759,43.54640197753906) (4520,43.49517059326172) (9550,43.06491470336914) (13819,42.96908950805664) (10742,42.92898178100586) (5645,42.914085388183594) (2033,42.82095718383789) (8934,42.78086471557617) (1220,42.553749084472656) (3146,42.44762420654297) (3138,42.4088249206543) (2244,42.21100616455078) (9597,42.16443634033203) (3163,42.12223434448242) (3149,42.049598693847656) (583,42.02355194091797) (17219,41.92012405395508) (1207,41.91667938232422) (13692,41.90827178955078) (8121,41.89490509033203)
240: (377,53.95463562011719) (300,53.609378814697266)* (518,53.199851989746094) (466,53.19013977050781)* (292,53.06970977783203)* (67,52.84149169921875)* (67,52.84149169921875)* (328,52.78990173339844)* (930,52.77692413330078) (972,52.69963455200195) (544,52.68975830078125)* (461,52.6648063659668) (1444,52.64019775390625) (966,52.557682037353516) (161,52.53934097290039) (329,52.532196044921875) (157,52.439056396484375) (545,52.432491302490234) (907,52.431243896484375) (1034,52.32735061645508)
241: (917,55.457725524902344) (707,55.12401580810547)* (1369,54.211578369140625) (918,54.071842193603516) (841,54.034820556640625) (234,53.965152740478516) (854,53.88592529296875) (163,53.84181594848633) (1358,53.835899353027344) (1249,53.82028579711914) (843,53.80083084106445) (1360,53.67612075805664) (1513,53.54462432861328) (1372,53.328697204589844) (959,53.23060989379883) (1274,53.21623229980469) (2343,53.21226501464844) (506,53.197906494140625)* (1131,53.16581344604492) (220,53.15700149536133)
242: (257,56.5015869140625)* (701,56.19403076171875)* (299,56.187164306640625)* (306,56.12518310546875)* (349,55.89293670654297)* (55,55.845947265625) (461,55.66374969482422) (333,55.64466857910156) (466,55.59904479980469)* (161,55.407630920410156) (913,55.302154541015625) (314,55.21635437011719) (525,55.21202087402344) (294,55.16280746459961)* (157,55.119075775146484) (352,55.11244583129883) (679,55.06793975830078) (523,55.0262451171875) (907,55.02485656738281) (468,54.96796417236328)
