userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
249: (488,52.68075942993164) (516,52.554725646972656) (1854,52.50533676147461) (537,52.372032165527344)* (1179,52.287940979003906) (487,52.26522445678711) (209,52.20885467529297)* (371,52.15590286254883)* (779,52.10211944580078)* (2014,51.821388244628906) (1183,51.79485321044922) (490,51.7913818359375) (1910,51.755638122558594) (1672,51.73941421508789) (2432,51.7353515625) (768,51.71201705932617) (2428,51.69053649902344) (518,51.67645263671875) (2940,51.671295166015625) (1091,51.67002868652344)
250: (1425,61.61320495605469) (163,61.560157775878906)* (5169,61.49422836303711) (1639,61.28924560546875) (917,60.94462585449219) (1202,60.9272346496582) (707,60.84211730957031) (1426,60.736289978027344) (562,60.70201873779297) (718,60.677459716796875) (234,60.67025375366211) (1110,60.663352966308594) (227,60.50315856933594) (3354,60.480995178222656) (881,60.46308898925781) (1369,60.440208435058594) (868,60.43031692504883) (1206,60.3554573059082) (630,60.34468078613281) (2637,60.339508056640625)
251: (1645,58.62415313720703) (1206,58.361961364746094) (383,58.21104431152344) (1513,58.108863830566406)* (2637,57.6871337890625) (3456,57.521148681640625) (4821,57.15448760986328) (234,57.143775939941406) (227,57.11103439331055) (3333,56.85192108154297) (3434,56.827491760253906) (212,56.779258728027344) (706,56.753807067871094)* (4087,56.698333740234375) (220,56.59797668457031) (735,56.592620849609375) (1412,56.578773498535156) (3444,56.5197868347168) (982,56.50145721435547) (5638,56.49336624145508)
252: (288,54.061988830566406)* (701,53.316070556640625) (466,53.116493225097656)* (1934,53.01068878173828) (306,52.9412841796875) (67,52.938568115234375) (67,52.938568115234375) (544,52.831695556640625) (291,52.62289810180664) (318,52.41033935546875) (691,52.356651306152344) (690,52.31353759765625)* (680,52.30867385864258) (257,52.22470474243164) (324,52.16360855102539) (528,52.121437072753906)* (328,52.063079833984375) (293,51.9339599609375) (349,51.923439025878906) (352,51.918006896972656)
253: (300,52.719322204589844) (679,52.50885772705078) (295,52.47828674316406)* (302,52.45999526977539)* (157,52.39653778076172) (2523,51.94564437866211) (291,51.860565185546875)* (257,51.831687927246094) (316,51.69684600830078) (283,51.65855407714844) (889,51.624656677246094)* (466,51.58244323730469) (455,51.573333740234375) (344,51.43239212036133) (903,51.429351806640625)* (461,51.426979064941406) (544,51.35370635986328) (1934,51.21180725097656) (3332,51.103614807128906) (378,51.08848571777344)
254: (5630,58.3285026550293) (3746,58.28477096557617) (6120,57.62303924560547) (4189,57.60667419433594) (932,57.50641632080078) (412,57.41673278808594)* (383,57.37194061279297) (4164,57.18946075439453) (3743,57.06096649169922) (3333,57.024253845214844) (1545,57.01170349121094) (11006,56.91887664794922) (4822,56.915489196777344)* (7328,56.83299255371094) (1206,56.82771301269531) (7330,56.78514099121094) (4800,56.75210952758789) (4457,56.60028839111328) (3745,56.59130096435547) (1681,56.57453918457031)
255: (174,56.18914794921875) (4316,55.745689392089844) (1226,55.5126953125) (162,55.48615264892578) (2605,55.42445755004883) (2193,55.41911315917969) (603,55.23698043823242)* (3886,55.01969528198242) (72,55.01315689086914) (72,55.01315689086914) (4734,54.87007522583008) (782,54.814247131347656) (233,54.76556396484375) (777,54.69451904296875) (748,54.58735656738281) (1131,54.48556900024414) (1790,54.41545867919922) (5074,54.38005065917969) (5358,54.34523391723633) (3164,54.28466796875)
256: (679,54.37617492675781) (889,53.99903106689453) (3332,53.993473052978516) (295,53.974830627441406)* (288,53.92644119262695)* (3173,53.91771697998047)* (157,53.822357177734375) (316,53.81782150268555) (3393,53.72434616088867) (257,53.701995849609375)* (455,53.692481994628906) (542,53.66978454589844) (340,53.63777160644531) (2523,53.55291748046875) (344,53.456214904785156) (261,53.41492462158203)* (1775,53.380645751953125) (1467,53.37942886352539) (714,53.31581497192383) (342,53.28313064575195)
257: (1277,53.773983001708984) (11,53.760353088378906) (13,53.54611587524414) (1300,53.28832244873047) (30,52.95640563964844)* (9,52.914794921875)* (6875,52.787071228027344) (36,52.5385856628418) (43,52.5195198059082) (1292,52.20657730102539)* (6873,52.136558532714844) (4871,52.11189651489258)* (17,52.07212829589844) (31,52.02275848388672) (1326,51.9461669921875) (1253,51.942317962646484) (1303,51.9083251953125)* (515,51.83821487426758) (16,51.71772003173828) (3087,51.55591583251953)
258: (292,51.70956802368164)* (300,51.53997039794922)* (352,51.24574279785156)* (318,51.100860595703125) (543,51.06105041503906) (55,50.9678955078125) (67,50.96045684814453) (67,50.96045684814453) (257,50.95245361328125) (299,50.95020294189453)* (386,50.86955261230469) (544,50.72236633300781) (349,50.66533660888672)* (679,50.57533264160156) (291,50.54195785522461) (328,50.50774002075195) (323,50.48820495605469) (325,50.441917419433594)* (915,50.344482421875) (908,50.28604507446289)
259: (2735,55.120323181152344)* (3827,53.45457458496094) (3053,53.28158187866211) (3833,53.238162994384766) (1796,53.21025085449219) (489,53.15081787109375) (1104,53.14383316040039) (174,53.08609390258789) (2193,52.990943908691406) (460,52.91886901855469)* (4225,52.91600799560547) (10491,52.8701171875) (517,52.73115539550781) (4896,52.67829132080078)* (2835,52.66368865966797) (1978,52.58456039428711) (4994,52.56651306152344) (10390,52.45109176635742) (2775,52.44414520263672) (1788,52.442298889160156)*
260: (63,53.41871643066406) (63,53.41871643066406) (727,53.26020812988281) (72,53.238502502441406) (72,53.238502502441406) (1009,52.940555572509766) (69,52.89171600341797) (69,52.89171600341797) (2044,52.75532531738281) (3501,52.612060546875) (89,52.422481536865234)* (722,52.42229080200195) (155,52.29530715942383) (3047,52.28174591064453) (55,52.2630729675293) (463,52.208065032958984) (2500,52.135650634765625) (4126,52.12519836425781) (6930,52.12083435058594) (1795,52.09371566772461)
261: (779,60.176490783691406) (768,59.36674118041992) (2210,59.29191970825195) (2850,59.170623779296875) (1100,59.01735305786133) (2847,58.820709228515625) (805,58.45112609863281)* (813,58.4237174987793) (823,58.36317443847656) (2192,58.35647964477539) (1188,58.345436096191406)* (815,58.340293884277344) (2204,58.336769104003906) (814,58.29332733154297) (1195,58.28087615966797)* (808,58.21932601928711) (45,58.217899322509766) (1191,58.20316696166992) (1185,58.191959381103516) (2200,58.185943603515625)
262: (1111,55.831809997558594) (1124,55.783302307128906) (1295,55.540122985839844) (506,55.388004302978516)* (3289,54.92790222167969) (4605,54.896812438964844) (6258,54.728057861328125) (194,54.72120666503906) (163,54.689476013183594) (6575,54.672428131103516) (959,54.66447830200195) (1143,54.627464294433594) (3264,54.60910415649414) (4615,54.60221862792969) (4785,54.567359924316406) (2013,54.534393310546875) (3940,54.43836975097656) (1272,54.432342529296875) (15,54.41636276245117) (7802,54.32880401611328)
263: (187,51.73952102661133)* (72,50.77136993408203) (72,50.77136993408203) (77,50.61505126953125) (77,50.61505126953125) (511,50.52348327636719) (99,50.5200309753418) (1014,50.19252014160156)* (180,50.175594329833984) (1464,50.09532165527344) (905,49.93272018432617) (1000,49.749794006347656) (959,49.68354415893555) (2936,49.62678527832031) (155,49.541080474853516) (2554,49.538330078125) (7096,49.515926361083984) (993,49.480735778808594) (1076,49.43742370605469) (85,49.40928268432617)*
264: (727,51.90424346923828) (1001,51.53289794921875)* (511,51.46179962158203) (157,51.43309783935547)* (518,51.40602493286133) (930,51.38855743408203) (190,51.15220260620117) (1104,50.90904998779297) (378,50.86573028564453) (3046,50.847537994384766) (377,50.825836181640625) (463,50.82281494140625) (1114,50.80592346191406) (89,50.78880310058594) (65,50.719818115234375)* (65,50.719818115234375)* (155,50.64398193359375) (1379,50.64044952392578) (1375,50.59981155395508) (2014,50.59850311279297)
265: (1131,56.624481201171875) (45,56.619483947753906) (813,56.5311393737793) (503,56.396602630615234) (1206,56.35765838623047) (1216,56.3237190246582) (953,56.26557159423828) (1974,56.21062469482422) (1099,56.09618377685547) (768,56.076820373535156) (964,56.00991439819336) (226,55.91126251220703) (3621,55.887943267822266) (1191,55.764007568359375) (978,55.724517822265625) (412,55.69799041748047)* (1861,55.67368698120117) (2576,55.65679931640625) (7,55.65022277832031) (5966,55.64849090576172)
266: (229,49.954505920410156)* (72,49.929100036621094) (72,49.929100036621094) (2524,49.81236267089844) (227,49.593746185302734) (182,49.484554290771484)* (166,49.40525817871094) (1001,49.32317352294922) (961,49.14622497558594) (715,49.109378814697266) (228,49.07215118408203) (172,48.95686340332031) (59,48.812252044677734) (316,48.749900817871094) (173,48.7302360534668)* (99,48.6130485534668) (5000,48.60533905029297) (424,48.60492706298828) (221,48.58393859863281)* (1151,48.499000549316406)
267: (333,56.0999755859375) (300,56.06664276123047)* (679,55.963130950927734) (498,55.696685791015625)* (461,55.34922409057617)* (701,55.24473190307617) (1934,55.200469970703125)* (298,55.152992248535156) (691,55.09345245361328) (544,54.98814392089844) (302,54.96670913696289) (295,54.929229736328125) (67,54.85730743408203) (67,54.85730743408203) (306,54.70861053466797) (704,54.62413787841797) (2977,54.38102722167969) (903,54.37553787231445) (55,54.33674621582031) (342,54.295379638671875)
268: (928,55.373291015625) (917,54.98572540283203) (952,54.942352294921875)* (724,54.865081787109375) (176,54.83843231201172) (956,54.7032356262207) (918,54.62316131591797) (1358,54.53154754638672) (5165,54.522705078125) (4460,54.4929313659668) (4286,54.291725158691406) (3471,54.287933349609375) (1338,54.20329284667969) (3083,54.004032135009766) (7117,54.00127029418945) (2342,53.99367141723633) (1369,53.952392578125) (7100,53.92616271972656) (4342,53.83464050292969) (922,53.81103515625)
269: (377,52.179176330566406)* (1104,52.0142822265625) (227,51.85410690307617) (198,51.80500411987305) (489,51.6152229309082) (7,51.469058990478516)* (220,51.45618438720703) (533,51.38976287841797) (707,51.3744010925293) (234,51.34315490722656) (1375,51.298484802246094) (163,51.19685745239258)* (380,51.16134262084961) (1406,51.154319763183594) (930,51.02198028564453) (726,50.99797821044922) (868,50.96975326538086) (157,50.92010498046875) (348,50.875877380371094) (1412,50.72663879394531)
270: (154,54.81966781616211) (432,54.22737503051758)* (1090,54.198822021484375) (210,54.07102966308594) (229,54.02629852294922) (173,53.96470642089844) (207,53.926612854003906) (1400,53.81553649902344) (425,53.78130340576172) (170,53.77367401123047) (1376,53.661014556884766) (757,53.6463737487793) (225,53.63801956176758) (65,53.60308074951172) (65,53.60308074951172) (2582,53.588897705078125) (190,53.527610778808594) (1398,53.3980827331543) (217,53.37528991699219) (418,53.347740173339844)
271: (295,53.057281494140625)* (89,52.63939666748047)* (466,52.59049987792969)* (461,52.555625915527344)* (318,52.16864013671875) (55,51.930625915527344)* (544,51.88163375854492) (291,51.80070495605469) (679,51.758583068847656) (344,51.67542266845703)* (523,51.543479919433594)* (686,51.54051208496094) (328,51.529396057128906) (314,51.49563217163086)* (293,51.470306396484375)* (386,51.39065170288086) (290,51.24398422241211)* (1037,51.172786712646484) (802,51.15640640258789) (327,51.094642639160156)
273: (768,56.54248046875) (1099,56.176246643066406) (968,56.0937614440918) (1044,56.09092712402344) (486,55.919342041015625) (475,55.834190368652344) (4181,55.75617980957031) (514,55.64936828613281) (813,55.64530944824219) (2210,55.57236862182617) (1678,55.56130599975586) (1188,55.551300048828125) (1179,55.524837493896484) (1191,55.51957321166992) (7,55.51514434814453) (1104,55.497039794921875) (1401,55.47071838378906) (1196,55.42364501953125) (503,55.347145080566406) (1180,55.262054443359375)
274: (722,51.48100662231445) (1020,50.953922271728516) (1009,50.920291900634766) (1797,50.9149169921875) (63,50.79320526123047) (63,50.79320526123047) (3046,50.71662902832031) (727,50.48088836669922) (175,50.448951721191406) (930,50.447330474853516) (968,50.31887435913086) (1104,50.31393051147461) (2500,50.29813766479492) (3047,50.280372619628906) (1705,50.23330307006836) (4912,50.179847717285156) (518,50.106849670410156) (3863,50.105201721191406) (726,50.04062271118164) (463,50.032169342041016)
275: (1014,49.07965087890625)* (172,48.5159912109375) (190,48.233726501464844) (77,48.19900894165039) (77,48.19900894165039) (599,48.005897521972656) (877,47.99717712402344) (1073,47.940093994140625) (182,47.93319320678711) (959,47.866111755371094) (229,47.864013671875) (70,47.8172607421875) (81,47.74049377441406) (227,47.67503356933594) (1079,47.64051055908203) (1062,47.58917999267578) (3988,47.5186882019043)* (85,47.51496887207031) (1013,47.50531005859375)* (3201,47.47166442871094)
277: (2,55.898921966552734) (1295,55.3621711730957) (487,55.35060501098633) (233,55.309539794921875) (1300,55.25205612182617) (450,54.83936309814453) (1104,54.665531158447266) (1303,54.608375549316406) (1298,54.570098876953125) (181,54.405731201171875) (1131,54.33323669433594) (72,54.28816604614258) (72,54.28816604614258) (504,54.223388671875) (1118,54.16698455810547) (6847,54.14632797241211) (173,54.03858947753906) (13637,53.94173812866211) (3053,53.92884063720703) (1914,53.871761322021484)
278: (295,50.66353225708008) (288,50.489540100097656) (302,50.19617462158203) (466,50.038414001464844)* (701,49.982643127441406)* (679,49.71265411376953)* (299,49.477264404296875) (461,49.46135711669922)* (349,49.42368698120117) (328,49.33067321777344) (344,49.17797088623047) (525,48.97322082519531) (352,48.854225158691406) (310,48.71685791015625) (294,48.70104217529297) (543,48.6842041015625) (903,48.681678771972656) (301,48.652488708496094) (1934,48.651092529296875) (320,48.627037048339844)
279: (1541,59.009979248046875) (5066,58.82708740234375) (2850,58.47773742675781) (813,58.24671173095703) (2429,58.10537338256836) (825,58.102787017822266) (1548,57.839942932128906) (805,57.81610107421875) (2187,57.7382698059082) (3028,57.73099899291992) (832,57.6878662109375) (4003,57.5616455078125) (816,57.451908111572266) (9216,57.441749572753906) (2430,57.41870880126953) (2576,57.37970733642578) (818,57.29460144042969) (4934,57.124671936035156) (809,57.109886169433594)* (5100,57.040985107421875)
280: (56,52.071170806884766)* (56,52.071170806884766)* (757,52.01278305053711)* (173,51.41221618652344) (1409,51.36061477661133) (1075,51.11073303222656) (532,51.087257385253906) (1062,51.07486343383789) (154,51.05258560180664) (229,51.0429801940918) (72,50.958526611328125) (72,50.958526611328125) (2521,50.94744110107422) (1983,50.8106575012207) (298,50.730751037597656) (903,50.712562561035156) (1400,50.622352600097656) (3502,50.60185241699219) (980,50.58735275268555) (423,50.537841796875)
281: (959,57.872947692871094) (2787,57.77825164794922) (2343,57.736061096191406)* (4165,57.171844482421875) (3471,57.05436706542969)* (707,56.981590270996094)* (4180,56.97982406616211) (1412,56.95048522949219) (706,56.94116973876953) (3482,56.8018913269043) (2790,56.63977813720703) (1372,56.60973358154297) (2351,56.5703125) (2347,56.5457649230957) (2346,56.52415466308594) (1366,56.52327346801758) (2797,56.50847244262695) (1415,56.50356674194336) (3473,56.4697265625) (3474,56.4459114074707)
282: (1369,54.09661865234375)* (1110,53.38893508911133)* (918,53.1198844909668) (1639,53.07457733154297)* (920,52.951107025146484) (1358,52.87688446044922)* (1426,52.852027893066406) (854,52.733192443847656)* (949,52.57868957519531) (2347,52.57255554199219) (4675,52.571922302246094) (735,52.552528381347656) (841,52.52333068847656) (1413,52.37374496459961)* (1360,52.3123664855957)* (718,52.27364730834961) (732,52.22163009643555) (599,52.19160461425781) (724,52.15949249267578)* (1513,52.15825271606445)
