userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
243: (1243,70.95899963378906) (229,70.86812591552734) (289,70.5648422241211) (1934,70.39299011230469) (1400,70.36387634277344) (58,70.36385345458984)* (58,70.36385345458984)* (288,70.13707733154297)* (961,69.91993713378906) (690,69.91624450683594) (1098,69.8463134765625)* (526,69.80168151855469) (703,69.7170181274414) (3200,69.70560455322266) (306,69.70338439941406) (1688,69.4606704711914) (532,69.45471954345703)* (903,69.44306182861328) (182,69.42729187011719) (190,69.40719604492188)
244: (333,73.44711303710938) (355,73.18421936035156) (316,72.90555572509766) (289,72.88347625732422) (292,72.80215454101562) (302,72.79829406738281) (228,72.6882553100586)* (227,72.60658264160156) (230,72.59506225585938) (701,72.5885238647461) (1377,72.5615234375) (291,72.56128692626953) (229,72.4089584350586) (184,72.34638214111328) (1246,72.30657196044922) (67,72.25926208496094) (67,72.25926208496094) (344,72.23224639892578) (966,72.2110595703125) (679,72.2059097290039)
247: (3427,51.91288757324219) (495,51.66079330444336) (11796,51.65219497680664) (2666,51.59043884277344) (4177,51.178977966308594) (5217,51.037628173828125) (1375,50.99433898925781) (5215,50.87813186645508) (490,50.794029235839844) (376,50.732383728027344) (5099,50.72874069213867) (2652,50.696109771728516) (12394,50.69548416137695) (408,50.693824768066406) (4361,50.69228744506836) (4747,50.64661407470703)* (3092,50.628997802734375) (5437,50.62247848510742) (3753,50.53888702392578) (4433,50.473167419433594)
248: (289,72.80136108398438)* (299,71.21708679199219) (333,70.89993286132812)* (55,70.6562271118164) (67,70.50157928466797) (67,70.50157928466797) (352,70.35382080078125) (802,70.25514221191406) (797,70.25363159179688) (1452,70.23762512207031) (528,70.14727783203125) (302,70.07782745361328) (544,70.06061553955078)* (257,69.99551391601562) (679,69.98318481445312) (525,69.93343353271484) (318,69.91747283935547) (325,69.90031433105469)* (1037,69.82745361328125) (1034,69.81204986572266)
249: (1678,70.583984375) (488,70.5360107421875) (1863,70.09309387207031) (1034,70.06564331054688) (537,70.05662536621094)* (518,69.9539794921875) (490,69.92284393310547) (779,69.87776947021484)* (209,69.83350372314453)* (2432,69.58700561523438) (1035,69.58110046386719) (693,69.39402770996094) (499,69.36844635009766) (1246,69.31005859375) (481,69.30128479003906) (687,69.22998809814453) (1179,69.17622375488281) (1190,69.13678741455078) (1186,69.13040924072266) (371,69.05714416503906)*
250: (163,73.3717269897461)* (1110,71.80169677734375) (1369,71.77019500732422) (630,71.52523803710938) (1639,71.50054168701172) (3354,71.41012573242188) (1426,71.38317108154297) (227,71.26254272460938) (3778,71.25788116455078) (5660,71.19369506835938) (562,71.15946197509766) (1425,71.0378189086914) (859,70.89066314697266) (583,70.83290100097656) (1206,70.79662322998047) (1216,70.75453186035156) (197,70.75386047363281) (2475,70.69010162353516) (1202,70.5898208618164) (735,70.56391906738281)
251: (227,70.35420989990234) (1645,70.0053939819336) (1513,69.66934967041016)* (3456,69.51043701171875) (1206,69.40157318115234) (383,69.3094482421875) (234,69.2820053100586) (4821,69.2717514038086) (2637,69.0236587524414) (706,68.99407958984375)* (3333,68.87531280517578) (857,68.78630065917969) (4834,68.68891906738281) (554,68.42633056640625) (840,68.417236328125) (707,68.3503189086914) (220,68.33343505859375) (412,68.32634735107422) (12496,68.28963470458984) (735,68.2043685913086)
252: (288,67.80371856689453)* (466,67.42794799804688)* (291,66.8411636352539) (524,66.79138946533203) (318,66.72661590576172) (67,66.64056396484375) (67,66.64056396484375) (681,66.60755920410156)* (306,66.54313659667969) (701,66.40129089355469) (349,66.34434509277344) (523,66.32308197021484) (680,66.31352996826172) (293,66.23689270019531) (544,66.23664855957031) (972,66.16768646240234) (704,66.12892150878906) (352,66.12367248535156) (323,66.061279296875)* (296,65.92247772216797)
253: (295,69.91266632080078)* (300,69.90267944335938) (679,69.67195129394531) (265,69.33855438232422) (466,69.3017578125) (903,69.26146697998047)* (2988,69.22914123535156) (641,69.15060424804688) (301,68.89067840576172) (302,68.8365707397461)* (461,68.81099700927734) (1243,68.81070709228516) (291,68.78672790527344)* (283,68.76632690429688) (1934,68.64888763427734) (316,68.58908081054688) (3332,68.5851058959961) (689,68.5817642211914)* (714,68.57118225097656) (161,68.49576568603516)
254: (5630,62.33032989501953) (3746,62.2733039855957) (4822,62.2228889465332)* (4346,61.98171615600586) (4211,61.95570755004883) (3743,61.775630950927734) (4209,61.40221405029297) (7334,61.37928009033203) (412,61.27191162109375)* (6120,61.20195388793945) (383,61.166961669921875) (3745,61.14653396606445) (1681,61.11630630493164) (2987,61.061641693115234) (7337,61.0065803527832) (7339,60.99543380737305) (932,60.96230697631836) (4191,60.87126159667969) (4796,60.79057312011719) (5450,60.693626403808594)
255: (4316,65.82257843017578) (1099,65.697021484375) (748,65.50609588623047) (2605,65.4104995727539) (70,65.18640899658203) (407,64.87503814697266) (603,64.83432006835938)* (162,64.82050323486328) (1700,64.6664810180664) (5074,64.66020965576172) (1705,64.62946319580078) (174,64.45501708984375) (1306,64.41925811767578) (233,64.23308563232422) (2667,64.22598266601562) (154,64.13069152832031) (72,64.11383819580078) (72,64.11383819580078) (1104,64.1125717163086) (7079,64.0739974975586)
256: (1775,67.69212341308594) (261,67.55924224853516)* (714,67.29180908203125) (288,67.20421600341797)* (295,66.99384307861328)* (542,66.78816986083984) (903,66.76654052734375) (3173,66.45626831054688)* (1763,66.28951263427734) (4709,66.21240234375) (4087,66.16831970214844) (679,66.1332015991211) (641,65.96358489990234) (802,65.96353149414062) (306,65.9415512084961)* (2080,65.91268920898438) (157,65.86125183105469) (6721,65.8420639038086) (466,65.7487564086914)* (5745,65.74346160888672)
257: (13,64.60921478271484) (9,64.1034927368164)* (10,63.61290740966797)* (1277,63.12022399902344) (6875,62.837562561035156) (11,62.80358123779297) (1292,62.606170654296875)* (1253,62.33687973022461) (11192,62.148807525634766) (3244,62.12420654296875) (5581,62.04841232299805) (43,61.9927978515625) (1300,61.87030029296875) (1314,61.84946060180664) (1298,61.81904602050781)* (1315,61.705177307128906) (1303,61.65411376953125)* (17,61.601478576660156) (6873,61.290775299072266) (4871,61.28297424316406)*
258: (292,72.48470306396484)* (300,72.39144897460938)* (299,71.75259399414062)* (386,71.57054138183594) (325,70.9754867553711)* (349,70.85419464111328)* (257,70.8218002319336) (543,70.7791976928711) (790,70.75385284423828) (679,70.69005584716797) (55,70.68037414550781) (67,70.66642761230469) (67,70.66642761230469) (352,70.56334686279297)* (344,70.43245697021484) (318,70.42110443115234) (1037,70.2625503540039) (2548,70.17446899414062) (1428,70.12590026855469) (802,70.07355499267578)
259: (2835,69.21441650390625) (2735,68.46560668945312)* (233,67.92491149902344) (8910,67.71302032470703) (1104,67.6148681640625) (1796,67.56242370605469) (1131,67.44806671142578) (517,67.42627716064453) (198,67.41841125488281) (1091,67.36063385009766) (3053,67.26019287109375) (7639,67.09912872314453) (407,66.93824768066406) (10859,66.9366683959961) (11754,66.90933990478516) (460,66.86680603027344)* (45,66.85655212402344) (504,66.84168243408203) (3827,66.83159637451172) (162,66.81221771240234)
260: (63,61.63948440551758) (63,61.63948440551758) (4024,61.238677978515625) (1795,61.14500045776367) (722,60.813167572021484) (3992,60.807098388671875) (72,60.522010803222656) (72,60.522010803222656) (4037,60.500667572021484) (69,60.26832962036133) (69,60.26832962036133) (155,60.236724853515625) (463,60.1649055480957) (4987,60.15067672729492) (5073,60.07218933105469) (5072,60.05876922607422) (1984,59.908145904541016) (190,59.743465423583984) (9685,59.73799514770508) (511,59.6877326965332)
261: (1100,72.62114715576172) (805,71.65043640136719)* (1192,70.97724914550781) (2192,70.6961898803711) (814,70.25909423828125) (779,70.07494354248047) (5936,70.06970977783203) (2204,70.0185546875) (808,69.92967987060547) (1186,69.76355743408203) (1546,69.76160430908203) (823,69.68659973144531) (4096,69.6810302734375) (2242,69.64911651611328) (2439,69.6226806640625) (6014,69.51575469970703) (5310,69.47953796386719) (813,69.47657012939453) (4166,69.29845428466797) (1187,69.29273223876953)
262: (4335,68.93487548828125) (1295,68.71814727783203) (1123,68.00775909423828) (5238,67.97145080566406) (9540,67.95741271972656) (1707,67.8662338256836) (390,67.84574890136719) (9144,67.62068939208984) (944,67.59983825683594) (1124,67.38858032226562) (7722,67.35186767578125) (3264,67.33731842041016) (1214,67.1727066040039) (13,66.95098876953125) (2060,66.95066833496094) (2966,66.8428955078125) (930,66.75395965576172) (9,66.7115478515625) (1112,66.7038345336914) (8658,66.58025360107422)
263: (72,66.69086456298828) (72,66.69086456298828) (5000,66.13626098632812) (1883,65.94961547851562) (187,65.62039184570312)* (511,65.41931915283203) (986,65.31629180908203) (1014,65.24244689941406)* (1079,64.93150329589844) (599,64.85750579833984) (89,64.83757019042969) (1464,64.75862121582031) (2523,64.6810531616211) (993,64.64547729492188) (302,64.64340209960938) (2444,64.61531066894531) (100,64.53729248046875) (4918,64.47913360595703) (99,64.40860748291016) (172,64.40560150146484)
264: (157,64.36795806884766)* (1001,63.300086975097656)* (64,63.06905746459961) (64,63.06905746459961) (1713,62.60520553588867) (289,62.47205352783203) (1795,62.4527702331543) (227,62.34450912475586) (959,62.34049987792969) (306,62.31984329223633) (190,62.23849105834961) (155,62.0188102722168) (511,61.97639465332031) (1072,61.9472541809082) (3501,61.90486145019531) (1061,61.89523696899414) (89,61.841556549072266) (601,61.821617126464844) (3047,61.777523040771484) (1793,61.66412353515625)
265: (503,70.48145294189453) (813,70.13595581054688) (808,69.64839935302734) (978,69.60660552978516) (45,69.18695831298828) (1672,69.13414001464844) (768,69.13363647460938) (830,69.02845001220703) (500,68.99163818359375) (1131,68.72391510009766) (785,68.70453643798828) (2379,68.69744873046875) (953,68.6651611328125) (412,68.5742416381836)* (1858,68.55857849121094) (964,68.42754364013672) (818,68.4105453491211) (190,68.37793731689453) (1547,68.37537384033203) (1104,68.34866333007812)
266: (72,68.74607849121094) (72,68.74607849121094) (182,68.27828979492188)* (229,68.09230041503906)* (715,67.78705596923828) (5000,67.45897674560547) (1001,67.44075012207031) (961,67.2083969116211) (1511,67.09029388427734) (172,67.06360626220703) (316,66.90555572509766) (166,66.84143829345703) (173,66.80575561523438)* (228,66.79698944091797) (3945,66.77360534667969) (227,66.74212646484375) (711,66.72563171386719) (3070,66.710693359375) (2524,66.69319915771484) (221,66.6829833984375)*
267: (307,75.26072692871094)* (300,75.1966552734375)* (333,75.06076049804688) (342,75.0121841430664) (461,74.87920379638672)* (679,74.8330307006836) (498,74.7366943359375)* (691,74.64810943603516) (701,74.42753601074219) (1684,74.32077026367188) (1243,74.27644348144531) (302,74.27132415771484) (2523,74.23936462402344) (3081,74.17433166503906) (295,73.96929931640625) (1934,73.93344116210938)* (9079,73.90438079833984) (2977,73.8730697631836) (523,73.78819274902344) (3489,73.66653442382812)
268: (928,70.7952880859375) (1338,69.9885025024414) (952,69.98426055908203)* (917,69.93754577636719) (3480,69.71861267089844)* (9822,69.67111206054688) (4286,69.66401672363281) (3660,69.46395111083984) (5165,69.16161346435547) (3471,68.99627685546875) (10689,68.96920776367188) (4460,68.962158203125) (1654,68.89582824707031) (9462,68.80278778076172) (951,68.740478515625) (1358,68.70381164550781) (724,68.64547729492188) (176,68.56122589111328) (959,68.41954040527344) (1360,68.23577880859375)*
269: (227,68.14448547363281) (234,67.62590026855469) (1104,67.51229095458984) (1796,67.40674591064453) (2783,67.39967346191406) (377,67.38985443115234)* (722,67.31773376464844) (220,67.22795867919922) (157,67.0866928100586) (7,67.02957153320312)* (198,67.01238250732422) (63,67.01142120361328) (63,67.01142120361328) (1795,66.943603515625)* (3047,66.92833709716797) (1705,66.91505432128906) (173,66.91036987304688)* (159,66.89038848876953) (4918,66.88946533203125) (533,66.80381774902344)
270: (2587,63.71023941040039) (1090,63.1529655456543) (432,62.96315383911133)* (229,62.929569244384766) (207,62.72041702270508) (210,62.59292221069336) (3767,62.523719787597656) (1376,62.2396354675293) (6037,62.19184875488281) (1101,62.132808685302734) (154,62.11565017700195) (190,62.11540985107422) (1398,62.046653747558594) (228,61.977027893066406) (4089,61.96508026123047) (425,61.91696548461914) (2582,61.906761169433594) (7324,61.87648391723633) (1048,61.87642288208008) (173,61.8120231628418)
271: (295,68.08567810058594)* (466,67.239501953125)* (461,67.12670135498047)* (89,67.1039047241211)* (55,66.89501190185547)* (386,66.83854675292969) (318,66.83623504638672) (686,66.52681732177734) (290,66.24060821533203)* (291,66.21615600585938) (4350,66.14436340332031) (2094,66.1065444946289) (915,65.96832275390625) (794,65.95477294921875) (311,65.81775665283203) (293,65.79839324951172)* (523,65.79566192626953)* (679,65.77951049804688) (296,65.76866149902344) (465,65.70677947998047)
273: (768,68.41881561279297) (475,67.39857482910156) (2850,67.1990966796875) (198,67.08972930908203)* (8,67.0789794921875) (1044,67.04801177978516) (808,66.95513916015625) (1188,66.93305206298828) (2210,66.93265533447266) (4173,66.75398254394531) (9216,66.64354705810547) (814,66.60643005371094) (1099,66.55988311767578) (512,66.5155029296875) (486,66.40325164794922) (537,66.330078125) (209,66.32447814941406) (1672,66.31156158447266) (978,66.30313873291016) (1678,66.2943115234375)
274: (1797,64.78238677978516) (4980,64.23795318603516) (10436,64.17357635498047) (1295,64.135009765625) (6056,63.9307861328125) (151,63.878536224365234) (2014,63.69474792480469) (5605,63.68429946899414) (727,63.6540412902832) (2096,63.52238845825195) (930,63.518394470214844) (2441,63.4644775390625) (972,63.435386657714844) (89,63.43321990966797) (2075,63.27873992919922) (2044,63.0853271484375) (3557,63.01490020751953) (9116,63.00832748413086) (2103,62.939353942871094) (9090,62.81060791015625)
275: (190,66.42285919189453) (67,66.36125183105469) (67,66.36125183105469) (172,66.1802978515625) (880,66.10981750488281) (3501,65.71792602539062) (229,65.5791244506836) (182,65.49082946777344) (1787,65.2636489868164) (4435,65.22982025146484) (1062,65.21846008300781) (89,65.17980194091797) (1379,65.12150573730469) (3191,65.05883026123047) (969,64.97028350830078) (1013,64.93467712402344)* (599,64.92652893066406) (3201,64.84465789794922) (3302,64.81250762939453) (70,64.7356185913086)
277: (233,65.6763916015625) (72,65.07063293457031) (72,65.07063293457031) (173,65.01697540283203) (3053,64.77789306640625) (450,64.47320556640625) (10859,64.11127471923828) (441,64.05378723144531) (1203,63.969608306884766) (1099,63.883026123046875) (1298,63.86223602294922) (1104,63.852630615234375) (154,63.809696197509766)* (7,63.693702697753906) (238,63.6544303894043) (9,63.65117645263672) (1075,63.61213302612305) (1295,63.3722038269043) (487,63.356483459472656) (2824,63.12750244140625)
278: (288,73.82754516601562) (295,73.47494506835938) (302,73.21511840820312) (461,73.06998443603516)* (466,72.8921890258789)* (349,72.42801666259766) (325,72.41510772705078) (701,72.29711151123047)* (299,72.23567962646484) (344,72.12611389160156) (679,72.09342193603516)* (294,72.0833511352539) (908,71.9736328125) (310,71.9660415649414) (525,71.81620788574219) (458,71.7247543334961) (352,71.644775390625) (464,71.53174591064453) (328,71.48029327392578) (686,71.45860290527344)
279: (2850,67.93742370605469) (1541,66.89482879638672) (816,66.85437774658203) (813,66.60670471191406) (4346,66.4400863647461) (1868,66.05085754394531) (1187,65.97714233398438) (825,65.87496185302734) (2618,65.87368774414062) (412,65.83987426757812) (814,65.75437927246094) (1100,65.56896209716797) (1046,65.54601287841797) (687,65.53593444824219) (805,65.4795913696289) (5667,65.47274780273438) (498,65.35289001464844) (4104,65.31036376953125) (4014,65.28392028808594) (808,65.27861785888672)
280: (532,66.75406646728516) (690,66.2938232421875) (289,66.26473999023438) (4028,66.03984069824219) (757,66.0067138671875)* (56,65.88188171386719)* (56,65.88188171386719)* (288,65.87547302246094) (2521,65.83641815185547) (903,65.82841491699219) (423,65.7708740234375) (65,65.74070739746094) (65,65.74070739746094) (4025,65.73431396484375) (55,65.6958999633789) (1400,65.58756256103516) (298,65.51058197021484) (72,65.44400787353516) (72,65.44400787353516) (420,65.381103515625)*
