userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
170: (785,77.59231567382812) (2379,76.69508361816406) (953,76.65904998779297) (813,76.63648986816406) (978,76.60578918457031) (1547,76.59648132324219) (7639,76.29651641845703) (707,76.10814666748047)* (806,76.03973388671875) (1861,76.01964569091797) (198,76.01445770263672) (1216,75.97598266601562) (808,75.97244262695312) (233,75.93527221679688) (2835,75.85470581054688) (846,75.85099792480469) (2143,75.7833251953125) (769,75.73746490478516) (2576,75.7332763671875) (489,75.70687103271484)
171: (154,76.0087661743164)* (210,75.69200897216797) (199,75.48634338378906) (217,75.29973602294922) (227,75.22554779052734) (1400,75.1935806274414)* (1090,75.119873046875) (1376,75.1019287109375) (56,75.00116729736328) (56,75.00116729736328) (225,74.8521499633789) (432,74.84156036376953) (969,74.83492279052734) (425,74.80261993408203) (173,74.7417984008789) (1106,74.56501007080078) (1048,74.54149627685547) (230,74.53627014160156) (757,74.50645446777344)* (703,74.44062042236328)*
172: (227,73.02104187011719) (234,72.98582458496094) (203,72.52886962890625) (72,72.50349426269531) (72,72.50349426269531) (1090,72.4910888671875) (159,72.45942687988281) (56,72.38166046142578) (56,72.38166046142578) (229,72.27725219726562) (88,72.20584106445312) (220,72.09925842285156) (208,72.06710815429688) (533,71.9106216430664) (163,71.88946533203125)* (868,71.84996032714844) (709,71.8082275390625) (420,71.77352905273438) (757,71.74767303466797) (429,71.57355499267578)
173: (227,71.87736511230469)* (439,71.84785461425781)* (220,71.44193267822266) (1513,71.36911010742188) (234,71.27052307128906) (533,71.10820770263672) (230,71.0677719116211) (706,70.96210479736328) (718,70.68187713623047) (982,70.65428924560547) (1807,70.61829376220703) (154,70.43431091308594)* (228,70.34441375732422) (1239,70.29862976074219) (709,70.26705169677734) (1090,70.21302795410156) (65,70.13542175292969) (65,70.13542175292969) (1249,70.13079071044922) (3200,70.12561798095703)
174: (1378,78.10010528564453) (1470,77.99111938476562) (966,77.95610809326172) (4432,77.89656066894531) (3749,77.86781311035156)* (3081,77.74898529052734) (366,77.67732238769531) (316,77.53124237060547) (3460,77.51412963867188) (355,77.40699005126953) (3489,77.38855743408203) (5099,77.38462829589844) (1105,77.33279418945312) (472,77.27545166015625) (2840,77.27459716796875) (10677,77.2430648803711) (253,77.15205383300781) (291,77.1498031616211) (1687,77.08038330078125) (4177,77.07238006591797)
175: (3584,78.86774444580078) (5267,78.4229736328125) (2437,77.98907470703125)* (1447,77.79032897949219)* (786,77.66771697998047) (5767,77.62605285644531) (1459,77.61895751953125)* (291,77.5811538696289) (3583,77.4361801147461)* (7838,77.11355590820312) (6308,77.0319595336914) (2023,76.96000671386719) (8372,76.88276672363281) (1684,76.82650756835938) (2450,76.80626678466797) (701,76.77832794189453) (465,76.75275421142578)* (290,76.73432922363281) (794,76.72216796875) (2395,76.71266174316406)
176: (190,73.62574768066406) (159,73.53776550292969) (65,73.17849731445312) (65,73.17849731445312) (1098,72.84661865234375) (229,72.82041931152344) (511,72.5239486694336) (88,72.36460876464844) (81,72.3640365600586) (418,72.35283660888672) (436,72.24935913085938) (533,72.2276611328125) (182,72.21467590332031) (225,72.21200561523438)* (599,72.12678527832031) (203,72.11274719238281) (715,72.10153198242188) (172,72.09291076660156) (199,72.02885437011719) (425,71.99327850341797)
177: (163,78.73046112060547)* (1412,78.12870788574219)* (707,77.5790023803711) (1358,77.34260559082031) (868,77.30870819091797) (607,77.1466293334961)* (1372,76.92745208740234) (1413,76.76850128173828) (599,76.7552719116211)* (920,76.68484497070312) (4675,76.68110656738281) (152,76.5960464477539)* (245,76.59358978271484) (159,76.56697845458984) (72,76.52352905273438) (72,76.52352905273438) (562,76.4745101928711) (3481,76.45281982421875) (841,76.44353485107422) (1119,76.4092025756836)
178: (841,71.21593475341797) (152,70.85891723632812) (4787,70.80048370361328) (843,70.54476928710938) (1411,70.51158142089844) (1369,70.4015121459961) (920,70.35108947753906) (1119,70.27481079101562) (1358,70.25504302978516) (949,70.2071533203125)* (3445,70.19963073730469) (1274,69.98912811279297) (947,69.91063690185547) (707,69.89290618896484) (1261,69.82306671142578) (1131,69.67167663574219) (1113,69.6599349975586) (2375,69.6351318359375) (3442,69.56932830810547) (1360,69.54473876953125)
179: (89,70.49716186523438)* (190,69.64517211914062) (333,69.57152557373047)* (230,69.36299133300781)* (972,69.19355773925781) (295,69.04730224609375) (67,69.0239486694336)* (67,69.0239486694336)* (1104,68.82341766357422) (306,68.66442108154297) (229,68.64457702636719) (65,68.58294677734375) (65,68.58294677734375) (1379,68.57670593261719) (328,68.49324035644531) (209,68.46803283691406) (1044,68.40877532958984) (329,68.39714813232422) (298,68.37242126464844) (302,68.30880737304688)
180: (5807,77.3384017944336) (45,76.42974090576172) (815,76.3619155883789) (845,76.35319519042969) (370,76.23868560791016) (953,75.92740631103516) (4271,75.78924560546875) (503,75.77408599853516) (1191,75.65322875976562) (2446,75.5655517578125) (768,75.5531005859375) (779,75.4301528930664) (512,75.41724395751953) (763,75.40074920654297) (4611,75.37067413330078) (188,75.32176208496094) (2579,75.28871154785156) (1700,75.25225830078125) (9783,75.24666595458984) (1541,75.22418975830078)
181: (2154,74.45698547363281) (4893,74.26811218261719) (460,73.96226501464844) (2028,73.3169937133789) (10491,73.17743682861328) (4365,73.14510345458984) (5063,72.94514465332031) (2699,72.87786865234375) (3056,72.8343276977539) (4892,72.73712158203125) (2731,72.35263061523438) (1789,72.30081939697266) (2158,72.2607192993164) (2149,72.25929260253906) (6277,72.24352264404297) (6242,72.20417022705078) (2193,72.14249420166016) (3053,71.92538452148438) (6265,71.89210510253906) (8624,71.84078979492188)
182: (374,73.73426055908203) (727,73.47294616699219) (2051,73.44702911376953) (4616,73.32176208496094) (3832,73.24607849121094) (389,73.1949234008789) (379,73.00350189208984) (2465,72.92424774169922) (1383,72.73709869384766) (63,72.62245178222656) (63,72.62245178222656) (10837,72.60269165039062) (2044,72.59988403320312) (945,72.54150390625) (722,72.52098846435547) (1740,72.47858428955078) (375,72.42790222167969) (7157,72.3191909790039) (151,72.2490234375) (4918,72.234375)
183: (599,73.17533874511719) (59,72.93843078613281)* (51,72.81624603271484) (227,71.88427734375) (163,71.73018646240234)* (441,71.7237548828125) (187,71.71119689941406) (1534,71.69998931884766) (851,71.67529296875) (81,71.5871353149414) (1001,71.55375671386719) (868,71.4460678100586) (715,71.40109252929688) (2938,71.38720703125) (961,71.19548797607422) (1073,71.10135650634766) (997,71.09556579589844) (959,71.07743835449219) (986,70.87357330322266) (1014,70.83182525634766)
184: (1075,74.13533020019531) (81,73.85088348388672)* (238,73.74284362792969)* (1062,73.15473175048828) (450,72.94273376464844) (1781,72.46438598632812) (172,72.296142578125) (418,72.19336700439453)* (1298,72.1522445678711) (58,71.98393249511719) (58,71.98393249511719) (1707,71.76323699951172) (1300,71.68302154541016) (237,71.67073059082031) (65,71.66199493408203) (65,71.66199493408203) (3186,71.6539535522461) (757,71.6149673461914)* (1121,71.61241912841797) (233,71.61011505126953)
185: (187,65.50354766845703)* (1892,64.29862213134766) (11794,63.979881286621094) (99,63.972530364990234) (5833,63.884239196777344) (1079,63.812461853027344) (75,63.77896499633789) (75,63.77896499633789) (993,63.76456832885742) (77,63.72380447387695) (77,63.72380447387695) (959,63.64904022216797) (880,63.619895935058594) (3768,63.535804748535156) (3988,63.377593994140625) (878,63.29945755004883) (511,63.25797653198242) (185,63.22599411010742) (180,63.22492980957031) (1013,63.21196365356445)*
186: (486,75.49128723144531) (300,75.26557922363281)* (89,75.07874298095703)* (1673,74.58829498291016) (461,74.42545318603516) (475,74.32807159423828) (1246,74.06957244873047) (209,74.00540161132812) (371,73.93230438232422) (1047,73.8944320678711) (497,73.84022521972656) (344,73.8191909790039)* (2080,73.8167495727539) (295,73.7513198852539) (679,73.7195053100586) (536,73.70272827148438) (1186,73.64524841308594)* (1045,73.61628723144531) (321,73.61258697509766) (544,73.58732604980469)
187: (72,74.27342987060547)* (72,74.27342987060547)* (163,73.81672668457031)* (193,73.64362335205078)* (1122,73.37153625488281) (511,73.27435302734375) (59,73.24589538574219) (1413,73.2073745727539) (159,73.17597961425781)* (99,73.14893341064453) (868,73.12303161621094) (1534,72.94417572021484) (1083,72.79972839355469) (1001,72.79246520996094) (1013,72.68233489990234)* (96,72.6382064819336) (1892,72.41387939453125) (77,72.32744598388672) (77,72.32744598388672) (1412,72.31568908691406)
189: (1104,73.25992584228516) (234,73.13127899169922)* (815,73.0346450805664) (504,73.00985717773438) (854,72.96393585205078) (1116,72.89522552490234)* (1091,72.78701782226562) (982,72.7766342163086)* (1672,72.76860809326172) (220,72.741943359375) (920,72.7391128540039) (7639,72.62454223632812) (2794,72.56076049804688) (519,72.5486831665039) (614,72.54464721679688)* (2379,72.54313659667969) (1974,72.46436309814453) (1179,72.44518280029297) (806,72.27727508544922) (154,72.19925689697266)
190: (5999,74.64727783203125) (4687,74.08665466308594) (2800,73.96755981445312) (401,73.55770111083984) (4324,73.52162170410156) (483,73.4672622680664) (4880,73.26913452148438) (15738,73.07046508789062) (15740,72.97367858886719) (15737,72.94808197021484) (6995,72.8038101196289) (12801,72.67037200927734) (638,72.64103698730469) (10807,72.5993881225586) (15739,72.54402160644531) (17611,72.53461456298828) (660,72.47988891601562) (17607,72.41063690185547) (1573,72.37120819091797) (2076,72.35381317138672)
191: (3046,75.47431945800781) (603,74.99168395996094) (3053,74.87731170654297)* (159,74.62014770507812) (2149,74.55736541748047) (3827,74.5451431274414) (163,74.5432357788086) (63,74.51811218261719) (63,74.51811218261719) (187,74.4591293334961)* (868,74.44439697265625)* (2668,74.3930435180664) (1072,74.37650299072266)* (599,74.33255767822266) (1713,74.24736022949219)* (234,74.16560363769531) (631,74.10790252685547) (59,74.10325622558594) (70,74.09880065917969) (190,74.09136962890625)*
192: (6286,77.76148223876953) (4283,77.513427734375) (2771,76.78996276855469) (8932,76.57544708251953) (2952,76.46736907958984) (10449,76.34366607666016) (17094,76.23049926757812) (13621,76.18456268310547) (4204,76.1679458618164) (2273,76.13798522949219) (3999,76.09883880615234)* (763,76.03018188476562) (7015,76.00930786132812) (9801,75.80680084228516) (11613,75.79005432128906) (11607,75.78768920898438) (11614,75.75582885742188) (9796,75.75580596923828) (11606,75.66972351074219) (11372,75.66624450683594)
193: (1099,81.82936096191406) (70,81.59170532226562) (278,81.54518127441406) (2500,81.48612213134766) (475,81.07725524902344) (331,80.90579223632812)* (407,80.6964340209961) (1379,80.66755676269531) (7324,80.66033935546875) (2101,80.65289306640625) (1401,80.65230560302734) (722,80.59413146972656) (1613,80.50723266601562) (1397,80.47750091552734)* (757,80.31331634521484) (63,80.31116485595703)* (63,80.31116485595703)* (1705,80.29239654541016) (1410,80.2018051147461) (7326,80.19307708740234)
194: (748,75.0666275024414) (1098,74.61772918701172)* (2605,74.51171875) (757,74.29039001464844) (81,74.27581024169922)* (3411,73.99663543701172) (1222,73.92567443847656) (603,73.73347473144531) (1109,73.609130859375) (6756,73.40449523925781) (1708,73.18279266357422) (103,72.99725341796875) (57,72.97669982910156) (162,72.95476531982422) (237,72.93897247314453) (196,72.93209075927734) (1983,72.892578125) (1135,72.83946228027344) (1770,72.63798522949219) (1731,72.62073516845703)
195: (599,73.78873443603516) (4620,73.07890319824219) (429,72.98567962646484) (441,72.908935546875) (863,72.7251205444336)* (159,72.38138580322266) (203,72.35768127441406) (59,72.24922180175781) (2265,71.93233489990234) (2616,71.78184509277344) (511,71.77131652832031) (197,71.76356506347656) (4541,71.73310089111328) (1150,71.64375305175781) (1089,71.62986755371094) (2938,71.57896423339844) (1504,71.57243347167969) (1639,71.55853271484375) (562,71.49673461914062)* (715,71.46966552734375)
196: (533,70.78301239013672) (234,70.74815368652344)* (190,70.71404266357422)* (207,70.45604705810547)* (230,70.03929901123047) (159,70.00089263916016) (228,69.96481323242188) (203,69.87979888916016) (428,69.67388916015625) (716,69.60235595703125)* (65,69.52684783935547)* (65,69.52684783935547)* (706,69.50575256347656) (88,69.48637390136719) (173,69.46151733398438) (959,69.38008117675781) (1520,69.37605285644531) (429,69.37138366699219) (163,69.33366394042969) (1048,69.32439422607422)
198: (805,77.38429260253906) (815,77.2279281616211) (823,77.08976745605469)* (507,76.20621490478516) (2586,76.10481262207031) (768,76.04600524902344) (2847,76.01799774169922) (809,75.94458770751953) (1547,75.89813232421875) (3041,75.74629211425781) (826,75.74409484863281) (1861,75.73648071289062) (4833,75.73409271240234) (850,75.64964294433594) (4346,75.59928894042969) (412,75.5516128540039) (814,75.43054962158203) (3032,75.38945770263672) (978,75.36676788330078) (4948,75.3427505493164)
200: (163,76.88002014160156)* (868,76.70545959472656) (2901,76.44204711914062) (1079,75.96111297607422) (51,75.89379119873047) (72,75.89341735839844) (72,75.89341735839844) (5020,75.88690185546875) (1103,75.80267333984375) (732,75.74903106689453) (7054,75.73889923095703) (1369,75.70594787597656) (728,75.70069885253906) (2787,75.63355255126953)* (1415,75.61197662353516)* (1366,75.5461196899414) (187,75.49994659423828) (735,75.44357299804688) (1639,75.42402648925781) (706,75.38414764404297)*
201: (930,73.44842529296875) (2059,73.36418914794922) (961,73.34896850585938) (1726,73.14234161376953) (1114,73.09351348876953) (1375,73.03797912597656) (72,72.90997314453125)* (72,72.90997314453125)* (1298,72.90528106689453) (518,72.89541625976562)* (316,72.88584899902344) (2044,72.87100982666016) (1098,72.80179595947266) (184,72.79778289794922) (1121,72.58828735351562) (511,72.50355529785156) (65,72.48921966552734) (65,72.48921966552734) (11455,72.41248321533203) (172,72.291259765625)
202: (928,72.97769927978516)* (917,72.9427490234375)* (707,72.71672058105469)* (841,72.39871215820312) (957,72.37449645996094) (1358,72.14835357666016) (1339,72.12896728515625) (920,71.94220733642578) (918,71.91009521484375)* (1360,71.66351318359375) (953,71.53803253173828) (1338,71.38109588623047) (726,71.2869644165039) (1369,71.1878662109375) (1350,71.18013000488281) (922,71.15153503417969) (25,71.10690307617188) (198,71.10420227050781) (2838,71.08415222167969) (949,71.00008392333984)
203: (808,73.28477478027344) (779,72.96115112304688) (5939,72.4301528930664) (2847,72.10750579833984) (1541,72.03695678710938)* (768,71.791015625) (377,71.72997283935547) (497,71.71453857421875) (1200,71.63297271728516) (1044,71.6128921508789) (8881,71.59417724609375) (823,71.57261657714844) (825,71.5096435546875) (1853,71.36621856689453) (198,71.36537170410156) (2940,71.29273223876953)* (1672,71.28348541259766) (978,71.2799301147461) (2210,71.27558898925781) (834,71.27413177490234)
204: (11413,75.41085052490234) (3616,75.1938705444336) (6294,74.72793579101562) (10955,74.5403823852539) (13621,74.2691421508789) (2643,74.18254852294922) (13260,73.90531158447266) (10449,73.83776092529297) (1105,73.61749267578125) (11419,73.52658081054688) (11420,73.48904418945312) (11978,73.48322296142578) (11418,73.42530822753906) (6305,73.39167785644531) (10847,73.31382751464844) (10309,73.15756225585938) (11987,73.12632751464844) (3341,73.11941528320312) (5210,73.10437774658203) (6773,73.06492614746094)
205: (779,72.9939956665039)* (377,72.5831298828125) (754,72.44292449951172) (8,72.3048324584961) (3548,72.28470611572266) (1191,72.19574737548828) (407,72.14531707763672) (45,72.0426254272461) (2747,71.98135375976562) (1104,71.84943389892578) (504,71.81448364257812) (1044,71.77923583984375) (7,71.75840759277344) (1700,71.72689056396484) (842,71.72354125976562) (2835,71.64857482910156) (6016,71.61935424804688) (4896,71.60223388671875) (2428,71.6020278930664) (1099,71.58966827392578)
206: (190,75.18630981445312) (234,75.007080078125) (159,75.00444793701172) (203,74.94578552246094) (72,74.9403305053711) (72,74.9403305053711) (7324,74.88197326660156) (1090,74.83731079101562) (6200,74.59902954101562) (220,74.47074127197266) (959,74.4682846069336) (88,74.41192626953125) (511,74.40278625488281) (2818,74.3447494506836) (5018,74.23159790039062) (432,74.14413452148438) (163,74.11512756347656) (1099,74.00221252441406) (65,73.99266815185547) (65,73.99266815185547)
