userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
193: (1405,71.66936492919922) (661,71.42886352539062) (6835,71.21002960205078) (1099,71.17875671386719) (67,71.16472625732422) (67,71.16472625732422) (2083,71.08869934082031) (1075,71.08590698242188) (7,70.5714340209961) (55,70.55714416503906) (757,70.44988250732422) (312,70.31343841552734) (84,70.30225372314453)* (659,69.96363067626953) (475,69.86183166503906) (539,69.81841278076172) (886,69.77278900146484) (3300,69.7455825805664) (295,69.73759460449219) (534,69.72075653076172)
194: (81,80.7132339477539)* (632,80.70309448242188) (162,80.66329193115234) (103,80.26870727539062) (621,80.23878479003906) (1731,80.17251586914062) (1708,80.09198760986328) (603,80.0472640991211) (6582,79.89781188964844) (748,79.88168334960938) (8230,79.5577163696289) (5543,79.5324478149414) (1098,79.48778533935547)* (1109,79.43827819824219) (8866,79.31611633300781) (1700,79.18522644042969) (1418,79.17063903808594) (615,79.09356689453125) (1735,79.0606918334961)* (1824,78.95518493652344)
195: (1888,74.1884536743164) (207,73.19824981689453) (618,72.99517059326172) (1390,72.98857879638672) (217,72.8603286743164) (203,72.73755645751953) (9545,72.63975524902344) (441,72.6119384765625) (599,72.38387298583984) (228,72.34369659423828) (5414,72.28008270263672) (429,72.25493621826172) (1048,72.2374038696289) (1504,72.1476058959961) (1090,72.1195068359375) (65,72.07325744628906) (65,72.07325744628906) (225,72.05036926269531) (206,72.0395278930664) (425,71.98249053955078)
196: (234,71.58621215820312)* (207,71.3020248413086)* (159,70.89791870117188) (533,70.8798828125) (228,70.83102416992188) (190,70.78547668457031)* (173,70.72647857666016) (441,70.68181610107422) (716,70.62747955322266)* (203,70.59376525878906) (65,70.52008056640625)* (65,70.52008056640625)* (735,70.40425109863281) (1513,70.18079376220703) (436,70.10724639892578)* (56,70.05245971679688) (56,70.05245971679688) (614,70.01880645751953) (429,69.9742660522461) (706,69.94924926757812)
198: (805,71.4958724975586) (5969,71.13202667236328) (2847,70.82390594482422) (814,70.27241516113281) (815,70.03367614746094) (823,69.7628402709961)* (198,69.61241149902344) (1192,69.27472686767578) (377,69.17140197753906) (3027,69.13477325439453) (412,69.09751892089844) (1046,68.78650665283203) (3032,68.77233123779297) (3621,68.73242950439453) (489,68.50605010986328) (230,68.46502685546875) (497,68.4325180053711) (687,68.42710876464844) (3040,68.34519958496094) (3616,68.33995056152344)
200: (868,69.42082214355469) (163,69.11461639404297)* (735,69.03083801269531) (1639,68.74592590332031) (706,68.59861755371094)* (2901,68.5743408203125) (728,68.39464569091797) (1413,68.2673568725586) (1372,68.1645278930664) (707,68.13938903808594) (1415,68.08706665039062)* (599,68.03524017333984) (1369,67.99992370605469) (1249,67.9184341430664) (2343,67.91292572021484) (975,67.91180419921875) (614,67.81492614746094) (234,67.8011474609375) (733,67.72579956054688) (1416,67.72491455078125)
201: (5459,75.683349609375) (1114,75.47795104980469) (518,75.39879608154297)* (930,75.06065368652344) (72,74.90858459472656)* (72,74.90858459472656)* (955,74.6339340209961) (3901,74.01235961914062)* (378,73.97168731689453)* (4137,73.8468246459961)* (972,73.7462387084961) (1098,73.61911010742188) (2441,73.60295104980469) (8648,73.51953125) (8647,73.44925689697266) (7191,73.43159484863281) (714,73.39982604980469) (936,73.33515930175781) (166,73.30862426757812) (173,73.18282318115234)
202: (707,77.7343978881836)* (917,77.11646270751953)* (953,75.77396392822266) (918,75.6231689453125)* (726,75.44751739501953) (2967,75.39798736572266) (2346,75.18921661376953) (25,75.17044830322266) (930,75.08202362060547) (1339,75.05677795410156) (6,75.01655578613281) (1358,74.97674560546875) (1044,74.94135284423828) (1249,74.90444946289062)* (2961,74.89263916015625) (724,74.87522888183594) (15,74.85855865478516) (920,74.85173034667969) (957,74.80476379394531) (198,74.73970031738281)
203: (1541,71.31103515625)* (808,70.9593505859375) (377,70.71454620361328) (779,70.33683776855469) (830,70.32669830322266) (198,70.26383972167969) (497,70.25334930419922) (1672,70.1790771484375) (1853,69.98111724853516) (2200,69.86152648925781) (978,69.68354797363281) (768,69.62826538085938) (1044,69.60628509521484) (2940,69.533203125)* (475,69.33052062988281) (1854,69.19229125976562)* (2192,69.17933654785156)* (810,69.16990661621094)* (2062,69.07987976074219) (489,69.04979705810547)
204: (4324,69.38362121582031) (4185,69.37771606445312)* (8934,69.0469970703125) (14352,68.7563705444336) (3208,68.58356475830078) (13827,68.54912567138672) (3616,68.53680419921875) (17744,68.53659057617188) (3333,68.49560546875) (10618,68.40701293945312) (10955,68.35980987548828) (10401,68.3477783203125) (1645,68.33634948730469) (12165,68.29460144042969) (4201,68.26486206054688)* (12491,68.26417541503906) (11548,68.25675964355469) (4224,68.1699447631836)* (898,68.12195587158203) (11743,68.0940933227539)
205: (779,74.11817169189453)* (377,73.8818130493164) (1863,73.82257080078125) (1191,73.8027572631836) (45,73.62581634521484) (1179,73.3245620727539) (497,73.08547973632812) (460,73.03533172607422)* (507,72.94856262207031) (488,72.9110336303711) (407,72.76329040527344) (5716,72.7630615234375) (2154,72.70130920410156)* (5111,72.67949676513672) (493,72.67066955566406) (512,72.6590576171875) (492,72.60482788085938) (808,72.59705352783203) (2150,72.59603118896484) (489,72.57703399658203)
206: (1520,70.31427001953125) (3053,70.18069458007812) (6245,69.92617797851562) (159,69.88871002197266) (154,69.82464599609375)* (190,69.69129943847656) (65,69.54763793945312) (65,69.54763793945312) (1090,69.48593139648438) (420,69.35650634765625) (2738,69.174560546875) (228,69.15166473388672) (234,69.14796447753906) (2821,69.12830352783203) (59,69.1231918334961) (2816,69.01689147949219) (424,68.80396270751953) (429,68.80351257324219) (72,68.69925689697266) (72,68.69925689697266)
207: (344,72.4705581665039) (691,71.92420196533203) (498,71.37812805175781) (681,70.61689758300781) (300,70.60350036621094) (548,70.509033203125) (679,70.44386291503906) (461,70.25338745117188) (374,70.23120880126953) (2977,70.19202423095703) (3081,70.0955810546875) (1383,70.03889465332031) (288,69.95364379882812) (289,69.94776916503906) (680,69.9430160522461) (324,69.56903076171875) (191,69.51476287841797) (3057,69.48351287841797) (1934,69.48263549804688) (7276,69.4476089477539)
208: (1214,85.93875885009766) (4273,85.40943145751953)* (1264,85.04228973388672) (2970,84.60865020751953) (3509,84.4552993774414) (1531,84.40176391601562) (949,84.35348510742188) (1992,84.08951568603516) (6289,84.03593444824219) (1261,83.94920349121094) (1358,83.91209411621094)* (954,83.83690643310547) (918,83.82768249511719) (1206,83.6839599609375) (10771,83.54713439941406) (7924,83.46180725097656) (1369,83.45504760742188)* (821,83.44441986083984) (1254,83.3738021850586)* (947,83.31198120117188)
209: (89,68.99504089355469) (333,68.95740509033203)* (344,68.95587158203125) (701,68.9061508178711) (466,68.84368896484375) (292,68.57794952392578)* (498,68.48912048339844)* (458,68.32035064697266) (802,68.05982208251953) (291,68.02877807617188)* (679,67.97913360595703) (680,67.93171691894531) (681,67.80201721191406) (544,67.73894500732422) (686,67.7220230102539) (464,67.69093322753906) (1032,67.0428237915039) (646,67.01254272460938)* (293,67.01118469238281) (161,66.96903228759766)
210: (3047,70.44970703125) (153,68.69670104980469) (7874,68.69554138183594) (75,68.65336608886719) (75,68.65336608886719) (51,68.53829956054688) (377,68.45761108398438) (1104,68.4554443359375) (7759,68.44766235351562) (1793,68.38599395751953) (1014,68.25858306884766) (30,68.20018005371094) (1704,68.18814086914062) (877,67.80379486083984) (2747,67.78411865234375) (3501,67.6590347290039) (3053,67.65457916259766) (486,67.53433990478516) (7,67.43305969238281) (3988,67.38412475585938)
211: (190,71.54739379882812)* (70,71.4529800415039) (377,70.94669342041016) (1104,70.88363647460938) (1379,70.88241577148438) (1787,70.82649993896484) (1099,70.73067474365234) (1075,70.47711944580078) (3046,70.22064971923828) (159,70.18277740478516) (407,70.07891082763672) (66,69.9418716430664) (66,69.9418716430664) (182,69.88722229003906) (1394,69.86032104492188) (64,69.8438720703125) (64,69.8438720703125) (1072,69.81077575683594)* (81,69.72542572021484) (228,69.68760681152344)
212: (5585,75.53653717041016) (9514,75.51306915283203) (4137,75.31718444824219) (4671,74.97985076904297) (9511,74.91415405273438) (955,74.5675048828125) (2975,74.37589263916016)* (807,74.30863952636719) (7902,74.29896545410156) (944,74.29225158691406)* (4135,74.24742889404297) (1114,74.19779968261719) (2963,74.18389129638672) (958,74.03345489501953) (4286,74.00569915771484) (6282,73.92665100097656) (935,73.91483306884766) (952,73.9016342163086) (518,73.83402252197266) (950,73.80828094482422)
213: (808,67.71974182128906) (377,67.68522644042969)* (1406,67.37418365478516) (230,67.3603515625) (1104,67.24913787841797) (1613,67.09404754638672) (220,66.64418029785156)* (1547,66.59468841552734) (2923,66.56844329833984) (815,66.5149917602539) (497,66.4878921508789) (3719,66.46527099609375) (517,66.43576049804688)* (614,66.3449935913086) (917,66.1837387084961) (1131,66.09814453125) (1274,66.07575988769531) (226,66.07331848144531) (1145,66.00655364990234) (510,65.99137115478516)
214: (289,72.67328643798828)* (55,72.03384399414062)* (349,71.98329162597656)* (299,71.93411254882812) (1244,71.90219116210938)* (257,71.8944091796875) (706,71.44609832763672)* (466,71.39209747314453)* (913,71.17755126953125) (6777,71.16513061523438) (310,71.05145263671875) (261,71.0030746459961) (1464,70.96709442138672) (333,70.958251953125) (959,70.95693969726562)* (283,70.92556762695312) (320,70.89397430419922) (525,70.86571502685547) (475,70.71748352050781) (6529,70.61470794677734)
215: (227,68.70472717285156) (734,67.98407745361328) (1412,67.96270751953125) (1639,67.9551773071289) (982,67.88137817382812) (562,67.84745025634766) (234,67.720703125) (712,67.6952133178711) (220,67.6898193359375) (1415,67.57030487060547) (163,67.54685974121094) (959,67.53398895263672) (1351,67.52922821044922) (511,67.47624969482422) (735,67.43231964111328) (230,67.42445373535156)* (1122,67.36167907714844) (198,67.30233001708984) (857,67.245849609375) (190,67.24311065673828)
216: (72,69.59906768798828)* (72,69.59906768798828)* (757,69.51301574707031) (1099,69.05043029785156) (84,68.7469253540039) (173,68.43474578857422) (1405,68.3780288696289) (7324,68.37132263183594) (190,68.23094940185547) (2083,68.20294952392578) (1409,68.18915557861328) (526,68.17405700683594) (441,68.1536636352539) (59,68.02594757080078) (1486,67.83600616455078) (539,67.8265151977539) (67,67.8190689086914) (67,67.8190689086914) (703,67.76978302001953) (661,67.75332641601562)
217: (11485,77.5616226196289) (10209,77.32711029052734) (11935,77.26493835449219) (7407,77.18412780761719) (212,77.08878326416016) (227,76.78469848632812) (3434,76.72340393066406) (3444,76.65963745117188) (4520,76.60159301757812) (718,76.5872802734375) (5299,76.43109130859375) (11956,76.30001068115234) (163,76.240234375) (599,76.20266723632812) (615,76.1910171508789) (10672,76.1883316040039) (15889,76.04591369628906) (1422,76.02882385253906) (3431,75.98484802246094) (8555,75.9690933227539)
218: (190,77.20814514160156) (857,76.26738739013672) (234,76.02029418945312) (159,75.96163940429688) (173,75.43728637695312) (7,75.37879943847656) (233,75.04963684082031) (1814,75.009765625) (4216,74.99952697753906) (154,74.84988403320312) (982,74.75234985351562) (377,74.72942352294922) (228,74.71497344970703) (1179,74.57296752929688) (517,74.52151489257812) (486,74.50395965576172) (1974,74.4842758178711) (614,74.47753143310547) (429,74.47233581542969) (475,74.44857788085938)
219: (536,69.40845489501953) (498,69.35261535644531)* (1470,69.26815795898438) (2661,69.23871612548828) (209,68.70116424560547) (190,68.64238739013672)* (488,68.6259536743164) (1180,68.49256134033203) (540,68.32665252685547) (1874,68.129150390625) (1377,68.10533905029297) (4747,68.07307434082031) (687,67.90534210205078) (481,67.8973159790039) (1852,67.8901596069336) (499,67.88923645019531)* (5972,67.8814697265625) (1866,67.8702163696289) (1091,67.857177734375) (501,67.84284973144531)
220: (618,63.03135681152344) (604,63.01300811767578) (1515,62.91847229003906) (429,62.84306335449219)* (5414,62.65625) (196,62.639625549316406) (439,62.34606170654297) (199,62.24272155761719) (6726,62.13812255859375) (212,62.1048583984375) (428,61.90332794189453) (533,61.86631774902344) (195,61.85901641845703) (8840,61.815433502197266) (1090,61.522666931152344) (716,61.469017028808594) (3106,61.43138122558594) (4064,61.42668533325195) (441,61.37981414794922) (9823,61.321807861328125)
223: (344,69.86963653564453)* (333,68.7048568725586)* (291,68.34516143798828)* (1459,68.07962799072266) (89,67.91477966308594) (307,67.74102020263672) (289,67.55110168457031)* (2977,67.52018737792969) (466,67.1854248046875) (321,67.05123901367188) (691,66.94876861572266) (302,66.93234252929688)* (498,66.83639526367188) (318,66.69679260253906) (3489,66.68270111083984)* (324,66.68263244628906) (686,66.56330108642578) (701,66.54132843017578) (1470,66.48401641845703)* (311,66.36122131347656)*
224: (857,71.4798812866211)* (1001,71.44900512695312) (2531,71.35269165039062) (2938,71.2557373046875) (187,71.2183837890625)* (868,71.14071655273438) (715,70.9323501586914)* (511,70.90458679199219) (96,70.7056884765625)* (851,70.6512451171875) (1892,70.60691833496094) (1014,70.5921401977539) (959,70.43234252929688) (2552,70.2584457397461) (874,70.23487854003906) (1883,70.22616577148438) (1013,70.20806884765625)* (98,70.06288146972656) (1073,70.04793548583984) (2554,70.03282928466797)
225: (1281,83.07093048095703) (5126,81.80059814453125) (841,81.37689971923828)* (3719,81.33544921875) (785,81.10836791992188)* (5666,80.9842529296875) (1044,80.82720184326172) (4273,80.80592346191406) (825,80.73114013671875) (3722,80.68678283691406) (1104,80.56280517578125) (2143,80.49898529052734) (4275,80.37266540527344) (6490,80.29832458496094) (5100,80.21566009521484) (1066,80.15520477294922) (923,80.11029052734375) (954,79.98590087890625)* (815,79.96749114990234) (707,79.93347930908203)
226: (288,70.5323715209961)* (466,70.5101089477539)* (461,70.23397064208984)* (300,70.0677261352539)* (292,69.49150848388672)* (686,69.273681640625)* (704,69.15571594238281) (464,69.0736083984375) (306,68.95712280273438)* (458,68.78860473632812) (680,68.61463928222656) (908,68.51839447021484) (1032,68.26507568359375) (1034,68.259033203125) (299,68.2205581665039) (55,68.19668579101562) (352,68.11939239501953) (528,68.06794738769531) (2020,67.98750305175781) (293,67.9855728149414)
227: (89,71.8146743774414)* (344,71.74415588378906)* (686,71.65223693847656) (288,71.57872009277344)* (318,71.41903686523438) (388,71.23622131347656) (302,70.80736541748047)* (908,70.49838256835938) (528,70.48997497558594) (531,70.46703338623047) (349,70.41201782226562)* (374,70.40127563476562) (375,70.31085968017578) (2102,70.2516860961914) (290,70.10822296142578) (1684,69.97278594970703) (1450,69.93821716308594) (3324,69.87246704101562) (793,69.79914855957031) (523,69.72142028808594)
228: (585,73.5326156616211) (2629,73.4349365234375) (567,73.27078247070312) (565,73.0177001953125) (9542,72.486572265625) (1242,72.2300033569336) (227,72.20369720458984) (857,72.0962142944336) (3019,72.06221008300781) (4062,72.06098937988281) (572,72.00340270996094) (212,71.95465087890625)* (286,71.88854217529297) (8121,71.83230590820312) (554,71.81614685058594) (3778,71.74376678466797) (2475,71.73175048828125) (3003,71.50993347167969) (10394,71.48089599609375) (1732,71.43370056152344)
229: (475,70.30036926269531) (1613,69.55868530273438) (157,69.4541015625) (331,69.240966796875) (67,69.2020263671875) (67,69.2020263671875) (295,69.12125396728516) (89,69.0947265625)* (2179,68.97421264648438) (377,68.66889190673828) (907,68.58271789550781) (288,68.55378723144531)* (289,68.52339935302734)* (306,68.46358489990234)* (292,68.33438110351562) (302,68.27630615234375) (333,68.21978759765625) (300,68.16532135009766) (257,68.13196563720703) (468,68.10611724853516)
230: (686,72.95518493652344) (295,72.90457916259766) (2094,72.89094543457031) (386,72.88985443115234) (466,72.72834014892578)* (679,72.53306579589844) (681,72.5165786743164) (374,72.35443878173828)* (290,72.29219055175781) (1684,72.22721862792969) (1459,72.05018615722656) (352,72.02574920654297) (701,71.80361938476562)* (455,71.76976776123047) (325,71.73111724853516) (786,71.70864868164062) (674,71.46624755859375) (528,71.43074035644531) (161,71.40164184570312) (680,71.34674072265625)
