userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
254: (5630,66.21601867675781) (932,65.87480163574219) (11935,65.3143310546875) (6120,65.18708038330078) (4822,65.0017318725586)* (412,64.55582427978516)* (4164,64.55390930175781) (1545,64.28813934326172) (1681,64.27864074707031) (3382,64.27262115478516) (4189,64.16445922851562) (2661,64.1013412475586) (4211,64.06989288330078) (4457,64.06954956054688) (439,64.00784301757812) (5644,63.99599075317383) (1654,63.87586212158203) (8371,63.69582748413086) (3333,63.64847183227539) (5638,63.594417572021484)
255: (2681,72.65386199951172) (2605,72.04647827148438) (1226,72.04075622558594) (2667,71.69934844970703) (4316,71.64154815673828) (174,71.61474609375) (603,71.35353088378906)* (407,71.31578063964844) (2030,71.2723159790039) (782,71.19313049316406) (70,71.03726196289062) (748,70.94723510742188) (72,70.94400024414062) (72,70.94400024414062) (1285,70.84410095214844) (233,70.81800079345703) (5074,70.72695922851562) (1790,70.69689178466797) (4297,70.6192855834961) (1104,70.61746215820312)
256: (261,67.18157958984375)* (542,67.10851287841797) (1775,66.85364532470703) (295,66.75648498535156)* (714,66.72856903076172) (288,66.33899688720703)* (3332,66.05935668945312) (1681,65.87138366699219) (257,65.81419372558594)* (340,65.72598266601562) (378,65.57540130615234) (903,65.57271575927734) (3393,65.54924011230469) (349,65.47557067871094)* (2080,65.40156555175781) (3741,65.34664916992188) (1556,65.33092498779297) (4709,65.28022766113281) (3173,65.24588012695312)* (679,65.18161010742188)
257: (13,67.16281127929688) (9,66.7469482421875)* (1292,66.67078399658203)* (3188,66.23797607421875) (1253,66.22908782958984) (6875,66.21726989746094) (6542,66.0810775756836) (6873,66.04887390136719) (1315,65.94871520996094) (11192,65.89561462402344) (43,65.85737609863281) (1301,65.81597137451172) (5093,65.73652648925781) (9499,65.68087005615234) (1300,65.66887664794922) (4871,65.56875610351562)* (17,65.44110107421875) (1277,65.4078598022461) (10,65.3884506225586)* (5670,65.31237030029297)
258: (292,67.04306030273438)* (300,66.57898712158203)* (299,66.486328125)* (349,66.29995727539062)* (161,66.00459289550781) (318,65.94710540771484) (325,65.9036865234375)* (257,65.86402893066406) (352,65.53328704833984)* (543,65.52383422851562) (291,65.43453979492188) (344,65.40482330322266) (55,65.34603118896484) (294,65.28048706054688) (386,65.26303100585938) (67,65.24058532714844) (67,65.24058532714844) (544,65.17349243164062) (290,65.144775390625) (915,64.98908233642578)
259: (2735,75.12789154052734)* (8910,73.54246520996094) (3053,73.51660919189453) (1099,73.43929290771484) (460,73.35797119140625)* (226,73.33702850341797) (407,73.18367767333984) (3827,73.14924621582031) (233,72.95962524414062) (198,72.80228424072266) (1491,72.69007110595703) (1789,72.62279510498047) (207,72.61216735839844) (1978,72.59090423583984) (1104,72.55220031738281) (605,72.52396392822266) (2193,72.42280578613281) (6046,72.40685272216797) (512,72.40168762207031) (1796,72.38079071044922)
260: (3992,74.85087585449219) (63,74.69976806640625) (63,74.69976806640625) (69,73.94404602050781) (69,73.94404602050781) (2068,73.7000732421875) (727,73.5071792602539) (1795,73.42619323730469) (987,73.37554168701172) (1433,72.8615493774414) (72,72.86132049560547) (72,72.86132049560547) (722,72.8172607421875) (1009,72.70057678222656) (5073,72.58534240722656) (175,72.57603454589844) (17279,72.4483413696289) (378,72.41096496582031) (89,72.3470687866211)* (9734,72.34584045410156)
261: (2210,77.76248168945312) (779,77.48310089111328) (805,77.40116119384766)* (2204,76.90361022949219) (1192,76.63092041015625) (2242,76.54046630859375) (2850,76.53142547607422) (1187,76.38523864746094) (4166,76.2999267578125) (1188,76.18595886230469)* (823,76.06747436523438) (527,75.93193054199219) (2429,75.83723449707031) (3721,75.77494049072266) (3028,75.72904205322266) (2574,75.65870666503906) (4948,75.4564208984375)* (3616,75.43788146972656) (6773,75.43553161621094) (808,75.42913055419922)
262: (506,71.03987121582031)* (1743,70.87120819091797) (1123,70.5080337524414) (9971,70.49681854248047) (1295,70.15899658203125) (1128,70.14102935791016) (963,70.0229263305664) (1132,69.91964721679688) (1109,69.65058135986328) (936,69.53880310058594) (188,69.41184997558594) (1740,69.02164459228516) (1113,68.96092987060547) (1112,68.9371109008789) (4341,68.87157440185547) (1707,68.836181640625) (5169,68.81503295898438) (920,68.81268310546875) (9,68.7535400390625) (2006,68.63333892822266)
263: (187,57.33329772949219)* (905,57.01606369018555) (99,56.78066635131836) (72,56.74199676513672) (72,56.74199676513672) (1014,56.6883544921875)* (155,56.350257873535156) (511,56.27351760864258) (1464,56.24195098876953) (2552,56.2030143737793) (2554,56.06916427612305) (993,55.970638275146484) (180,55.801334381103516) (3201,55.78264236450195) (98,55.61249923706055) (959,55.583736419677734) (599,55.5670051574707) (5000,55.46294021606445) (1013,55.456390380859375) (77,55.433250427246094)
264: (5072,64.53754425048828) (1793,64.22682189941406) (1306,64.09382629394531) (151,63.55125427246094) (1020,63.44755935668945) (1001,62.930057525634766)* (1394,62.9266357421875) (157,62.81821060180664)* (64,62.698646545410156) (64,62.698646545410156) (1397,62.599124908447266) (1713,62.49666213989258) (89,62.45722961425781) (3501,62.31455993652344) (70,62.26179122924805) (3991,62.10776901245117) (3768,62.09273147583008) (1379,62.08617401123047) (3992,62.029178619384766) (153,62.01994323730469)
265: (805,71.09532928466797) (813,71.04670715332031) (2574,70.97228240966797) (2576,70.67400360107422) (808,70.60804748535156) (964,70.41584777832031) (978,69.939453125) (226,69.89453125) (768,69.81421661376953) (503,69.76611328125) (1131,69.680908203125) (1974,69.66584777832031) (823,69.66256713867188) (1179,69.63141632080078) (1858,69.62086486816406) (1206,69.56414794921875) (500,69.5427017211914) (814,69.5343246459961) (412,69.39886474609375)* (1216,69.3936767578125)
266: (182,58.81708908081055)* (961,58.37350082397461) (229,58.34450149536133)* (221,58.08679962158203)* (154,57.976905822753906) (599,57.869903564453125) (72,57.78030014038086) (72,57.78030014038086) (173,57.69255065917969)* (715,57.55632400512695) (316,57.51499938964844) (1384,57.12266159057617)* (172,57.10356140136719) (227,56.99815368652344) (3057,56.96937561035156) (228,56.91688537597656) (3890,56.86082077026367) (429,56.769309997558594) (1001,56.718875885009766) (204,56.67820358276367)
267: (333,68.134765625) (679,67.98138427734375) (461,67.68766784667969)* (300,67.48822784423828)* (498,67.24085998535156)* (1684,66.82696533203125) (302,66.76655578613281) (691,66.609130859375) (293,66.24313354492188) (2977,66.21527099609375) (298,65.94046020507812) (321,65.92484283447266) (704,65.89948272705078) (471,65.81123352050781) (2607,65.73030090332031) (528,65.70407104492188)* (548,65.68153381347656)* (5746,65.62129211425781) (1934,65.60584259033203)* (1246,65.5838623046875)
268: (176,65.7496566772461) (724,64.93251037597656) (928,64.16448974609375) (917,64.08777618408203) (922,63.93822479248047) (2838,63.912052154541016) (1358,63.911006927490234) (3471,63.56633377075195) (5165,63.56608963012695) (2342,63.51252746582031) (952,63.23513412475586)* (2347,63.088661193847656) (1369,63.019798278808594) (5841,62.82105255126953) (959,62.71355438232422) (2346,62.68949890136719) (9334,62.52745056152344) (918,62.505645751953125) (2901,62.39230728149414) (1079,62.33315658569336)
269: (234,66.36779022216797) (227,66.19966888427734) (220,66.02042388916016) (475,65.73885345458984) (3046,65.73175811767578) (1984,65.7186279296875) (5490,65.446533203125) (1789,65.43528747558594) (868,65.38584899902344) (377,65.31883239746094)* (1104,65.29979705810547) (1786,65.2596664428711) (533,65.11422729492188) (3667,65.0644302368164) (7,65.06269836425781)* (198,65.03970336914062) (159,64.94107818603516) (1795,64.93179321289062)* (163,64.90776062011719)* (707,64.8192138671875)
270: (207,62.01974105834961) (432,61.48468780517578)* (1090,61.45917510986328) (1398,61.40106964111328) (229,61.05901336669922) (1400,60.790504455566406) (2587,60.48752212524414) (225,60.45009994506836) (424,60.40940475463867) (1048,60.32075881958008) (228,60.260772705078125) (210,60.24187469482422) (425,60.16938781738281) (1376,60.156463623046875) (1155,60.14144515991211) (3767,60.05359649658203) (1390,59.95716857910156) (3738,59.952667236328125) (757,59.93387985229492) (56,59.86601257324219)
271: (295,63.906856536865234)* (466,63.406707763671875)* (461,63.25083541870117)* (89,63.062705993652344)* (55,62.954429626464844)* (318,62.87807846069336) (523,62.746280670166016)* (290,62.69158935546875)* (686,62.587425231933594) (915,62.5738525390625) (291,62.53904724121094) (344,62.41510009765625)* (314,62.37814712524414)* (323,62.376712799072266) (679,62.34204864501953) (301,62.30916976928711) (2094,62.28532028198242) (790,62.24981689453125) (296,62.20598220825195) (161,62.155941009521484)
273: (1191,62.884639739990234) (486,62.69085693359375) (968,62.46965408325195) (1179,62.350765228271484) (1180,62.147247314453125) (497,61.7894287109375) (537,61.770408630371094) (488,61.76665115356445) (493,61.6812858581543) (2959,61.667198181152344)* (2956,61.56237030029297)* (768,61.55093765258789) (1874,61.500492095947266) (1200,61.46034240722656) (1401,61.39257049560547) (1854,61.35686492919922) (808,61.33518981933594) (514,61.14691925048828) (1044,61.10837173461914) (492,61.10283660888672)
274: (2104,68.89508056640625) (5238,68.52000427246094) (3367,68.42330932617188) (3863,68.29583740234375) (3047,68.04389190673828) (384,67.95834350585938) (2086,67.72896575927734) (1295,67.72132110595703) (1066,67.5062484741211) (1859,67.49493408203125) (2044,67.44837188720703) (4980,67.31017303466797) (727,67.27487182617188) (7620,67.22372436523438) (5568,67.12324523925781) (754,67.11750793457031) (1797,67.1031494140625) (4912,67.00936126708984) (2440,67.005615234375) (4609,66.99424743652344)
275: (1014,57.020198822021484)* (599,56.744140625) (190,56.02747344970703) (715,55.870880126953125) (851,55.8409538269043) (64,55.72930145263672) (64,55.72930145263672) (182,55.72438049316406) (54,55.6861572265625) (54,55.6861572265625) (70,55.66482925415039) (172,55.55164337158203) (1073,55.546287536621094) (227,55.5295524597168) (58,55.522762298583984) (58,55.522762298583984) (81,55.45840835571289) (61,55.39572525024414) (1122,55.317047119140625) (3201,55.268028259277344)
277: (8910,66.59941864013672) (9,66.38477325439453) (233,65.84245300292969) (2,65.73942565917969) (1104,65.562744140625) (2747,65.49627685546875) (72,65.48397827148438) (72,65.48397827148438) (1099,65.40267181396484) (36,65.34529113769531) (10859,65.30046844482422) (407,65.28338623046875) (487,65.15313720703125) (1295,65.1191635131836) (1796,65.09735870361328) (3053,65.05674743652344) (8915,65.01952362060547) (173,64.9920425415039) (4872,64.9322738647461) (39,64.83502960205078)
278: (288,63.049766540527344) (295,62.659584045410156) (302,62.247154235839844) (701,62.15876388549805)* (349,62.064369201660156) (466,61.97501754760742)* (294,61.72602844238281) (461,61.459022521972656)* (679,61.32563400268555)* (525,61.300140380859375) (310,61.293914794921875) (299,61.26940155029297) (344,61.26798629760742) (352,61.250267028808594) (907,61.18294143676758) (328,61.07622146606445) (161,60.996925354003906) (301,60.82008743286133) (326,60.74763870239258) (455,60.708553314208984)
279: (10650,68.8064193725586) (2203,68.42327880859375) (4003,68.27902221679688) (6012,67.93132019042969) (2204,67.74561309814453) (3999,67.54002380371094) (4937,67.50643157958984) (5968,67.34165954589844) (4004,67.15815734863281) (1541,67.14293670654297) (2618,66.97441101074219) (825,66.9649887084961) (2190,66.47944641113281) (2621,66.39535522460938) (813,66.36709594726562) (4014,66.35760498046875) (13431,66.33232116699219) (5129,66.28176879882812)* (805,66.19189453125) (11299,66.06480407714844)
280: (2521,59.11412811279297) (298,59.04167938232422) (757,58.76934814453125)* (903,58.724300384521484) (55,58.69697952270508) (3502,58.4993896484375) (1409,58.48487854003906) (72,58.42865753173828) (72,58.42865753173828) (289,58.29690170288086) (535,58.270118713378906) (157,58.247642517089844) (288,58.065792083740234) (154,58.04353713989258) (306,57.913177490234375) (64,57.89145278930664) (64,57.89145278930664) (65,57.837928771972656) (65,57.837928771972656) (532,57.69472122192383)
281: (2787,63.81185531616211) (1366,63.24141311645508) (2343,63.01068878173828)* (2347,62.81008529663086) (2901,62.534969329833984) (1372,62.52287292480469) (959,62.4394645690918) (706,62.140193939208984) (707,61.960365295410156)* (1412,61.95939636230469) (1810,61.920494079589844) (2838,61.867671966552734) (3470,61.653072357177734) (2346,61.6213264465332) (922,61.5434684753418)* (3471,61.456581115722656)* (2861,61.32849884033203) (4180,61.168800354003906) (163,61.05625915527344) (5841,61.055965423583984)
282: (1369,65.12466430664062)* (1639,64.87689971923828)* (4675,64.70626831054688) (1426,64.6644287109375) (630,64.5914077758789) (735,64.34364318847656) (1110,64.10911560058594)* (212,63.83121109008789) (859,63.79488754272461) (854,63.702056884765625)* (1806,63.68602752685547) (2493,63.552154541015625) (1358,63.46953582763672)* (5844,63.25913619995117) (2624,63.12532424926758) (1413,63.105472564697266)* (6540,63.09889602661133) (154,63.01872253417969) (5297,63.00628662109375) (863,62.98148727416992)
283: (2668,69.36878204345703) (2667,69.2832260131836) (11206,69.24353790283203) (603,68.99114227294922) (1835,68.77620697021484) (1156,68.69876861572266) (1745,68.50215911865234) (4113,68.43235778808594) (11652,68.3106689453125) (3003,68.24004364013672) (2691,68.1881103515625) (1738,68.15873718261719) (2675,68.12081146240234) (72,68.08148956298828) (72,68.08148956298828) (1833,68.0289535522461) (2146,68.02734375) (59,68.01692962646484) (84,67.99103546142578) (1983,67.91093444824219)
284: (152,64.2477035522461) (707,63.93595886230469) (920,63.83734130859375) (163,63.73634338378906) (188,63.31754684448242) (159,63.22513198852539) (227,63.0951042175293) (233,63.09091567993164) (234,63.07799530029297) (4155,62.97290802001953) (1119,62.949214935302734) (854,62.94572830200195) (190,62.94265365600586) (607,62.83652114868164) (504,62.64500427246094) (599,62.46622085571289) (562,62.454280853271484) (1091,62.454193115234375) (511,62.40931701660156) (917,62.39710235595703)
285: (234,61.794612884521484)* (1249,61.784080505371094) (230,61.458744049072266) (227,61.12788009643555) (190,60.96449661254883) (377,60.72867202758789)* (498,60.669952392578125) (1406,60.658599853515625) (439,60.6069221496582)* (614,60.59504699707031)* (424,60.59404754638672) (1412,60.40961837768555) (486,60.28824234008789) (1545,60.264774322509766) (378,60.24455261230469) (951,60.222537994384766) (959,60.15108108520508) (207,60.091461181640625) (724,60.0780029296875) (412,60.06550598144531)*
286: (289,67.82067108154297)* (257,67.7413330078125)* (300,67.24754333496094)* (349,66.82465362548828)* (89,66.79408264160156)* (55,66.59166717529297) (299,66.52682495117188) (466,66.32018280029297) (344,66.24076843261719)* (294,66.00257873535156)* (523,65.93081665039062) (157,65.5716552734375) (311,65.46068572998047) (913,65.42356872558594) (318,65.38200378417969) (298,65.3537826538086) (465,65.3158187866211) (2523,65.20915985107422) (325,65.16287994384766) (161,65.01677703857422)
288: (154,61.080474853515625) (707,60.94734573364258)* (173,60.77224349975586) (234,60.72710418701172) (614,60.476436614990234) (4155,60.41671371459961) (159,60.411659240722656) (533,60.262630462646484)* (511,60.25440979003906) (982,60.201454162597656)* (152,60.201080322265625) (198,60.15351104736328) (221,59.94208908081055) (228,59.87176513671875) (965,59.8526611328125) (166,59.840938568115234) (188,59.75728988647461) (1249,59.7281379699707) (706,59.717247009277344) (1093,59.69191360473633)
289: (498,67.96652221679688)* (230,67.6858139038086)* (540,67.48771667480469)* (209,67.09197998046875) (687,66.58740997314453) (207,66.51341247558594)* (228,66.50322723388672)* (190,66.42402648925781)* (1186,66.21517944335938)* (234,66.15003204345703) (65,66.08109283447266)* (65,66.08109283447266)* (501,65.8581771850586)* (982,65.82864379882812) (704,65.79695129394531) (333,65.61272430419922) (403,65.61089324951172)* (537,65.52291107177734) (481,65.4446029663086)* (1866,65.30303192138672)
290: (72,58.75099182128906) (72,58.75099182128906) (193,57.96767807006836)* (187,57.48098373413086) (85,57.3589973449707) (1892,57.33500671386719) (993,57.31679153442383) (511,57.235679626464844) (1076,57.211307525634766)* (163,57.20454025268555) (1014,57.111358642578125) (868,57.072418212890625) (227,57.01902770996094) (157,56.98823547363281) (998,56.93364334106445) (1412,56.91094970703125) (100,56.89726257324219) (1122,56.79057693481445) (59,56.73323440551758) (159,56.68745040893555)*
