userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
227: (374,67.01518249511719) (375,66.92240142822266) (2102,66.57307434082031) (1904,66.48662567138672)* (89,66.27342224121094)* (972,66.21858215332031) (3324,66.0892333984375) (674,65.89990997314453) (388,65.80604553222656) (288,65.77825164794922)* (1034,65.73551177978516) (528,65.70112609863281) (2086,65.45649719238281) (5574,65.38458251953125) (296,65.37516784667969) (318,65.35957336425781) (2802,65.31775665283203) (1021,65.29412841796875) (302,65.26665496826172)* (393,65.24922180175781)*
228: (1631,56.44167709350586) (567,56.16276931762695) (7219,55.73830032348633) (227,55.71635437011719) (8210,55.60405731201172) (2633,55.574310302734375) (3019,55.3051643371582) (212,55.267372131347656)* (2629,55.0968132019043) (585,55.076663970947266) (2532,55.02517318725586) (602,54.992305755615234) (750,54.982696533203125) (4780,54.97154235839844) (196,54.91838836669922) (554,54.899295806884766) (6348,54.86727523803711) (163,54.855445861816406) (205,54.83674240112305) (200,54.79179382324219)
229: (475,59.839725494384766) (1613,58.88898468017578) (377,58.42731857299805) (89,58.394901275634766)* (331,58.38373565673828) (306,58.26205825805664)* (907,58.169105529785156) (157,58.06095886230469) (295,57.91071319580078) (310,57.905189514160156) (288,57.90400314331055)* (289,57.86314392089844)* (328,57.8304443359375) (190,57.76625061035156) (67,57.75979232788086) (67,57.75979232788086) (1449,57.700599670410156) (1009,57.67414855957031) (486,57.591087341308594) (65,57.48588943481445)
230: (295,64.67142486572266) (466,64.23731231689453)* (972,64.17313385009766) (386,64.128662109375) (161,63.9460334777832) (2094,63.9015007019043) (544,63.84636688232422)* (701,63.82869338989258)* (352,63.76619338989258) (679,63.6946907043457) (296,63.6236457824707) (290,63.48273849487305) (528,63.46902084350586) (374,63.42874526977539)* (310,63.34626770019531) (686,63.32695770263672) (265,63.20267868041992) (293,63.020973205566406) (680,63.00846481323242) (328,63.005653381347656)
231: (317,51.90217971801758)* (328,51.679290771484375)* (531,51.64079666137695) (55,51.54946517944336) (314,51.54227066040039) (1456,51.528690338134766) (1451,51.505226135253906) (310,51.42123031616211) (302,51.318450927734375) (525,51.30512619018555) (329,51.18559265136719) (320,51.11109161376953) (257,51.10162353515625)* (544,51.10115051269531) (461,51.083412170410156)* (1042,50.956417083740234) (333,50.941429138183594) (1032,50.846954345703125) (294,50.84050750732422) (913,50.838863372802734)
232: (1613,58.90906524658203) (475,58.73018264770508) (330,58.2337532043457) (2179,58.18293380737305) (329,58.1253547668457) (157,57.83247375488281) (331,57.76803207397461) (288,57.71228790283203)* (67,57.708106994628906)* (67,57.708106994628906)* (2226,57.6749267578125) (913,57.638763427734375) (1433,57.539817810058594) (468,57.51729202270508) (328,57.43573760986328) (161,57.362857818603516) (5988,57.35649490356445) (257,57.31720733642578)* (3316,57.23733901977539) (525,57.199832916259766)
233: (295,55.145713806152344) (466,55.005802154541016)* (306,54.78170394897461)* (333,54.49693298339844) (302,54.45466995239258)* (701,54.39863204956055) (544,54.36070251464844) (299,54.126953125) (1032,54.101463317871094) (349,53.9846076965332) (1456,53.98269271850586)* (1037,53.95599365234375) (352,53.8878288269043) (528,53.86431121826172) (318,53.85137939453125) (328,53.810462951660156) (704,53.786991119384766) (293,53.72750473022461) (543,53.71572494506836) (524,53.71138381958008)
234: (278,56.406036376953125) (2226,56.039024353027344) (2916,55.947509765625) (2158,55.73713684082031) (1963,55.69875717163086) (527,55.69666290283203) (2923,55.64044189453125) (2832,55.60385513305664) (2668,55.38579177856445) (1620,55.347251892089844) (3357,55.3161506652832) (1613,55.31611633300781) (174,55.3105354309082) (2193,55.29594039916992) (1402,55.21245574951172) (2667,55.20987319946289) (3132,55.1645622253418) (1978,55.147972106933594) (1943,55.1064453125) (331,55.09877395629883)*
235: (2654,63.089698791503906) (949,62.606136322021484) (841,62.467735290527344) (920,62.44289779663086)* (917,62.38026428222656)* (923,62.16057586669922) (370,62.1526985168457) (843,62.10037612915039) (15,62.036109924316406)* (25,61.91310501098633) (821,61.898414611816406)* (2963,61.70677947998047) (6,61.417640686035156) (936,61.40010452270508) (1914,61.321163177490234) (3416,61.30320739746094) (1254,61.28153991699219) (1132,61.248504638671875) (12,61.24180221557617) (1214,61.18843460083008)
236: (475,55.663978576660156)* (306,55.572837829589844) (295,55.157371520996094)* (310,55.06417465209961) (525,54.86542510986328) (907,54.84431076049805) (302,54.63406753540039) (67,54.625858306884766) (67,54.625858306884766) (328,54.476776123046875) (301,54.47287368774414)* (349,54.440635681152344) (257,54.41789627075195)* (330,54.28564453125) (466,54.27926254272461) (291,54.243896484375) (538,54.22821807861328) (157,54.22475051879883) (294,54.206153869628906)* (161,54.19266891479492)
237: (154,50.8386116027832)* (441,50.80953598022461)* (418,50.287715911865234) (159,50.121036529541016) (225,50.04338073730469)* (199,50.02287292480469) (206,49.799007415771484) (599,49.720787048339844)* (226,49.549137115478516) (1510,49.38874435424805) (81,49.38680648803711) (1090,49.31691360473633) (59,49.23960876464844) (709,49.22636032104492) (863,49.225746154785156) (228,49.18204116821289) (215,49.155887603759766) (233,48.99605178833008) (1151,48.994850158691406) (2542,48.986976623535156)
238: (2952,47.84547805786133) (9550,47.674461364746094) (3864,47.58267593383789) (8436,47.40571594238281) (4335,46.75220489501953) (2033,46.3330078125) (11455,46.310546875) (9050,46.01923370361328) (18687,45.9239501953125) (1264,45.896175384521484) (18677,45.86855697631836) (18686,45.85777282714844) (16449,45.85561752319336) (18676,45.78390121459961) (5227,45.699893951416016) (18668,45.691253662109375) (18673,45.660789489746094) (18694,45.651405334472656) (18690,45.63968276977539) (18684,45.63209533691406)
240: (907,58.66910934448242) (294,58.65692901611328) (1613,58.612857818603516) (161,58.60828399658203) (310,58.549869537353516) (330,58.48916244506836) (377,58.41524887084961) (329,58.405677795410156) (468,58.399742126464844) (349,58.225746154785156) (300,58.13445281982422)* (328,58.0820426940918)* (5988,58.057376861572266) (292,58.04836654663086)* (257,58.015228271484375) (291,58.00566482543945) (466,57.98651885986328)* (2179,57.97120666503906) (11139,57.92097854614258) (461,57.8337516784668)
241: (917,59.250484466552734) (707,58.995582580566406)* (1369,58.48976516723633) (841,58.4619140625) (843,58.12043380737305) (1358,57.89285659790039) (854,57.85538101196289) (918,57.83587646484375) (949,57.53642654418945) (163,57.53621292114258) (2343,57.531429290771484) (855,57.52962875366211) (1360,57.38379669189453) (1513,57.36886215209961) (1110,57.1238899230957) (1249,57.099815368652344) (234,56.9908561706543) (1206,56.94464874267578) (1372,56.65813446044922) (923,56.6559944152832)
242: (257,60.35248947143555)* (701,60.24090576171875)* (306,59.87775421142578)* (161,59.80729293823242) (913,59.739681243896484) (525,59.659812927246094) (294,59.64904022216797)* (329,59.63739776611328) (349,59.48906707763672)* (333,59.483070373535156) (461,59.407470703125) (265,59.38682556152344) (679,59.22868728637695) (907,59.226707458496094) (299,59.22099304199219)* (55,59.1998405456543) (466,59.164058685302734)* (465,59.09423828125)* (1936,58.96556091308594) (360,58.96393585205078)
243: (58,56.54393768310547)* (58,56.54393768310547)* (535,55.91948699951172) (1098,55.821353912353516)* (886,55.57578659057617) (72,55.55188751220703)* (72,55.55188751220703)* (526,55.48891067504883) (157,55.442108154296875) (532,55.40100860595703)* (1062,55.202579498291016) (5150,55.184852600097656) (3288,55.034576416015625)* (903,55.01834487915039) (539,54.966400146484375) (301,54.95272445678711)* (789,54.904911041259766) (1934,54.882102966308594) (310,54.815792083740234) (76,54.79079055786133)
244: (227,52.50429916381836) (228,52.224788665771484)* (67,52.09606170654297) (67,52.09606170654297) (289,52.087005615234375) (230,52.005245208740234) (333,51.95188522338867) (475,51.921512603759766) (229,51.91613006591797) (316,51.62632751464844) (302,51.612388610839844) (234,51.56465148925781) (701,51.5417594909668) (982,51.50062942504883) (679,51.49382781982422) (329,51.416446685791016) (292,51.395896911621094) (55,51.37569808959961) (182,51.28229904174805) (1090,51.270225524902344)
247: (11796,64.8845443725586) (8244,64.867431640625) (396,64.79358673095703) (11217,64.7568359375) (5087,64.6057357788086) (4324,64.56696319580078) (3927,64.4462890625) (1809,64.43368530273438) (1201,64.3420639038086) (3928,64.26634216308594) (926,64.23866271972656) (1857,64.1552734375) (498,64.11959075927734) (4177,64.04317474365234) (376,64.0344467163086) (3127,64.02835845947266) (7756,63.977413177490234) (2652,63.88657760620117) (4433,63.87080383300781) (5314,63.81581115722656)
248: (289,61.10781478881836)* (55,60.592437744140625) (352,60.539878845214844) (67,60.44989776611328) (67,60.44989776611328) (299,60.33357620239258) (544,60.26941680908203)* (302,60.216094970703125) (318,60.12974548339844) (674,60.095211029052734) (2094,60.01837158203125) (972,59.98784637451172) (323,59.923519134521484) (257,59.88637161254883) (528,59.87580108642578) (2091,59.75532913208008) (1034,59.731910705566406) (310,59.6501579284668) (294,59.6402473449707) (333,59.624507904052734)*
249: (475,61.527591705322266) (89,61.418582916259766) (2092,61.314491271972656) (1678,61.212860107421875) (779,61.18477249145508)* (1034,61.03601837158203) (488,60.999027252197266) (2432,60.9885139465332) (487,60.93003463745117) (209,60.92266082763672)* (1854,60.83561706542969) (1044,60.76932907104492) (466,60.73814392089844) (544,60.69310760498047) (524,60.67993927001953) (972,60.634681701660156) (300,60.57052993774414) (289,60.561702728271484) (45,60.54765319824219) (378,60.500858306884766)
250: (163,57.970027923583984)* (1110,57.07656478881836) (227,57.06492233276367) (614,57.030399322509766) (1639,57.02201843261719) (2637,56.97744369506836) (1202,56.955787658691406) (630,56.90361404418945) (562,56.8131103515625) (1425,56.794219970703125) (152,56.748714447021484) (857,56.74454879760742) (3354,56.66133499145508) (868,56.62058639526367) (200,56.578983306884766) (881,56.57081604003906) (235,56.5584716796875) (1216,56.538597106933594) (707,56.5016975402832) (3620,56.49454879760742)
251: (1513,54.37907791137695)* (855,53.8494873046875) (706,53.58019256591797)* (4164,53.58003616333008)* (8713,53.379371643066406) (422,53.362674713134766) (1654,53.064510345458984) (982,53.04486846923828) (7330,53.022926330566406) (917,52.93339920043945) (3746,52.8481330871582) (1412,52.807373046875) (4793,52.78015899658203)* (1669,52.72557067871094) (10124,52.571937561035156) (1369,52.54588317871094) (227,52.526641845703125) (5630,52.51975631713867) (4848,52.506813049316406) (1660,52.472137451171875)
252: (288,60.355045318603516)* (466,60.15845489501953)* (701,59.99995422363281) (528,59.83151626586914)* (318,59.696739196777344) (1934,59.62084197998047) (306,59.576194763183594) (291,59.48881912231445) (257,59.425594329833984) (67,59.42189025878906) (67,59.42189025878906) (681,59.41883850097656)* (523,59.40079116821289) (352,59.31928253173828) (544,59.281333923339844) (680,59.10956954956055) (299,59.102596282958984) (525,59.049034118652344) (293,59.041378021240234) (349,59.0306282043457)
253: (300,58.142303466796875) (679,58.13515090942383) (295,58.033084869384766)* (302,57.85092544555664)* (2523,57.72744369506836) (257,57.673866271972656) (889,57.592811584472656)* (461,57.435882568359375) (157,57.391761779785156) (291,57.303436279296875)* (265,57.269081115722656) (466,57.23305892944336) (1556,57.11709976196289) (523,57.09852981567383) (310,57.064178466796875)* (344,57.062679290771484) (299,57.00802993774414) (525,56.863548278808594) (903,56.79829025268555)* (1580,56.77494430541992)
254: (4164,58.59539031982422) (5630,58.39767074584961) (2652,58.09380340576172) (4750,58.05291748046875) (6120,57.782691955566406) (10401,57.6611213684082) (932,57.157962799072266) (1809,57.08565902709961) (1669,57.07701110839844) (12104,57.035316467285156) (412,56.901668548583984)* (1681,56.89584732055664) (3333,56.83926010131836) (10693,56.83820724487305) (11461,56.82783508300781) (3743,56.82484817504883) (6531,56.812835693359375) (1513,56.75076675415039)* (12957,56.714420318603516) (4201,56.712249755859375)
255: (1285,57.876380920410156) (2667,57.633399963378906) (174,57.40631866455078) (744,57.25460433959961) (2193,57.216678619384766) (2605,57.08095169067383) (1099,57.0577507019043) (2716,56.96380615234375) (56,56.95638656616211) (56,56.95638656616211) (748,56.83660888671875) (6288,56.737274169921875) (1978,56.72822952270508) (603,56.7264518737793)* (1401,56.504051208496094) (1226,56.45753860473633) (2702,56.40475845336914) (774,56.36054229736328) (2252,56.31772994995117) (3227,56.30320739746094)
256: (3332,54.512916564941406) (295,54.209678649902344)* (679,54.06455612182617) (542,54.027618408203125) (3173,53.9133415222168)* (288,53.85017013549805)* (714,53.76433563232422) (340,53.73490905761719) (889,53.731903076171875) (461,53.70479965209961) (3393,53.61203384399414) (903,53.569236755371094) (306,53.56398010253906)* (257,53.543792724609375)* (466,53.43034362792969)* (2523,53.318748474121094) (1775,53.278079986572266) (802,53.25755310058594) (298,53.25223922729492) (3741,53.186397552490234)
257: (11,67.28656768798828) (3087,66.57341003417969) (9,66.49896240234375)* (1277,66.22781372070312) (1292,66.13111114501953)* (31,66.02770233154297) (13,65.90538787841797) (36,65.79389953613281) (10,65.71947479248047)* (6875,65.71047973632812) (6873,65.63546752929688) (4871,65.53878784179688)* (1263,65.33654022216797) (5484,65.29582214355469) (1300,65.2628173828125) (17,65.15823364257812) (1294,65.13768768310547)* (6547,65.13720703125) (5670,65.09574127197266) (1253,65.09479522705078)
258: (292,61.783348083496094)* (674,61.64915466308594) (318,61.52172088623047) (300,61.450401306152344)* (790,61.40154266357422) (386,61.348236083984375) (352,61.2978515625)* (55,61.24203109741211) (299,61.04291915893555)* (323,61.005130767822266) (67,60.998714447021484) (67,60.998714447021484) (679,60.991058349609375) (544,60.91065216064453) (325,60.907649993896484)* (257,60.859100341796875) (291,60.80497741699219) (543,60.800537109375) (541,60.73421096801758) (908,60.69285583496094)
259: (1979,58.77307891845703) (198,58.752079010009766) (2226,58.559688568115234) (475,58.461158752441406) (1789,58.418907165527344) (174,58.399471282958984) (605,58.380741119384766) (512,58.378055572509766) (489,58.18296432495117) (3462,58.18128967285156) (278,58.12014389038086) (2247,58.04755401611328) (3227,58.013893127441406) (1104,57.946346282958984) (1099,57.91398620605469) (1285,57.889068603515625) (1613,57.833736419677734) (2735,57.76897048950195)* (4344,57.76443862915039) (1978,57.753963470458984)
260: (63,63.83305358886719) (63,63.83305358886719) (3863,63.65959548950195) (4988,63.60580825805664) (3982,63.54911422729492) (1009,63.489990234375) (4987,63.37407684326172) (175,63.244075775146484) (722,63.20122146606445) (3501,63.155723571777344) (69,63.14270782470703) (69,63.14270782470703) (384,63.09938430786133) (8002,63.08163070678711) (5568,62.89530563354492) (727,62.833003997802734) (151,62.826534271240234) (972,62.79978561401367) (161,62.626136779785156) (4437,62.620182037353516)
261: (779,60.7073974609375) (1187,60.67981719970703) (1100,60.654701232910156) (1195,60.49348831176758)* (2847,60.1479606628418) (3428,59.817100524902344) (3027,59.56951904296875) (2242,59.54426574707031) (1192,59.46238327026367) (1678,59.42937469482422) (537,59.358131408691406) (814,59.31648635864258) (2210,59.27082824707031) (2204,59.25981903076172) (808,59.221073150634766) (6191,59.20292282104492) (1197,59.184776306152344) (805,59.14910125732422)* (4166,59.12883377075195) (687,59.122474670410156)
262: (875,68.3171157836914) (3431,67.82920837402344) (1295,67.77098846435547) (3432,67.40975952148438) (1203,67.34474182128906) (18444,67.22970581054688) (10596,67.17030334472656) (1534,67.14449310302734) (4138,67.03608703613281) (1205,66.93814086914062) (861,66.78057098388672) (32,66.75492858886719) (34,66.72046661376953) (1253,66.61373901367188) (1217,66.49066925048828) (6575,66.44001770019531) (9,66.43119812011719) (1707,66.3907241821289) (9345,66.35835266113281) (18,66.3395767211914)
