userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
258: (294,10.652295112609863) (1032,10.448444366455078) (349,9.931788444519043)* (543,9.893458366394043) (1456,9.700340270996094) (320,9.642587661743164)* (802,9.63585090637207) (299,9.589546203613281)* (544,9.585850715637207) (1037,9.443097114562988) (318,9.432534217834473) (352,9.404595375061035)* (915,9.273818969726562) (1042,9.249218940734863) (458,9.206957817077637) (4814,9.1751708984375) (292,9.149564743041992)* (2020,9.145605087280273) (908,9.14013385772705) (257,9.089388847351074)
259: (7,10.289794921875) (1099,9.95064640045166) (1797,9.522638320922852) (475,9.302116394042969) (759,9.245503425598145) (2193,9.242453575134277) (1713,9.151721000671387) (3833,9.140193939208984) (407,9.095361709594727) (2731,9.048949241638184) (842,9.046469688415527) (1410,8.961312294006348) (4241,8.940442085266113) (512,8.911039352416992) (3827,8.897047996520996) (2735,8.88851261138916)* (1061,8.847638130187988) (768,8.812030792236328) (1786,8.794171333312988) (3767,8.699739456176758)
260: (63,10.8738374710083) (63,10.8738374710083) (187,10.299939155578613) (294,10.256288528442383) (72,9.989485740661621) (72,9.989485740661621) (251,9.412209510803223) (1001,9.176302909851074) (1713,9.15915584564209) (69,8.790154457092285) (69,8.790154457092285) (285,8.762703895568848)* (986,8.53331470489502) (474,8.51846981048584) (1081,8.492645263671875) (7,8.472367286682129) (3500,8.457571983337402) (1061,8.400973320007324) (75,8.380769729614258) (75,8.380769729614258)
261: (779,11.386279106140137) (3621,10.634418487548828) (512,10.549720764160156) (805,10.151912689208984)* (808,10.084328651428223) (815,9.99216079711914) (768,9.717864990234375) (814,9.535100936889648) (823,9.429801940917969) (1195,9.232542037963867)* (2210,9.126546859741211) (813,9.033451080322266) (1551,8.947525978088379) (4166,8.917413711547852) (2850,8.906939506530762) (2576,8.8853759765625) (1858,8.8342924118042) (1188,8.801007270812988)* (489,8.796785354614258) (2847,8.704607963562012)
262: (1790,12.09554386138916) (156,10.790308952331543) (163,10.760037422180176) (846,10.599075317382812) (1110,10.147526741027832) (1394,10.080307006835938) (1104,9.994969367980957) (841,9.724212646484375) (943,9.652872085571289) (812,9.6524019241333) (1113,9.532556533813477) (1131,9.506367683410645) (1119,9.44137191772461) (503,9.389223098754883) (188,9.371452331542969) (186,9.293624877929688)* (152,9.289726257324219) (3415,9.224627494812012) (3650,9.213323593139648) (603,9.199251174926758)
263: (1464,11.668413162231445) (187,11.029800415039062)* (72,10.254708290100098) (72,10.254708290100098) (289,10.243904113769531) (155,10.062387466430664) (172,9.789358139038086) (180,9.760594367980957) (3466,9.701446533203125) (63,9.54905891418457) (63,9.54905891418457) (77,9.402379035949707) (77,9.402379035949707) (3063,9.36825180053711) (511,9.247262954711914) (389,9.230106353759766) (294,8.975753784179688) (3501,8.874608993530273) (601,8.827384948730469) (265,8.815055847167969)
264: (1001,11.577783584594727)* (172,10.55422592163086) (155,10.385330200195312) (157,10.289161682128906)* (289,10.262073516845703) (1713,10.249380111694336) (1081,10.002718925476074) (294,9.988412857055664) (180,9.924092292785645) (253,9.595599174499512) (3501,9.591124534606934) (5000,9.317593574523926) (3063,9.241287231445312) (1892,9.13158130645752) (998,9.096475601196289) (994,9.0738525390625) (7,9.02767276763916) (511,9.014034271240234) (1061,9.012921333312988) (538,8.928693771362305)
265: (808,11.527413368225098) (3621,11.161096572875977) (813,10.602700233459473) (823,10.00497817993164) (4103,9.956780433654785) (1195,9.942403793334961)* (768,9.93712043762207) (2576,9.915170669555664) (978,9.871828079223633) (1179,9.842623710632324) (830,9.723847389221191) (377,9.723600387573242) (805,9.59382438659668) (1858,9.59017276763916) (1974,9.50670051574707) (1099,9.482165336608887) (500,9.42747974395752) (814,9.315817832946777) (5966,9.273113250732422) (497,9.238497734069824)
266: (1464,10.618350982666016) (157,10.29442024230957) (72,10.245850563049316) (72,10.245850563049316) (227,10.220389366149902) (172,10.192689895629883) (228,9.99096965789795) (316,9.58005428314209) (166,9.551629066467285) (229,9.401928901672363)* (180,9.337108612060547) (182,8.96532917022705)* (1122,8.961671829223633) (868,8.917226791381836) (63,8.879171371459961) (63,8.879171371459961) (959,8.740345001220703) (184,8.704804420471191)* (903,8.662412643432617) (538,8.616138458251953)*
267: (461,11.01347541809082)* (306,10.43804931640625) (691,9.933820724487305) (321,9.890037536621094) (455,9.88967227935791) (333,9.653663635253906) (679,9.648611068725586) (523,9.646284103393555) (294,9.602002143859863) (704,9.600969314575195) (300,9.534777641296387)* (293,9.361136436462402) (701,9.354635238647461) (349,9.333061218261719) (908,9.32296085357666)* (302,9.1709566116333) (1047,9.153005599975586) (693,9.148026466369629) (298,9.1281099319458) (528,9.091103553771973)*
268: (952,13.54452896118164)* (1369,13.025283813476562) (1364,11.483312606811523) (949,11.369503021240234) (868,11.268901824951172) (710,11.222723007202148) (1412,11.077953338623047)* (1358,10.628952980041504) (3473,10.449280738830566) (2463,10.411409378051758) (5485,10.41048812866211) (176,10.387786865234375) (2347,10.340991020202637) (2342,10.247079849243164) (843,10.056957244873047) (4270,10.032495498657227) (917,10.002724647521973) (6,9.998696327209473) (4460,9.963103294372559) (3476,9.83990478515625)
269: (187,11.403328895568848) (7,11.376460075378418)* (1713,10.877941131591797) (475,10.326692581176758) (1061,9.988260269165039) (172,9.640546798706055) (63,9.630720138549805) (63,9.630720138549805) (962,9.383737564086914) (1406,9.298284530639648) (472,9.23520565032959) (171,8.93112564086914) (1412,8.78622055053711) (56,8.780861854553223) (56,8.780861854553223) (952,8.727327346801758) (227,8.72159481048584) (1104,8.712201118469238) (1797,8.632638931274414) (159,8.532817840576172)
270: (1515,11.4595947265625) (1400,11.147830963134766) (432,10.326361656188965)* (420,10.248650550842285) (430,9.977944374084473) (207,9.882086753845215) (228,9.79829216003418) (1048,9.786255836486816) (424,9.72672176361084) (210,9.520796775817871) (1390,9.41523551940918) (425,9.375255584716797) (2524,9.331204414367676) (229,9.295588493347168) (757,9.226434707641602) (703,9.209724426269531) (428,9.171369552612305) (1090,9.155241966247559) (2277,9.150924682617188) (3797,9.133145332336426)
271: (461,12.977754592895508)* (455,11.523537635803223) (1032,11.025450706481934) (686,10.894927978515625) (320,10.798771858215332) (915,10.739349365234375) (318,10.53416919708252) (523,10.449296951293945)* (458,10.421012878417969) (466,10.385407447814941)* (468,10.357611656188965) (1456,10.332093238830566) (544,10.28372859954834) (314,10.251386642456055)* (2020,10.210759162902832) (1042,10.203042030334473) (802,10.167728424072266) (295,10.135319709777832)* (793,10.073657035827637) (344,10.042041778564453)*
273: (808,10.850083351135254) (1195,10.138777732849121) (768,10.118770599365234) (512,9.87979793548584) (2850,9.843503952026367) (1179,9.815052032470703) (3621,9.802530288696289) (198,9.569613456726074)* (497,9.5599946975708) (1196,9.435015678405762) (1188,9.392578125) (2847,9.364331245422363) (1181,9.346229553222656) (1180,9.244197845458984) (537,9.230437278747559) (4103,9.176131248474121) (1191,9.019155502319336) (5969,8.976057052612305) (1184,8.860909461975098) (1197,8.86074161529541)
274: (406,9.292265892028809) (2114,8.999228477478027) (2086,8.695293426513672) (9013,8.575873374938965) (3466,8.563979148864746) (3487,8.353608131408691) (409,8.331217765808105) (369,8.283132553100586) (3865,8.220518112182617) (405,8.205211639404297) (2106,8.172574996948242) (367,8.172476768493652) (5575,8.133922576904297) (2111,8.033105850219727) (967,7.904933452606201) (4110,7.882978439331055) (2097,7.880213260650635) (399,7.83499813079834) (2104,7.804409980773926) (9576,7.748826503753662)
275: (157,11.259357452392578) (172,10.046213150024414) (1073,10.009742736816406) (429,9.833324432373047) (1394,9.782574653625488) (599,9.642171859741211) (1062,9.620089530944824) (1014,9.55667495727539)* (880,9.461530685424805) (1013,9.451730728149414)* (3201,9.395795822143555) (63,9.191865921020508) (63,9.191865921020508) (61,9.157553672790527) (58,9.03481674194336) (58,9.03481674194336) (994,8.993812561035156) (190,8.92426872253418) (1886,8.920166015625)* (156,8.90392017364502)
277: (72,10.594035148620605) (72,10.594035148620605) (1713,9.874120712280273) (7,9.65695858001709) (233,9.352982521057129) (9,9.223119735717773) (450,9.195079803466797) (407,8.904190063476562) (238,8.900277137756348) (1099,8.873377799987793) (1394,8.658309936523438) (1295,8.57937240600586) (36,8.553210258483887) (1118,8.491053581237793) (88,8.443255424499512) (1075,8.35875129699707) (487,8.343973159790039) (1707,8.298086166381836) (489,8.255558013916016) (1061,8.17691421508789)
278: (288,12.344030380249023) (349,11.482941627502441) (320,11.345189094543457) (294,10.709454536437988) (461,10.399750709533691)* (455,10.208793640136719) (302,9.987133026123047) (701,9.919918060302734)* (466,9.58263111114502)* (295,9.565086364746094) (679,9.517424583435059)* (299,9.320816040039062) (680,9.30382251739502) (525,9.297152519226074) (325,9.209766387939453) (344,9.16344928741455) (686,9.087918281555176) (328,9.014047622680664) (528,9.00657844543457) (908,8.981534004211426)
279: (808,10.94174861907959) (815,10.140135765075684) (816,10.0360746383667) (814,9.972488403320312) (805,9.872441291809082) (3621,9.687161445617676) (813,9.543439865112305) (4103,9.40163516998291) (768,9.36783504486084) (2850,9.278898239135742) (1195,9.251875877380371) (1541,9.228468894958496) (2210,9.19953727722168) (809,9.045604705810547)* (1853,9.022249221801758) (4936,9.001337051391602) (2847,8.944707870483398) (4166,8.92416763305664) (830,8.895257949829102) (377,8.868131637573242)
280: (88,11.883869171142578) (903,11.873525619506836) (228,11.449972152709961) (229,11.178179740905762) (2521,10.706817626953125) (690,10.630205154418945) (56,10.5591459274292)* (56,10.5591459274292)* (532,10.555601119995117) (423,10.531496047973633) (1062,10.497775077819824) (1106,10.441532135009766) (757,10.422883033752441)* (2277,10.403724670410156) (81,10.29164981842041) (167,10.270882606506348)* (546,10.217879295349121) (65,10.1876220703125) (65,10.1876220703125) (172,10.145665168762207)
281: (1412,11.797441482543945) (868,11.47209358215332) (710,10.84880256652832) (2787,10.473339080810547) (163,10.301395416259766) (3473,10.212125778198242) (4349,10.189021110534668) (1372,10.17531967163086) (2347,10.130871772766113) (3470,10.006831169128418) (2343,9.824520111083984)* (843,9.684671401977539) (707,9.659492492675781)* (1366,9.631025314331055) (712,9.597441673278809) (607,9.40356159210205) (2345,9.35748291015625) (706,9.33941650390625) (1639,9.181604385375977) (3476,9.134095191955566)
282: (1369,14.501346588134766)* (212,12.495299339294434) (2347,11.351802825927734) (1425,11.1237211227417) (3470,11.06870174407959) (1639,11.00097942352295)* (2787,10.950109481811523) (1413,10.872796058654785)* (1415,10.767592430114746) (4675,10.752947807312012) (712,10.737208366394043) (1426,10.709771156311035) (2834,10.661727905273438) (735,10.65316104888916) (717,10.633378028869629) (1358,10.615654945373535)* (2346,10.385746002197266)* (730,10.36057186126709) (176,10.310611724853516) (1806,10.186909675598145)
283: (603,11.054280281066895) (1394,10.193242073059082) (64,10.095863342285156) (64,10.095863342285156) (58,10.010390281677246) (58,10.010390281677246) (72,10.002240180969238) (72,10.002240180969238) (1827,9.89474868774414) (1075,9.838052749633789) (159,9.823634147644043) (1713,9.771242141723633) (1062,9.724347114562988) (156,9.686921119689941) (1073,9.68411922454834) (429,9.589859962463379) (599,9.529208183288574) (84,9.3995943069458) (1983,9.390640258789062) (53,9.218684196472168)
284: (614,10.491868019104004) (707,10.298920631408691) (1412,10.196012496948242) (226,9.74758529663086) (1873,9.747241020202637) (220,9.721267700195312) (234,9.693038940429688) (1974,9.646791458129883) (163,9.637472152709961) (227,9.63337516784668) (917,8.885923385620117) (377,8.74532699584961) (3462,8.698128700256348) (1119,8.69575023651123) (190,8.661368370056152) (233,8.646604537963867) (1249,8.581707000732422) (964,8.441213607788086) (230,8.426167488098145) (1099,8.383757591247559)
285: (1412,10.039445877075195) (1249,9.844964981079102) (868,9.776421546936035) (227,9.20251178741455) (2352,9.177787780761719) (614,9.114460945129395)* (230,9.09842586517334) (234,9.002177238464355)* (951,8.863741874694824) (932,8.814474105834961)* (190,8.783544540405273) (705,8.778969764709473) (4087,8.68454647064209) (959,8.639638900756836) (439,8.508749008178711)* (176,8.407797813415527) (166,8.324968338012695) (952,8.235712051391602) (712,8.21103572845459) (2347,8.200608253479004)
286: (289,14.138351440429688)* (294,12.093684196472168)* (349,11.202865600585938)* (257,10.65867805480957)* (913,10.631420135498047) (299,10.61678695678711) (523,10.553585052490234) (89,10.553285598754883)* (55,10.502913475036621) (300,10.387395858764648)* (325,10.19701099395752) (318,10.171859741210938) (328,10.104960441589355) (466,10.088837623596191) (972,9.979907989501953) (352,9.95770263671875) (161,9.949636459350586) (790,9.915910720825195) (1032,9.865324020385742) (544,9.827981948852539)
288: (707,10.070898056030273)* (3621,9.84495735168457) (4103,9.65726089477539) (512,9.414724349975586) (959,9.099777221679688) (703,9.082929611206055) (5237,9.06008529663086)* (226,8.90965461730957) (1108,8.603291511535645) (5232,8.36618423461914) (511,8.35007095336914) (198,8.261908531188965) (1104,8.229825973510742) (903,8.113300323486328) (4649,8.081719398498535) (1110,8.051868438720703) (952,7.974234580993652) (939,7.8417229652404785) (941,7.799946308135986) (898,7.7524213790893555)
289: (1515,11.696125030517578) (228,11.356451988220215)* (230,11.224513053894043)* (540,10.962169647216797)* (190,10.681632041931152)* (207,10.645029067993164)* (209,10.609231948852539) (537,10.594841957092285) (687,10.474862098693848) (403,10.473402976989746)* (498,10.296293258666992)* (1048,10.07508659362793) (1186,9.981792449951172)* (481,9.645337104797363)* (689,9.522743225097656) (1047,9.417219161987305) (704,9.39792537689209) (982,9.394895553588867) (65,9.325345039367676)* (65,9.325345039367676)*
290: (72,12.111939430236816) (72,12.111939430236816) (187,11.994787216186523) (1713,10.613226890563965) (157,10.452600479125977) (997,10.372323989868164) (998,10.277833938598633) (159,10.238384246826172)* (1464,10.077762603759766) (1013,10.029090881347656) (511,9.999259948730469) (1892,9.914562225341797) (193,9.635879516601562)* (1889,9.589186668395996) (172,9.524515151977539) (3201,9.505928039550781) (59,9.386731147766113) (63,9.235908508300781) (63,9.235908508300781) (1076,9.234108924865723)*
291: (3925,10.542794227600098) (699,10.341113090515137) (1032,10.054912567138672) (306,9.809229850769043) (9848,9.587468147277832) (294,9.417922973632812) (5232,9.314865112304688) (691,9.250602722167969) (1454,9.215327262878418) (9518,9.084057807922363) (9257,9.084035873413086) (890,9.055458068847656) (6867,8.990105628967285) (6428,8.95203971862793) (14788,8.93739128112793) (6690,8.885590553283691) (4562,8.793313980102539) (17206,8.781562805175781) (329,8.76762866973877) (1684,8.760032653808594)
292: (868,11.777756690979004)* (562,9.694539070129395) (614,9.662238121032715) (609,9.650403022766113) (2624,9.538224220275879) (202,9.348278999328613) (1639,9.330196380615234) (1119,9.315555572509766) (735,9.281503677368164)* (1413,9.007345199584961) (1806,8.996317863464355)* (2265,8.804245948791504) (1804,8.789091110229492) (733,8.672264099121094) (712,8.655994415283203) (630,8.636396408081055) (197,8.591743469238281) (917,8.49450397491455) (1122,8.46630573272705) (1415,8.456886291503906)
