userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
198: (412,56.62492752075195) (815,56.41945266723633) (537,56.29561233520508) (500,56.248512268066406) (507,56.20340347290039) (4821,56.19701385498047) (198,56.093116760253906) (1192,56.077667236328125) (805,56.06157684326172) (823,56.04918670654297)* (768,55.973018646240234) (818,55.889835357666016) (5966,55.877681732177734) (383,55.86794662475586) (1116,55.79350662231445) (209,55.706878662109375) (814,55.684268951416016) (1091,55.676475524902344) (3721,55.67190170288086) (3428,55.65141296386719)
200: (1369,49.27652359008789) (163,49.02873229980469)* (868,48.95649719238281) (706,48.72762680053711)* (2343,48.29598617553711) (1249,48.274837493896484) (735,48.20701599121094) (72,48.192440032958984) (72,48.192440032958984) (1415,48.19089889526367)* (707,48.16524124145508) (599,48.120391845703125) (2347,48.11383819580078)* (180,48.103633880615234) (1372,48.07734680175781) (1244,48.065433502197266) (975,47.932167053222656) (2787,47.90655517578125)* (51,47.839447021484375) (2901,47.81026840209961)
201: (72,50.835208892822266)* (72,50.835208892822266)* (959,50.768707275390625) (46,50.66591262817383) (157,50.571693420410156) (1705,50.39790344238281) (389,50.25088882446289) (163,50.19922637939453) (18,50.19328308105469) (511,50.18687057495117) (961,50.15336990356445) (67,49.9630012512207) (67,49.9630012512207) (172,49.91051483154297) (1121,49.90580749511719) (910,49.885841369628906) (930,49.87781524658203) (227,49.87131118774414) (599,49.76104736328125) (1464,49.65631103515625)
202: (841,53.2087287902832) (917,52.4083137512207)* (707,52.40200424194336)* (918,52.18376541137695)* (1281,52.14586639404297) (949,52.051090240478516) (953,51.93370056152344) (1358,51.80844497680664) (1274,51.76373291015625) (25,51.703208923339844) (15,51.5809440612793) (1369,51.30247497558594) (198,51.2437744140625) (920,51.18578338623047) (1360,51.16732406616211) (2970,51.148677825927734)* (1261,51.06315231323242) (2963,51.01576232910156) (1338,50.998680114746094) (1104,50.919822692871094)*
203: (779,55.77996826171875) (1541,55.155181884765625)* (808,54.690330505371094) (1672,54.484954833984375) (823,54.32398986816406) (830,54.32176208496094) (818,54.244693756103516) (507,54.233951568603516) (377,54.2240104675293) (1185,54.21169662475586) (1044,54.20876693725586) (810,54.152984619140625)* (3239,54.09675216674805) (1195,54.052215576171875) (2959,54.01058578491211) (1868,53.964969635009766) (497,53.95220947265625) (1853,53.90693664550781) (1678,53.86390686035156) (537,53.841041564941406)
204: (1645,52.470218658447266) (13260,51.95652389526367) (4724,51.62692642211914) (1192,51.61186981201172) (8469,51.5166015625) (4837,51.357765197753906) (1228,51.3307991027832) (4821,51.293663024902344) (1046,51.190242767333984) (10955,51.170433044433594) (412,51.11018753051758) (12496,51.081932067871094) (4185,51.07261276245117)* (3333,50.89131164550781) (13431,50.8724250793457) (6228,50.846466064453125) (5641,50.788204193115234) (4201,50.729732513427734)* (6293,50.67011642456055) (15436,50.661834716796875)
205: (377,60.097721099853516) (1099,60.08079528808594) (6439,59.952789306640625) (7639,59.95144271850586) (779,59.62577438354492)* (808,59.601627349853516) (1179,59.58042526245117) (489,59.40699768066406) (198,59.38668441772461) (460,59.25140380859375)* (2193,59.22349548339844) (475,59.16102600097656) (512,59.0419807434082) (1191,58.9996452331543) (9766,58.959537506103516) (493,58.94121170043945) (13377,58.92916488647461) (514,58.87943649291992) (517,58.82416915893555) (497,58.809654235839844)
206: (3053,55.477500915527344) (154,55.33018112182617)* (1090,55.266944885253906) (190,54.997745513916016) (65,54.90211486816406) (65,54.90211486816406) (72,54.84184646606445) (72,54.84184646606445) (182,54.827152252197266) (220,54.825557708740234) (9766,54.77225875854492) (432,54.6708869934082) (228,54.618865966796875) (88,54.61402893066406) (420,54.60023498535156) (234,54.51897430419922) (203,54.514461517333984) (1978,54.49742126464844) (424,54.398433685302734) (1048,54.35384750366211)
207: (691,55.546295166015625) (498,55.23028564453125) (300,55.19961166381836) (288,54.96896743774414) (289,54.90094757080078) (344,54.698062896728516) (298,54.58098220825195) (1934,54.54801940917969) (331,54.5037727355957) (527,54.471797943115234) (679,54.456390380859375) (689,54.40245819091797) (690,54.298255920410156) (548,54.28744888305664) (681,54.27960205078125) (680,54.232051849365234) (475,54.22237777709961) (306,54.098106384277344) (461,54.02111053466797) (324,53.98894119262695)
208: (1214,48.87675094604492) (1254,48.16634750366211)* (3509,48.141517639160156) (949,47.68710708618164) (1261,47.658409118652344) (3806,47.56301498413086) (2970,47.453765869140625) (4273,47.434574127197266)* (48,47.359840393066406) (1358,47.23442077636719)* (1531,47.033607482910156) (1353,47.02473449707031) (5667,46.99951171875) (2654,46.94218444824219) (6258,46.91816329956055) (3,46.90787887573242) (5689,46.90204620361328) (1264,46.88493728637695) (23,46.85258102416992) (7922,46.82813262939453)
209: (333,50.62340545654297)* (89,50.5526008605957) (466,50.30548095703125) (292,50.253562927246094)* (679,50.206520080566406) (701,50.1949348449707) (544,49.80753707885742) (498,49.7720947265625)* (291,49.661014556884766)* (458,49.648563385009766) (903,49.622459411621094) (344,49.505374908447266) (464,49.461551666259766) (704,49.30687713623047) (161,49.29081344604492) (298,49.265811920166016) (542,49.11772155761719) (157,49.083614349365234) (1456,49.04315185546875) (802,49.029632568359375)
210: (6245,55.8519287109375) (9869,55.436920166015625) (3053,55.3458251953125) (377,55.30025100708008) (75,55.180908203125) (75,55.180908203125) (5254,55.144073486328125) (1104,55.09911346435547) (486,54.96133804321289) (475,54.913578033447266) (153,54.7824592590332) (529,54.7712516784668) (30,54.67500686645508) (11170,54.65596008300781) (6246,54.53101348876953) (6926,54.48271942138672) (3988,54.463470458984375) (7,54.46229553222656) (5532,54.459136962890625) (306,54.311832427978516)
211: (1072,55.5029411315918)* (190,55.132389068603516)* (70,54.82504653930664) (1104,54.64254379272461) (1075,54.470951080322266) (3053,54.40169143676758) (1099,54.26630401611328) (1791,54.24755859375) (377,54.1988525390625) (1379,54.18174362182617) (159,54.1588134765625) (234,54.10794448852539) (3046,54.06760787963867) (220,54.0583381652832)* (7,54.028358459472656) (88,54.0207405090332) (1055,54.00554275512695) (207,53.926082611083984) (4075,53.87195587158203) (182,53.87165832519531)
212: (960,48.17889404296875) (7930,47.35445785522461) (925,47.33713150024414) (934,47.07672119140625) (958,47.0208740234375) (939,46.93299865722656) (926,46.93044662475586) (1347,46.85110855102539) (956,46.813499450683594) (6284,46.75858688354492) (929,46.756797790527344) (948,46.756797790527344) (1350,46.75367736816406)* (5724,46.7521858215332) (938,46.700439453125) (3864,46.691707611083984) (935,46.687828063964844) (950,46.60969161987305) (5076,46.56270217895508) (933,46.56208419799805)
213: (503,52.59153366088867) (377,52.3641357421875)* (517,52.03586196899414)* (1145,51.792545318603516) (488,51.60974884033203) (497,51.60313415527344) (1854,51.592472076416016) (726,51.57735824584961) (1116,51.39818572998047)* (1131,51.300270080566406) (1406,51.23573684692383) (220,51.19683074951172)* (808,51.19318771362305) (230,51.0950813293457) (486,51.06251525878906) (917,51.02938461303711) (1104,51.02605438232422) (806,50.89540100097656) (930,50.893775939941406) (2379,50.882179260253906)
214: (289,50.604122161865234)* (378,50.38290023803711) (55,50.25638961791992)* (180,50.066505432128906) (333,49.99528884887695) (455,49.853031158447266) (959,49.67856979370117)* (257,49.672298431396484) (951,49.63243103027344)* (291,49.615726470947266) (310,49.58259201049805) (349,49.57777786254883)* (161,49.56975173950195) (679,49.51414108276367) (316,49.4390869140625) (1244,49.43449401855469)* (1249,49.43378829956055) (155,49.41249084472656) (265,49.352935791015625) (2498,49.33686447143555)
215: (220,49.803436279296875) (447,49.72837829589844) (227,49.63276672363281) (1778,49.389034271240234) (234,49.148223876953125) (163,49.03227233886719) (6724,48.9594612121582) (6678,48.88791275024414) (200,48.78526306152344) (3058,48.77861404418945) (3019,48.62709426879883) (366,48.603275299072266) (982,48.58955383300781) (65,48.46735763549805) (65,48.46735763549805) (2339,48.45431900024414) (2524,48.41521072387695) (1412,48.34111785888672) (190,48.315799713134766) (154,48.23288345336914)
216: (757,55.9340934753418) (173,55.20539855957031) (1098,55.09224319458008) (1409,55.00984191894531) (450,55.00735855102539) (72,54.840152740478516)* (72,54.840152740478516)* (190,54.80714416503906) (229,54.695655822753906) (526,54.66389465332031) (703,54.62420654296875) (432,54.596343994140625) (70,54.59047317504883) (3186,54.57200622558594) (7324,54.529354095458984) (154,54.4754638671875) (64,54.47517013549805) (64,54.47517013549805) (532,54.46089553833008) (40,54.313297271728516)
217: (1207,52.730621337890625) (3436,52.07281494140625) (3354,51.75385284423828) (10742,51.41267013549805) (9455,51.19911575317383) (2633,51.03999328613281) (12599,50.92993927001953) (863,50.891273498535156) (3444,50.832984924316406) (554,50.773372650146484) (3011,50.773170471191406) (2873,50.73616027832031) (6146,50.62230682373047) (8423,50.56566619873047) (2898,50.55401611328125) (4520,50.4887809753418) (3511,50.484703063964844) (563,50.46702575683594) (1655,50.43146514892578) (197,50.43082809448242)
218: (234,55.24198532104492) (220,54.84402847290039) (190,54.68547439575195) (1513,54.65153121948242) (706,54.56101989746094)* (226,54.49795913696289) (982,54.4670295715332) (173,54.36467742919922) (1249,54.06058120727539) (233,54.04206085205078) (230,53.918209075927734) (1817,53.90602493286133) (159,53.845680236816406) (533,53.82447052001953) (7,53.811744689941406) (517,53.78800582885742) (377,53.77385330200195) (424,53.766624450683594) (486,53.71865463256836) (3739,53.701499938964844)
219: (498,55.32289505004883)* (475,54.936546325683594) (209,54.86265182495117) (230,54.71986389160156) (488,54.53007507324219) (1186,54.50297927856445) (540,54.4389533996582) (536,54.3361701965332) (497,54.293128967285156) (537,54.25941467285156) (499,54.193458557128906)* (403,54.187801361083984) (1672,54.15666198730469) (371,54.009765625) (412,54.0050048828125) (378,53.85265350341797) (472,53.81067657470703) (190,53.76720428466797)* (808,53.75044250488281) (1866,53.65000915527344)
220: (429,46.97791290283203)* (1239,46.8530158996582) (618,46.752685546875) (1755,46.6998405456543) (199,46.57573699951172) (3468,46.570064544677734) (439,46.55843734741211) (5414,46.51948165893555) (434,46.44459533691406) (1090,46.401920318603516) (428,46.334449768066406) (554,46.31170654296875) (2606,46.301727294921875) (1766,46.26618957519531) (1242,46.261356353759766) (8710,46.172096252441406) (3747,46.15535354614258) (4793,46.12671661376953) (1515,46.09934616088867) (863,46.081302642822266)
223: (289,50.74187088012695)* (333,50.57044982910156)* (89,50.5164909362793) (291,50.3128662109375)* (344,50.29938888549805)* (701,50.26401138305664) (302,50.254737854003906)* (466,50.0953254699707) (306,50.0692024230957) (257,49.881202697753906) (67,49.45075988769531) (67,49.45075988769531) (55,49.386844635009766) (498,49.30881118774414) (680,49.28768539428711) (458,49.28419876098633) (301,49.19256591796875) (298,49.191650390625) (525,49.17891311645508) (903,49.171913146972656)
224: (874,50.87245178222656) (2938,50.87009811401367) (511,50.6756706237793) (1001,50.617374420166016) (2531,50.5050048828125) (2029,50.3132438659668) (98,50.304412841796875) (3281,50.24836730957031) (163,50.23259735107422) (985,50.23036193847656)* (959,50.228126525878906) (187,50.11274337768555)* (715,50.062957763671875)* (1073,50.03669738769531) (1013,49.93223571777344)* (203,49.92136001586914) (1089,49.91559982299805) (863,49.91253662109375) (851,49.83859634399414) (857,49.825279235839844)*
225: (813,53.82571029663086)* (815,53.78765106201172) (785,53.542518615722656)* (806,52.961978912353516) (805,52.95756149291992) (833,52.94944763183594) (842,52.937652587890625)* (500,52.91912841796875) (846,52.77829360961914) (5066,52.76570510864258) (834,52.75879669189453) (3543,52.751651763916016) (818,52.74988555908203) (808,52.727020263671875) (841,52.722381591796875)* (953,52.698543548583984) (1281,52.64889907836914) (8261,52.59269714355469) (2211,52.5014762878418) (823,52.470802307128906)
226: (300,51.43675231933594)* (466,51.3839111328125)* (461,51.05974578857422)* (288,50.92137145996094)* (292,50.8796272277832)* (306,50.534889221191406)* (704,50.38145446777344) (464,50.33578109741211) (686,50.315677642822266)* (528,50.22980499267578) (458,50.13724899291992) (299,50.02893829345703) (55,49.908687591552734) (2020,49.79946517944336) (293,49.75196838378906) (802,49.69007873535156)* (352,49.687618255615234) (908,49.60790252685547) (680,49.57282638549805) (646,49.54261016845703)
227: (288,52.58659362792969)* (686,52.47693634033203) (528,52.340423583984375) (89,52.28007507324219)* (1037,52.24266815185547) (318,52.2230110168457) (1034,51.87736129760742) (524,51.736629486083984) (1904,51.724708557128906)* (302,51.69279861450195)* (325,51.66344451904297) (344,51.607627868652344)* (306,51.559993743896484) (523,51.50164794921875) (375,51.42980194091797) (701,51.39558029174805)* (349,51.27336502075195)* (323,51.26477813720703) (374,51.175655364990234) (797,51.174407958984375)
228: (1732,52.88630676269531) (6685,52.48320007324219) (11623,52.00987243652344) (1242,51.986480712890625) (2633,51.98406219482422) (2629,51.92043685913086) (7148,51.90869140625) (9032,51.837615966796875) (7145,51.8278923034668) (9542,51.7740364074707) (12051,51.57265853881836) (12599,51.51448440551758) (11900,51.41682815551758) (227,51.350284576416016) (1160,51.30977249145508) (2401,51.2344970703125) (212,51.22295379638672)* (6824,51.19865798950195) (8109,51.132286071777344) (3299,51.1286506652832)
229: (378,55.41775131225586) (475,55.23801040649414) (377,55.12202072143555) (89,54.96620178222656)* (1114,54.90378952026367) (157,54.828575134277344) (955,54.665985107421875) (289,54.644615173339844)* (67,54.59539794921875) (67,54.59539794921875) (1705,54.49801254272461) (2014,54.34116744995117) (190,54.23429870605469) (300,54.227142333984375) (1613,54.213409423828125) (302,54.109214782714844) (333,54.10691833496094) (288,54.106849670410156)* (71,54.058746337890625) (71,54.058746337890625)
230: (466,50.401432037353516)* (295,50.311161041259766) (2094,50.06135940551758) (679,49.957794189453125) (701,49.90776824951172)* (523,49.629817962646484) (544,49.61878967285156)* (157,49.55226135253906) (352,49.46333312988281) (298,49.430110931396484) (972,49.41818618774414) (681,49.374366760253906) (686,49.33759689331055) (374,49.30368423461914)* (360,49.282379150390625) (525,49.21364974975586) (310,49.12723922729492) (2523,49.08084487915039) (528,49.06764221191406) (680,49.02776336669922)
231: (317,55.34418869018555)* (314,55.21096420288086) (328,55.047943115234375)* (531,54.87861633300781) (1042,54.851287841796875) (333,54.63484191894531) (1451,54.586727142333984) (461,54.54081726074219)* (309,54.45323944091797) (4814,54.43350601196289) (1456,54.42012405395508) (1457,54.364078521728516) (644,54.359901428222656)* (302,54.3325309753418) (1450,54.31571578979492) (544,54.28865432739258) (310,54.14944076538086) (55,54.14433288574219) (257,54.08041763305664)* (5534,54.03544235229492)
232: (67,52.34846496582031)* (67,52.34846496582031)* (475,52.2133674621582) (328,52.145023345947266) (329,52.009666442871094) (378,51.84200668334961) (377,51.83244323730469) (300,51.768375396728516) (302,51.68250274658203) (288,51.66660690307617)* (157,51.5426139831543) (468,51.50940704345703) (331,51.48865509033203) (330,51.442073822021484) (486,51.42811965942383) (161,51.40684509277344) (333,51.38174057006836) (701,51.306724548339844) (65,51.290348052978516) (65,51.290348052978516)
