userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
171: (154,16.005043029785156)* (227,13.211362838745117) (217,11.222940444946289) (173,10.609308242797852) (1090,9.896376609802246) (56,9.79442024230957) (56,9.79442024230957) (230,9.71169662475586) (220,9.585855484008789)* (1400,9.550093650817871)* (159,9.405782699584961) (424,9.359993934631348) (234,9.093542098999023) (425,9.07050895690918) (418,8.901749610900879) (757,8.830062866210938)* (1375,8.554537773132324) (199,8.55256462097168) (1239,8.533710479736328) (225,8.46185302734375)
172: (72,14.305482864379883) (72,14.305482864379883) (229,13.696173667907715) (159,12.454419136047363) (65,11.51893424987793) (65,11.51893424987793) (233,10.671285629272461) (1090,10.658815383911133) (450,10.35810661315918) (225,9.875463485717773) (56,9.844837188720703) (56,9.844837188720703) (425,9.81263542175293) (1098,8.984895706176758) (227,8.93637466430664) (757,8.915854454040527) (1151,8.894289016723633) (533,8.880370140075684) (1376,8.836800575256348) (59,8.720744132995605)
173: (227,23.96013069152832)* (154,16.147367477416992)* (65,14.454123497009277) (65,14.454123497009277) (230,13.23070240020752) (228,12.732340812683105) (220,12.513500213623047) (533,11.991902351379395) (982,11.971013069152832) (229,11.682300567626953) (234,11.4420166015625) (706,11.063961029052734) (439,10.488777160644531)* (1090,10.28267765045166) (163,10.173043251037598)* (217,10.12330150604248) (1545,10.026918411254883) (707,9.96307373046875)* (1249,9.940666198730469) (377,9.82781982421875)
174: (227,13.744226455688477) (316,9.076268196105957) (344,8.960124969482422) (3057,8.781429290771484) (157,8.768470764160156) (212,8.635462760925293) (3081,8.58242416381836) (311,8.334543228149414) (697,8.288333892822266) (679,8.209726333618164) (3110,8.155012130737305) (366,8.118409156799316) (71,8.102141380310059) (71,8.102141380310059) (265,7.912107944488525) (360,7.893296241760254) (1772,7.748865127563477) (1244,7.682231903076172) (3206,7.674238204956055) (889,7.546692848205566)
175: (1459,15.289390563964844)* (892,15.032325744628906) (5267,13.938728332519531) (681,13.78022575378418) (311,13.689311027526855) (1447,13.354371070861816)* (321,13.320100784301758) (3489,13.206783294677734) (342,13.095370292663574) (1684,13.086195945739746) (3583,12.741071701049805)* (325,12.503602027893066) (465,12.477666854858398)* (333,12.456623077392578) (701,12.160901069641113) (2977,12.085227012634277) (786,12.004863739013672) (3081,11.99760627746582) (3584,11.990828514099121) (2456,11.979835510253906)
176: (190,16.59170913696289) (159,15.184582710266113) (599,14.104646682739258) (418,13.144369125366211) (229,12.87498664855957) (225,12.25202751159668)* (757,11.758729934692383) (1062,11.621297836303711) (1098,11.362983703613281) (81,11.295709609985352) (3767,11.228022575378418)* (207,11.08384895324707) (238,10.995796203613281) (450,10.810192108154297)* (56,10.691903114318848) (56,10.691903114318848) (65,10.658548355102539) (65,10.658548355102539) (425,10.656899452209473) (3057,10.470678329467773)
177: (163,18.168012619018555)* (1412,12.086352348327637)* (154,10.485803604125977)* (152,10.436470985412598)* (707,10.381647109985352) (841,10.152975082397461) (920,10.093063354492188) (1358,9.502342224121094) (735,9.413968086242676) (1131,9.106122970581055) (1639,9.02268123626709)* (868,8.748858451843262) (607,8.433366775512695)* (599,8.397701263427734)* (233,8.303884506225586) (918,8.23939037322998) (1119,8.097602844238281) (234,8.075172424316406) (72,7.992633819580078) (72,7.992633819580078)
178: (841,16.0833683013916) (163,14.302783966064453) (1369,11.181428909301758) (152,11.078374862670898) (15,10.761797904968262) (920,10.761683464050293) (1214,10.485506057739258) (1358,10.041879653930664) (4271,10.01602840423584) (1131,10.008298873901367) (2763,9.988054275512695) (3445,9.976860046386719) (1360,9.858485221862793) (949,9.632822036743164)* (918,9.422812461853027) (854,9.346389770507812) (186,9.342155456542969) (1412,9.29023551940918) (12,9.217723846435547) (370,9.181264877319336)
179: (89,21.489574432373047)* (190,16.828542709350586) (333,15.768251419067383)* (65,15.209732055664062) (65,15.209732055664062) (229,14.437189102172852) (67,14.183589935302734)* (67,14.183589935302734)* (295,13.920692443847656) (306,12.976673126220703) (207,12.242124557495117) (230,12.204242706298828)* (701,11.730325698852539) (209,11.344660758972168) (154,11.204805374145508) (302,11.075387001037598) (298,11.060333251953125) (228,10.912477493286133) (55,10.663506507873535) (540,10.430379867553711)
180: (154,16.41967010498047) (841,15.79629135131836) (503,15.34695053100586) (845,15.265851020812988) (3442,15.174729347229004) (4271,14.984254837036133) (10449,14.796375274658203) (1206,14.327936172485352) (370,14.327005386352539) (512,13.870537757873535) (3792,13.470701217651367) (188,13.36178970336914) (1131,13.32787799835205) (234,13.298556327819824) (2471,13.253233909606934) (2473,13.198722839355469) (1992,12.890772819519043) (12325,12.883581161499023) (2493,12.867581367492676) (4194,12.854265213012695)
181: (72,26.793445587158203) (72,26.793445587158203) (154,18.39270782470703) (89,17.721588134765625) (234,17.562524795532227)* (159,17.230426788330078) (233,16.848825454711914) (3280,16.70521354675293) (512,16.685222625732422) (757,16.527700424194336) (1104,16.416940689086914)* (412,16.33191680908203) (3768,16.077800750732422) (30,15.797120094299316) (67,15.792490005493164) (67,15.792490005493164) (1295,15.721460342407227) (4216,15.516231536865234) (56,15.379030227661133) (56,15.379030227661133)
182: (227,12.823201179504395) (2044,11.144993782043457) (356,11.061610221862793) (157,11.057454109191895) (2101,10.956713676452637) (718,10.539461135864258) (3057,10.332520484924316) (1705,10.290166854858398) (2051,10.169933319091797) (3466,10.157768249511719) (366,10.145692825317383) (5072,10.081672668457031) (390,9.959814071655273) (1489,9.87667465209961) (4542,9.833456039428711) (63,9.744604110717773) (63,9.744604110717773) (4706,9.742670059204102) (683,9.606258392333984) (5375,9.542470932006836)
183: (227,12.836017608642578) (163,12.142692565917969)* (599,10.835315704345703) (959,9.604876518249512) (51,9.591215133666992) (1001,8.613227844238281) (59,8.30392074584961)* (190,8.257270812988281) (173,8.191086769104004) (868,8.058348655700684) (441,7.638784408569336) (157,7.411651611328125)* (238,7.3400559425354) (1895,6.927046298980713) (98,6.8353590965271) (1014,6.8250412940979) (187,6.7850165367126465) (1073,6.770018577575684) (203,6.769651412963867) (229,6.749150276184082)
184: (238,8.52475643157959)* (159,8.397344589233398) (172,8.336929321289062) (1072,7.955010890960693) (1713,7.883790016174316) (233,7.770784854888916) (229,7.636425018310547) (3186,7.627781867980957) (56,7.492526054382324) (56,7.492526054382324) (1001,7.430365562438965) (1062,7.314903736114502) (1075,7.262261390686035) (51,7.220439434051514) (5079,7.070104598999023) (1384,6.943556785583496) (58,6.799600124359131) (58,6.799600124359131) (1061,6.774136543273926) (1394,6.772286415100098)
185: (67,18.82831573486328) (67,18.82831573486328) (157,18.699420928955078) (227,17.771835327148438) (3966,17.233482360839844) (190,16.609643936157227) (187,15.85151481628418)* (511,15.642887115478516) (99,14.383956909179688) (1892,14.347616195678711) (959,14.204936981201172) (599,14.009008407592773) (1013,13.362862586975098)* (100,13.315731048583984) (1019,13.311758995056152) (91,12.966817855834961) (3768,12.95633316040039) (715,12.887351989746094) (993,12.828283309936523) (65,12.2404203414917)
186: (300,13.427419662475586)* (89,12.969110488891602)* (486,11.805658340454102) (461,10.445978164672852) (2080,10.34688949584961) (1673,10.238031387329102) (1044,10.23341178894043) (209,10.166678428649902) (1246,10.154589653015137) (1034,9.95054817199707) (542,9.795793533325195) (1045,9.668872833251953) (540,9.62159538269043) (325,9.575519561767578) (497,9.52012825012207) (536,9.515632629394531) (646,9.387382507324219) (1456,9.367210388183594) (1041,9.299418449401855) (802,9.166268348693848)
187: (72,20.722816467285156)* (72,20.722816467285156)* (163,13.297513008117676)* (511,11.209596633911133) (67,10.542688369750977) (67,10.542688369750977) (1412,10.39648151397705) (157,10.303635597229004) (99,10.191715240478516) (868,9.74897289276123) (159,9.495994567871094)* (1001,9.365050315856934) (59,9.28931999206543) (193,8.929119110107422)* (1013,8.835700035095215)* (190,8.66938591003418) (735,8.215693473815918) (715,8.043432235717773) (1014,8.03903579711914) (1079,7.817310810089111)
189: (234,13.78283405303955)* (1104,13.039728164672852) (154,12.91834545135498) (486,12.782430648803711)* (487,12.222920417785645) (500,11.620811462402344) (497,11.46141242980957) (504,11.185051918029785) (1672,11.168163299560547) (220,11.02171516418457) (488,10.917276382446289) (1974,10.723024368286133) (209,10.639947891235352) (65,10.60683536529541) (65,10.60683536529541) (806,10.518207550048828) (229,10.433637619018555) (159,10.386310577392578) (1116,10.368465423583984)* (779,10.360677719116211)
190: (157,14.073808670043945) (5249,13.458724975585938) (288,12.357477188110352) (637,12.24737548828125) (788,12.230010986328125) (787,12.194833755493164) (641,12.067281723022461) (3570,12.05441951751709) (89,11.869304656982422) (792,11.754502296447754) (2396,11.730982780456543) (660,11.710110664367676) (265,11.420806884765625) (669,11.332281112670898) (295,11.013558387756348) (2462,11.00906753540039) (258,10.873741149902344) (3060,10.638399124145508) (354,10.408802032470703) (701,10.274951934814453)
191: (3768,11.289481163024902) (1707,10.97329330444336) (3280,10.803451538085938) (173,10.43348503112793) (64,10.219416618347168) (64,10.219416618347168) (190,10.125669479370117)* (59,10.068063735961914) (30,10.007196426391602) (67,9.722311019897461) (67,9.722311019897461) (159,9.614034652709961) (70,9.523463249206543) (880,9.188332557678223) (4316,9.160380363464355) (153,9.150690078735352) (1075,9.073741912841797) (56,9.068946838378906) (56,9.068946838378906) (1013,9.029947280883789)
192: (11859,19.05075454711914) (4219,17.350906372070312) (101,16.954463958740234) (4934,15.712369918823242) (3703,15.664156913757324) (17951,15.590797424316406) (17250,15.531949996948242) (17948,15.52126693725586) (17947,15.461090087890625) (17952,15.40113639831543) (17945,15.38730525970459) (11265,15.2744140625) (17255,15.107461929321289) (17251,14.950996398925781) (17239,14.936307907104492) (762,14.936013221740723) (3807,14.91162109375) (17254,14.80577278137207) (17242,14.616043090820312) (17249,14.605802536010742)
193: (173,12.873830795288086) (67,12.81540584564209) (67,12.81540584564209) (187,11.061149597167969) (229,10.68108081817627) (5079,10.67918586730957) (159,10.529365539550781) (172,10.51609992980957) (518,10.049039840698242) (65,9.894309997558594) (65,9.894309997558594) (511,9.586897850036621)* (51,9.515746116638184) (488,9.424560546875) (486,9.386274337768555) (1375,9.374334335327148) (2014,9.334905624389648) (7,9.151098251342773) (930,9.090466499328613) (182,8.93915843963623)
194: (227,16.934406280517578) (757,14.771278381347656) (217,14.613433837890625) (3693,14.558424949645996) (1098,14.3583402633667)* (748,14.109540939331055) (603,14.088497161865234) (615,14.017585754394531) (622,13.678779602050781) (2139,13.576425552368164) (1627,13.528529167175293) (1964,13.382190704345703) (604,13.32483196258545) (441,13.277036666870117) (632,13.223211288452148) (199,13.12973403930664) (2289,13.051494598388672) (9727,12.926965713500977) (440,12.85728645324707) (618,12.76126766204834)
195: (599,9.747566223144531) (618,8.208287239074707) (429,8.19973373413086) (1412,8.166439056396484)* (2265,7.878809452056885) (1089,7.8660569190979) (3259,7.776352882385254) (1512,7.766167163848877) (612,7.618858337402344) (1504,7.589308738708496) (215,7.565549850463867) (857,7.451927661895752) (615,7.4072346687316895) (207,7.382542610168457) (609,7.3764753341674805) (5890,7.325287342071533) (3279,7.299454212188721) (203,7.274515628814697) (436,7.221487998962402) (859,7.18963623046875)*
196: (190,15.006407737731934)* (207,13.880819320678711)* (65,13.518735885620117)* (65,13.518735885620117)* (159,12.274028778076172) (228,12.022817611694336) (533,11.341174125671387) (173,11.259366989135742) (429,10.168323516845703) (225,10.138993263244629) (163,10.106996536254883) (441,9.802068710327148) (1512,9.510150909423828) (203,9.417070388793945) (234,9.402153015136719)* (1384,9.173938751220703) (436,9.002409934997559)* (1400,8.753887176513672) (1098,8.69670295715332) (511,8.642181396484375)
198: (805,16.514915466308594) (823,14.350420951843262)* (1192,13.730152130126953) (412,13.727691650390625) (818,13.369993209838867) (815,13.141706466674805) (1547,12.564126968383789) (809,12.386199951171875) (810,12.359563827514648) (4504,12.297704696655273) (3028,12.258716583251953) (500,12.194765090942383) (3032,12.13024616241455) (4346,12.087651252746582) (4821,12.057292938232422) (1188,11.989572525024414) (2210,11.934791564941406) (2192,11.758399963378906) (814,11.740592002868652) (1185,11.65009880065918)
200: (163,11.766092300415039)* (707,8.032106399536133) (1369,6.915459156036377) (868,6.6125898361206055) (735,6.468334197998047) (706,5.966629981994629)* (1639,5.917414665222168) (1416,5.895648956298828) (1415,5.758702278137207)* (1249,5.725887775421143) (1244,5.706118583679199) (1413,5.592663764953613) (599,5.478435516357422) (1372,5.329593658447266) (193,5.26188325881958) (728,5.184754371643066) (1414,5.1771697998046875) (733,5.138145446777344) (2347,5.062528610229492)* (220,5.04179573059082)
201: (518,9.473647117614746)* (5079,9.326531410217285) (67,8.425521850585938) (67,8.425521850585938) (71,8.180147171020508)* (71,8.180147171020508)* (4918,7.98331356048584) (1081,7.91758394241333) (157,7.629562854766846) (3328,7.56700325012207) (930,7.534083366394043) (453,7.516261100769043) (490,7.479085922241211) (3057,7.396770477294922) (184,7.3948974609375) (289,7.3647918701171875) (1375,7.346364974975586) (302,7.328324317932129) (488,7.312877655029297) (722,7.3123369216918945)
202: (707,17.211639404296875)* (841,16.09590721130371) (917,14.701269149780273)* (918,13.020517349243164)* (1360,12.701784133911133) (198,12.65811824798584) (517,12.537836074829102) (163,12.373340606689453) (920,12.361303329467773) (234,12.224907875061035) (1369,12.15125560760498) (1104,11.826055526733398)* (1358,11.683343887329102) (1274,11.619361877441406) (15,11.5467529296875) (188,11.221755981445312) (806,10.925688743591309) (957,10.918488502502441) (1412,10.77202033996582) (1992,10.769634246826172)*
203: (779,12.373456954956055) (1044,11.24295425415039) (811,11.126337051391602) (808,11.118682861328125) (498,11.030344009399414) (1185,10.96803092956543) (823,10.959492683410645) (839,10.220505714416504) (517,10.113064765930176) (377,10.025612831115723) (1853,10.021991729736328) (1192,9.773473739624023) (1672,9.76046371459961) (1541,9.715742111206055)* (830,9.6142578125) (841,9.534676551818848) (809,9.451286315917969) (2970,9.426593780517578) (810,9.380119323730469)* (2744,9.345781326293945)
204: (412,13.813886642456055) (3028,13.140650749206543) (10036,13.033401489257812) (779,12.626093864440918) (17634,12.444713592529297) (4002,12.440752983093262) (8469,12.412992477416992) (1541,12.189349174499512) (11316,12.16404914855957) (9794,12.14683723449707) (805,12.104772567749023) (11553,11.997797012329102) (4902,11.92870807647705) (4944,11.884969711303711) (3040,11.795476913452148) (4229,11.789342880249023) (6773,11.697517395019531) (11265,11.693429946899414) (11865,11.623188972473145) (8464,11.574519157409668)
