userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
171: (424,61.30729293823242) (227,61.05929183959961) (1106,60.7991828918457) (154,60.50441360473633)* (1400,60.49574661254883)* (56,60.16632843017578) (56,60.16632843017578) (159,60.14690399169922) (689,60.1082878112793) (199,59.897705078125) (703,59.80550003051758)* (546,59.8045654296875) (430,59.743255615234375) (533,59.658870697021484) (1155,59.60612106323242) (418,59.596458435058594) (1090,59.545013427734375) (425,59.49671936035156) (217,59.47920227050781) (1048,59.47666549682617)
172: (159,62.9581413269043) (72,62.75179672241211) (72,62.75179672241211) (227,62.345726013183594) (229,62.3214225769043) (429,61.919639587402344) (88,61.88898468017578) (56,61.435245513916016) (56,61.435245513916016) (203,61.18269729614258) (1090,61.07823181152344) (599,60.95527648925781) (857,60.88656234741211)* (234,60.809326171875) (59,60.76826477050781) (425,60.70891571044922) (959,60.64155578613281) (533,60.39729690551758) (1104,60.38276290893555) (1106,60.362152099609375)
173: (227,67.904052734375)* (439,67.11663818359375)* (533,66.54186248779297) (228,66.03793334960938) (159,66.02178192138672)* (154,65.88703155517578)* (1545,65.69618225097656) (163,65.6787109375)* (229,65.66667175292969) (226,65.48706817626953) (706,65.47050476074219) (982,65.45520782470703) (1513,65.40020751953125) (614,65.33733367919922) (3200,65.29853820800781) (234,65.24303436279297) (1246,65.22511291503906) (212,65.06363677978516) (854,65.0484390258789) (166,65.0204086303711)
174: (366,62.42581558227539) (5099,62.0654182434082) (227,61.75640106201172) (892,61.69872283935547) (2176,61.47538757324219) (3460,61.4638671875) (355,61.43635559082031) (316,61.38279342651367) (1772,61.362396240234375) (899,61.17954635620117) (2544,61.11378860473633) (157,61.09646987915039) (1511,61.054595947265625) (1470,61.03183364868164) (533,60.93568420410156) (289,60.9238166809082) (190,60.851165771484375) (4616,60.83207702636719) (1048,60.82833480834961) (3489,60.80835723876953)
175: (892,63.656341552734375) (5267,63.08328628540039) (1459,62.818603515625)* (1462,62.689151763916016) (9417,62.219512939453125) (3583,61.943687438964844)* (4324,61.917572021484375) (2456,61.856868743896484) (4542,61.751609802246094) (1447,61.7494010925293)* (2437,61.739166259765625)* (16804,61.632015228271484) (1684,61.616878509521484) (3609,61.582942962646484) (5767,61.5495719909668) (295,61.538658142089844) (11769,61.28418731689453) (288,61.182125091552734) (456,61.10240936279297) (908,61.06283187866211)
176: (159,66.6680679321289) (2531,66.54890441894531) (599,66.23562622070312) (56,65.91629028320312) (56,65.91629028320312) (190,65.75877380371094) (4058,65.32160186767578) (229,65.2775650024414) (863,65.05635070800781) (961,65.01516723632812) (1504,64.84844970703125) (851,64.73521423339844) (867,64.71797943115234) (511,64.53553009033203) (424,64.49476623535156)* (1083,64.4718017578125) (3739,64.46223449707031) (1062,64.40375518798828) (3280,64.35043334960938) (418,64.3274154663086)
177: (163,64.43334197998047)* (1412,63.27107620239258)* (607,62.32024002075195)* (868,62.28102493286133) (707,62.227745056152344) (212,61.93114471435547) (1358,61.83882522583008) (4675,61.754249572753906) (920,61.68410110473633) (3481,61.65925598144531) (918,61.65801239013672) (706,61.62759780883789) (614,61.595489501953125) (562,61.52961349487305) (1372,61.48515701293945) (843,61.23959732055664) (841,61.107666015625) (1639,61.063270568847656)* (4123,61.011131286621094) (599,60.955448150634766)*
178: (843,63.848880767822266) (1369,63.68178939819336) (841,63.40982437133789) (918,63.19974899291992) (707,63.155338287353516) (949,63.09877395629883)* (163,63.05447006225586) (2772,62.98223876953125) (1358,62.92042922973633) (2375,62.85688400268555) (1360,62.777835845947266) (3509,62.753501892089844) (1206,62.75165939331055) (7047,62.741207122802734) (1119,62.69487380981445) (4605,62.642860412597656) (5105,62.498565673828125) (920,62.497703552246094) (1535,62.463443756103516) (854,62.35700988769531)
179: (89,65.64957427978516)* (306,64.80071258544922) (190,64.46595001220703) (333,64.36752319335938)* (209,64.25445556640625) (1246,63.9090461730957) (538,63.904537200927734) (701,63.776634216308594) (298,63.715702056884766) (689,63.67243194580078) (229,63.58149719238281) (302,63.44805908203125) (295,63.35195541381836) (349,63.30103302001953) (3200,63.207706451416016) (546,63.17398452758789) (540,63.072303771972656) (324,63.01136779785156) (230,62.988521575927734)* (903,62.930538177490234)
180: (370,65.67546081542969) (845,65.64999389648438) (785,65.18357849121094) (512,64.916748046875) (2151,64.68815612792969) (503,64.67671966552734) (815,64.62945556640625) (2186,64.54182434082031) (1281,64.51115417480469) (2970,64.38506317138672) (843,64.33367919921875) (751,64.31455993652344) (1206,64.28071594238281) (1547,64.26460266113281) (1131,64.2361831665039) (5667,64.15769958496094) (12,64.15745544433594) (1104,64.11555480957031) (923,64.08517456054688) (407,64.06510925292969)
181: (1104,61.10929870605469)* (377,59.82910919189453) (475,59.77243423461914) (7,59.32428741455078) (722,59.24826431274414) (198,59.19524383544922) (2251,59.131385803222656) (72,59.07870864868164) (72,59.07870864868164) (1704,59.00841522216797) (2746,58.917423248291016) (707,58.91654968261719) (1285,58.827674865722656) (2500,58.81550216674805) (2154,58.6949348449707) (230,58.65991973876953) (726,58.656436920166016) (489,58.603553771972656) (1099,58.44691848754883) (3046,58.43415451049805)
182: (2051,62.661285400390625) (388,62.198692321777344) (727,62.163787841796875) (63,62.11203384399414) (63,62.11203384399414) (4037,61.92326736450195) (157,61.36363220214844) (8991,61.36048889160156) (722,61.303707122802734) (1846,61.10149383544922) (3503,60.956626892089844) (67,60.889862060546875) (67,60.889862060546875) (289,60.77619934082031) (7846,60.77094268798828) (1843,60.75916290283203) (389,60.75419998168945) (2440,60.659095764160156) (11085,60.647911071777344) (356,60.64739227294922)
183: (599,64.3990707397461) (59,63.7159538269043)* (227,63.43260192871094) (51,63.42671585083008) (715,63.35444641113281) (961,62.73674774169922) (187,62.643978118896484) (441,62.54072570800781) (959,62.43095016479492) (190,62.39535140991211) (1464,62.33307647705078) (1001,62.23212814331055) (851,62.02195358276367) (2277,61.955753326416016) (81,61.9289665222168) (1089,61.905799865722656) (163,61.88752746582031)* (1707,61.77722930908203) (203,61.773746490478516) (868,61.75434494018555)
184: (903,62.20238494873047) (81,62.035789489746094)* (418,61.97439956665039)* (58,61.853599548339844) (58,61.853599548339844) (227,61.78763198852539) (1781,61.73772048950195) (506,61.64567565917969)* (159,61.49573516845703) (65,61.43838882446289) (65,61.43838882446289) (599,61.06045150756836) (1062,61.06044006347656) (55,61.04318618774414) (2277,60.98604965209961) (172,60.95901870727539) (511,60.90239715576172) (238,60.88104248046875)* (316,60.852237701416016) (163,60.847164154052734)*
185: (187,61.428367614746094)* (511,60.29914855957031) (99,60.28315353393555) (599,59.7255859375) (959,59.50673294067383) (715,59.494361877441406) (190,59.389381408691406) (227,59.29151153564453) (905,59.20090866088867) (2554,59.193359375) (1464,59.155399322509766) (91,59.06362533569336) (945,58.89630889892578) (429,58.89540481567383) (1079,58.89409637451172) (157,58.6527099609375) (3201,58.6113166809082) (1013,58.582862854003906)* (2938,58.567352294921875) (994,58.54423522949219)
186: (461,65.51605224609375) (89,65.49282836914062)* (486,65.39949035644531) (1246,65.36517333984375) (300,65.22880554199219)* (475,65.16316223144531) (544,65.10602569580078) (209,64.87745666503906) (306,64.81378936767578)* (458,64.75968170166016) (802,64.57513427734375) (681,64.301513671875)* (344,64.263916015625)* (497,64.23661804199219) (1047,64.20854949951172) (324,64.1375732421875) (537,64.13439178466797) (701,64.10169982910156) (1032,63.93218994140625) (524,63.90303039550781)
187: (72,65.68531799316406)* (72,65.68531799316406)* (1464,65.52365112304688) (163,65.3072509765625)* (511,64.79698181152344) (868,64.61096954345703) (193,64.3064193725586)* (1001,64.22731018066406) (1083,64.17005920410156) (159,64.16159057617188)* (1534,64.04359436035156) (1416,64.03620910644531) (99,64.02452087402344) (1150,63.93513870239258) (96,63.880069732666016) (1412,63.744747161865234) (874,63.68340301513672) (1892,63.66658401489258) (1013,63.65459442138672)* (59,63.57028579711914)
189: (1104,66.23114013671875) (486,65.82157135009766)* (497,65.48912811279297) (1406,65.2470474243164) (504,65.19994354248047) (209,65.08454132080078) (234,64.91297912597656)* (982,64.71017456054688)* (220,64.62423706054688) (1091,64.60847473144531) (2738,64.35382843017578) (1116,64.34220886230469)* (1179,64.3096923828125) (1672,64.24527740478516) (229,64.07038879394531) (726,64.04788208007812) (405,63.99378967285156) (65,63.979976654052734) (65,63.979976654052734) (533,63.9289665222168)
190: (646,58.75516128540039) (299,58.72446060180664) (792,58.622291564941406) (4558,58.62153625488281) (1453,58.55196762084961) (334,58.428993225097656) (288,58.1124267578125) (295,58.096031188964844) (790,58.061195373535156) (340,58.036006927490234) (461,58.00106430053711) (257,57.98485565185547) (793,57.92335510253906) (2094,57.871307373046875) (360,57.81990432739258) (3176,57.818382263183594) (523,57.75056076049805) (701,57.74304962158203) (1465,57.65594482421875) (1683,57.643775939941406)
191: (1713,63.02859115600586)* (1061,62.156593322753906) (3046,61.86628723144531) (187,61.45591735839844)* (880,61.377296447753906) (70,61.2548942565918) (1394,61.243289947509766) (57,61.15736770629883) (63,61.00733947753906) (63,61.00733947753906) (5072,61.00660705566406) (157,60.910972595214844)* (601,60.844879150390625) (159,60.833534240722656) (1072,60.804603576660156)* (151,60.78401565551758) (190,60.753910064697266)* (1001,60.69926071166992) (4316,60.6910400390625) (959,60.59520721435547)
192: (5807,57.03478240966797) (4437,57.00355911254883) (4271,56.85438919067383) (2944,56.82675552368164) (397,56.58491516113281) (4965,56.40460205078125) (4501,56.24837875366211) (1565,56.195396423339844) (6626,56.08184051513672) (812,56.026283264160156) (503,55.9933967590332) (1236,55.93024826049805) (754,55.76477813720703) (1548,55.67084884643555) (1561,55.50911331176758) (2168,55.496131896972656) (2100,55.4319953918457) (4508,55.419677734375) (968,55.41236877441406) (391,55.37359619140625)
193: (88,60.862483978271484) (229,60.42300033569336) (722,60.13043975830078) (159,60.104095458984375) (227,60.05906295776367) (5072,59.74343490600586) (289,59.70109176635742) (2083,59.64033508300781) (1713,59.380836486816406) (1394,59.334228515625) (228,59.12266540527344) (757,59.1063117980957) (429,58.86996078491211) (7324,58.86903762817383) (599,58.79539489746094) (1613,58.744564056396484) (1383,58.722999572753906) (1106,58.72262954711914) (1379,58.68074035644531) (306,58.667484283447266)
194: (1098,66.27557373046875)* (81,66.07775115966797)* (1109,65.47054290771484) (603,65.26331329345703) (748,65.17349243164062) (632,65.04122924804688) (1418,64.96990203857422) (162,64.80005645751953) (2605,64.7725601196289) (1781,64.64849853515625) (3411,64.40766906738281) (621,64.38475036621094) (6756,64.21971130371094) (196,64.21269989013672) (1135,64.20598602294922) (1708,64.15580749511719) (423,64.1534652709961) (1423,64.14207458496094) (6189,64.09436798095703) (6159,63.94694900512695)
195: (441,66.140869140625) (859,65.05290985107422)* (429,65.00379943847656) (851,64.72908020019531) (2531,64.56729125976562) (1083,64.24615478515625) (875,64.23186492919922) (857,64.153076171875) (2938,64.04320526123047) (867,64.0342025756836) (159,63.96475601196289) (1814,63.943172454833984) (852,63.93877029418945) (599,63.934932708740234) (59,63.84138107299805) (2475,63.79768371582031) (3431,63.74125671386719) (863,63.66315841674805)* (630,63.53664779663086) (1206,63.34517288208008)
196: (207,60.4705696105957)* (190,60.294551849365234)* (533,59.879913330078125) (159,59.69246292114258) (228,59.65685272216797) (203,59.626190185546875) (429,59.46745300292969) (65,59.449867248535156)* (65,59.449867248535156)* (234,59.416160583496094)* (1048,59.21038055419922) (441,59.12844467163086) (511,58.997276306152344) (436,58.95354080200195)* (199,58.83171463012695) (1512,58.815860748291016) (88,58.79765319824219) (173,58.739051818847656) (230,58.68129348754883) (715,58.632137298583984)
198: (805,66.54283905029297) (2847,66.31863403320312) (198,66.27072143554688) (4504,66.1409912109375) (1192,66.0901107788086) (823,66.0218505859375)* (809,65.9122543334961) (1100,65.88844299316406) (1196,65.82666015625) (815,65.81678009033203) (1547,65.76726531982422) (412,65.6966781616211) (832,65.67710876464844) (3721,65.6662826538086) (3032,65.65262603759766) (3028,65.57928466796875) (4774,65.50448608398438) (2574,65.49425506591797) (839,65.44357299804688) (785,65.34503936767578)
200: (163,63.67251968383789)* (868,62.52244567871094) (707,62.4765510559082) (1369,61.85942077636719) (1464,61.74123764038086) (1249,61.58045196533203) (706,61.54482650756836)* (1372,61.53248596191406) (1639,61.529991149902344) (1415,61.22786331176758)* (614,61.099327087402344) (599,61.08210372924805) (212,61.00910568237305) (918,60.98530197143555) (3478,60.96027374267578) (5845,60.95376205444336) (72,60.72307205200195) (72,60.72307205200195) (157,60.70460891723633) (190,60.68392562866211)
201: (955,61.90978240966797) (1114,61.758583068847656) (930,61.06824493408203) (518,60.861473083496094)* (67,60.842472076416016) (67,60.842472076416016) (289,60.73988723754883) (903,60.594547271728516) (288,60.35594940185547) (55,60.187522888183594) (542,60.07597351074219) (1464,60.07056427001953) (292,60.05388641357422) (157,60.03095245361328) (4137,60.022056579589844)* (1098,60.002418518066406) (378,59.97960662841797)* (5079,59.978599548339844) (792,59.93754196166992) (802,59.873497009277344)
202: (917,61.28195571899414)* (707,60.6933479309082)* (918,60.55339431762695)* (957,60.33248519897461) (956,59.92115020751953) (1338,59.855934143066406) (1339,59.50955581665039) (1803,59.43629455566406) (1358,59.42840576171875) (952,59.37947463989258) (2838,59.350772857666016) (841,59.15534210205078) (2363,59.143882751464844) (4971,59.03372573852539) (4180,59.01949691772461) (1104,59.002891540527344)* (1369,58.834625244140625) (928,58.79965591430664)* (176,58.68238830566406) (2360,58.65724563598633)
203: (497,61.34699630737305) (498,60.91765213012695) (808,60.829246520996094) (1672,60.59855270385742) (2062,60.52167510986328) (537,60.503135681152344) (377,60.49117660522461) (1179,60.440589904785156) (1186,60.40571212768555) (779,60.236270904541016) (830,60.17107391357422) (1181,60.07867431640625) (1185,60.071067810058594) (687,60.05461502075195) (923,60.039405822753906) (198,59.97129440307617) (504,59.913169860839844) (2940,59.88282775878906)* (818,59.856895446777344) (1044,59.839630126953125)
204: (3335,59.89615249633789) (11236,59.2741584777832) (7329,58.93141555786133) (10955,58.6964111328125) (1105,58.685245513916016) (4375,58.59783935546875) (8469,58.54313278198242) (9794,58.47163009643555) (11413,57.99189376831055) (11412,57.96171951293945) (9423,57.924041748046875) (14065,57.91552734375) (4795,57.910701751708984) (1686,57.882198333740234) (9807,57.84734344482422) (11415,57.83616256713867) (13514,57.8345832824707) (6298,57.81361770629883) (2586,57.76850509643555) (4185,57.72208786010742)*
205: (1104,62.38911819458008) (1099,61.85552978515625) (377,61.778568267822266) (7,61.643680572509766) (407,61.43827819824219) (968,61.35898208618164) (516,61.34401321411133) (779,61.323307037353516)* (512,61.241920471191406) (1179,61.0723991394043) (1191,60.81502151489258) (198,60.624610900878906) (497,60.613548278808594) (1044,60.54315185546875) (5604,60.43390655517578) (504,60.31892776489258) (45,60.2856559753418) (517,60.2569465637207) (2193,60.24882125854492) (72,60.13772964477539)
