userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,59.14292907714844) (51,58.929534912109375)* (1073,58.370018005371094) (3501,57.9581413269043) (1098,57.845367431640625) (1892,57.84344482421875) (238,57.78467559814453) (187,57.74797821044922) (1014,57.695648193359375) (6930,57.506004333496094) (157,57.48530197143555) (3201,57.45361328125) (70,57.34080505371094)* (155,57.183284759521484) (3768,57.1724967956543) (3992,57.14705276489258) (993,57.117950439453125) (1072,57.10118103027344) (1399,57.06779098510742) (59,57.059383392333984)*
171: (154,57.002220153808594)* (1400,56.930233001708984)* (425,56.41130828857422) (689,56.37161636352539) (757,56.36768341064453)* (199,56.2805290222168) (703,56.26064682006836)* (432,56.17268371582031) (217,56.018516540527344) (430,55.983367919921875) (1390,55.95912551879883) (1090,55.91818618774414) (173,55.917144775390625) (210,55.88838577270508) (227,55.77416229248047) (56,55.688926696777344) (56,55.688926696777344) (418,55.652099609375) (225,55.63127517700195) (298,55.596702575683594)
172: (234,58.41435241699219) (159,58.37631607055664) (227,58.26163101196289) (72,58.105873107910156) (72,58.105873107910156) (229,58.092857360839844) (65,58.01670455932617) (65,58.01670455932617) (533,57.8311767578125) (1090,57.78466796875) (230,57.718231201171875)* (233,57.538307189941406) (220,57.41960525512695) (56,57.349281311035156) (56,57.349281311035156) (203,57.28364944458008) (1376,57.19158172607422) (199,57.18965148925781) (982,57.18564224243164) (709,57.15257263183594)
173: (227,59.482086181640625)* (220,58.714054107666016) (230,58.62430191040039) (982,58.620086669921875) (533,58.55669403076172) (234,58.53180694580078) (439,58.50046920776367)* (1513,58.212364196777344) (706,58.16624069213867) (614,58.05802917480469) (228,57.807594299316406) (65,57.79557418823242) (65,57.79557418823242) (709,57.66365432739258) (735,57.60697555541992) (154,57.56833267211914)* (163,57.4052734375)* (1239,57.33203887939453) (229,57.314151763916016) (226,57.30826187133789)
174: (227,59.62846374511719) (951,58.89715576171875) (253,58.87546157836914) (366,58.811134338378906) (1740,58.80140686035156) (190,58.76556396484375) (1244,58.712764739990234) (533,58.65532684326172) (3464,58.59177017211914) (2176,58.572879791259766) (1470,58.54356384277344) (157,58.52290344238281) (230,58.49510955810547) (498,58.42871856689453) (899,58.370365142822266) (892,58.36029815673828) (356,58.353370666503906) (982,58.34636688232422)* (228,58.321285247802734) (89,58.29621505737305)
175: (3583,50.160545349121094)* (3178,49.74967575073242) (2456,49.723690032958984) (5267,49.66863250732422) (3589,49.60310745239258) (3611,49.441017150878906) (12947,49.36223220825195) (2437,49.22709655761719)* (9013,49.15273666381836) (479,49.09653854370117) (2445,49.0418701171875) (2655,49.0025520324707) (253,48.99481201171875) (3609,48.885169982910156) (4324,48.85990905761719) (3602,48.85210037231445) (2466,48.85099792480469) (397,48.836090087890625) (374,48.822940826416016) (7249,48.81401824951172)
176: (159,61.05204391479492) (190,60.599735260009766) (207,60.32177734375) (229,60.22441482543945) (65,60.195430755615234) (65,60.195430755615234) (203,60.18389892578125) (225,60.06873321533203)* (199,60.026004791259766) (599,59.89230728149414) (182,59.728492736816406) (533,59.70681381225586) (969,59.66156005859375)* (2531,59.637638092041016) (425,59.62015151977539) (234,59.6201171875) (715,59.61113357543945) (511,59.581363677978516) (1375,59.5033073425293) (1089,59.441383361816406)
177: (163,58.05058288574219)* (1412,57.0654411315918)* (152,56.9984245300293)* (920,56.69221496582031) (707,56.37390899658203) (607,56.118648529052734)* (1372,55.99441909790039) (1131,55.97313690185547) (3940,55.97209930419922) (4675,55.80223083496094) (868,55.754058837890625) (186,55.734619140625) (1119,55.58605194091797) (841,55.578956604003906) (3264,55.51029586791992) (1343,55.45088195800781) (1358,55.41273498535156) (1413,55.384254455566406) (154,55.28424072265625)* (1639,55.28063201904297)*
178: (841,58.627830505371094) (920,57.9860954284668) (949,57.6077880859375)* (1369,57.443363189697266) (163,57.441280364990234) (370,57.378089904785156) (152,57.318199157714844) (1119,57.30653762817383) (707,57.25771713256836) (1412,57.164642333984375) (3509,57.12696075439453) (7047,57.07112503051758) (1274,57.067176818847656) (1411,56.95938491821289) (843,56.9380989074707) (1131,56.93321228027344) (2375,56.89967346191406) (1202,56.85961151123047) (854,56.816993713378906) (7051,56.634429931640625)
179: (89,55.453060150146484)* (190,55.07868194580078) (333,54.525718688964844)* (306,54.370113372802734) (230,54.32162857055664)* (65,54.304710388183594) (65,54.304710388183594) (67,54.29970932006836)* (67,54.29970932006836)* (302,54.138763427734375) (209,53.97079086303711) (298,53.95795440673828) (538,53.909812927246094) (295,53.837501525878906) (701,53.81153106689453) (1246,53.759429931640625) (328,53.70178985595703) (329,53.69367599487305) (229,53.6668815612793) (689,53.60933303833008)
180: (845,50.63271713256836) (2151,49.83623123168945) (512,49.7218132019043) (370,49.59864807128906) (815,49.5412712097168) (831,49.19326400756836) (5061,49.14532470703125) (842,49.12519836425781) (5807,49.123741149902344) (3720,48.90667724609375) (1131,48.900997161865234) (503,48.85657501220703) (785,48.69673538208008) (1561,48.686187744140625) (5069,48.61323547363281) (605,48.60279083251953) (188,48.512535095214844) (2155,48.44392776489258) (2148,48.38425064086914) (2574,48.35921096801758)
181: (1704,56.31094741821289) (5087,54.89902877807617) (6242,54.865074157714844) (12773,54.795589447021484) (4156,54.74513626098633) (2376,54.7220344543457) (10435,54.702999114990234) (5021,54.693519592285156) (396,54.68060302734375) (3056,54.4633674621582) (4244,54.44367599487305) (460,54.37442398071289) (11170,54.36055374145508) (72,54.199745178222656) (72,54.199745178222656) (1295,54.19827651977539) (3053,54.15856170654297) (1298,54.135154724121094) (4216,54.09074401855469) (1104,54.04216766357422)*
182: (67,57.162696838378906) (67,57.162696838378906) (1740,57.064483642578125) (374,56.901885986328125) (157,56.823238372802734) (89,56.581485748291016) (63,56.430564880371094) (63,56.430564880371094) (727,56.05278015136719) (1383,56.04762649536133) (375,56.04046630859375) (72,56.024932861328125) (72,56.024932861328125) (1694,55.962642669677734) (2051,55.940834045410156) (1081,55.92908477783203) (3466,55.897247314453125) (4920,55.873043060302734) (7157,55.85673141479492) (289,55.84982681274414)
183: (599,63.34958267211914) (51,62.853736877441406) (59,62.39206314086914)* (1001,62.107566833496094) (227,62.10731506347656) (961,62.05519485473633) (163,61.93629455566406)* (1089,61.84175491333008) (187,61.75906753540039) (441,61.68904495239258) (851,61.60297775268555) (715,61.52021026611328) (874,61.4759635925293) (868,61.4758415222168) (1014,61.469242095947266) (238,61.46186828613281) (81,61.43119812011719) (959,61.41161346435547) (58,61.330177307128906) (58,61.330177307128906)
184: (418,58.68854904174805)* (238,58.424930572509766)* (81,58.26897048950195)* (1781,58.161048889160156) (233,57.94974899291992) (157,57.907249450683594) (65,57.861412048339844) (65,57.861412048339844) (506,57.85308837890625)* (227,57.794403076171875) (163,57.7398567199707)* (1118,57.640228271484375) (159,57.57146453857422) (4143,57.53939437866211) (757,57.505645751953125)* (56,57.50082778930664) (56,57.50082778930664) (903,57.339881896972656) (1131,57.286983489990234) (1122,57.27754592895508)
185: (6064,59.81167221069336) (187,59.22710037231445)* (2554,59.160728454589844) (5260,59.059940338134766) (905,58.999691009521484) (4975,58.90267562866211) (99,58.80366134643555) (1000,58.73271560668945) (1298,58.69679260253906) (1079,58.63824462890625) (3832,58.557125091552734) (7069,58.51080322265625) (6926,58.431217193603516) (91,58.32210159301758) (1069,58.298927307128906) (7130,58.20320129394531) (30,58.197845458984375) (994,58.169254302978516) (999,58.092403411865234) (2552,58.07258224487305)
186: (300,54.03034210205078)* (89,53.805580139160156)* (486,53.569644927978516) (461,53.56893539428711) (1673,53.28960037231445) (209,53.28752517700195) (344,53.25857162475586)* (475,53.19301223754883) (1246,53.18877029418945) (536,53.1849479675293) (544,53.15117645263672) (306,52.85237503051758)* (488,52.78321838378906) (302,52.77582931518555)* (295,52.766361236572266) (1041,52.68165969848633) (540,52.67184066772461) (538,52.6630973815918) (472,52.63199234008789) (679,52.630653381347656)
187: (72,62.13077926635742)* (72,62.13077926635742)* (99,61.77099609375) (193,61.304405212402344)* (1001,61.14200973510742) (511,61.106632232666016) (1892,60.87120819091797) (163,60.83555221557617)* (1014,60.75927734375) (1013,60.66231918334961)* (868,60.496910095214844) (93,60.47944259643555) (59,60.477447509765625) (2469,60.46154022216797) (77,60.410545349121094) (77,60.410545349121094) (159,60.400657653808594)* (1122,60.38930892944336) (874,60.35978698730469) (1083,60.251670837402344)
189: (1104,52.90464401245117) (234,52.16739273071289)* (1116,51.830440521240234)* (503,51.79785919189453) (504,51.699214935302734) (1099,51.62010955810547) (486,51.50293731689453)* (843,51.407798767089844) (475,51.29195022583008) (1974,51.26559829711914) (1672,51.253501892089844) (854,51.240413665771484) (209,51.172088623046875) (1406,51.14277648925781) (1179,51.13355255126953) (497,51.0654296875) (815,51.04909896850586) (930,51.04072570800781) (220,51.035274505615234) (154,50.981807708740234)
190: (669,43.62944412231445) (660,43.337806701660156) (2076,42.75321578979492) (6860,42.435916900634766) (672,42.38583755493164) (651,42.13092041015625) (650,42.06141662597656) (676,41.846099853515625) (638,41.78486251831055) (3572,41.714111328125) (2046,41.709835052490234) (648,41.656578063964844) (4880,41.65510940551758) (2800,41.61860275268555) (663,41.50545883178711) (643,41.40615463256836) (642,41.338775634765625) (334,41.315677642822266) (637,41.25967788696289) (636,41.215110778808594)
191: (1707,63.603858947753906) (880,63.3731575012207) (875,63.23422622680664) (30,63.200439453125) (1083,63.012062072753906) (59,62.94084930419922) (159,62.872406005859375) (3431,62.81250762939453) (1713,62.61721420288086)* (1534,62.49013137817383) (187,62.41762924194336)* (599,62.41373825073242) (156,62.41094207763672) (1295,62.360652923583984) (36,62.300628662109375) (1886,62.27397155761719) (1001,62.15618133544922) (3988,62.0632438659668)* (190,61.92182159423828)* (986,61.84885787963867)
192: (3028,46.296722412109375) (9540,46.18809127807617) (763,45.428321838378906) (13491,45.421241760253906) (8261,45.29743194580078) (4182,45.22733688354492) (4283,45.123878479003906) (2378,44.7917594909668) (11607,44.66148376464844) (2756,44.629703521728516) (16639,44.62712860107422) (16632,44.43693542480469) (3043,44.38923645019531) (16644,44.38473892211914) (16645,44.375850677490234) (16634,44.31996154785156) (16637,44.307220458984375) (16636,44.30339050292969) (4724,44.21986770629883) (16641,44.21955871582031)
193: (70,56.29133224487305) (238,55.8580436706543) (1099,55.414493560791016) (1394,55.094696044921875) (173,55.03767776489258) (1713,54.855010986328125) (4922,54.8040657043457) (174,54.66338348388672) (1009,54.6259765625) (154,54.6114387512207) (81,54.58976364135742) (722,54.562923431396484) (1705,54.54824447631836) (1072,54.52054977416992) (1379,54.4963493347168) (529,54.49445724487305) (4725,54.49386978149414) (8068,54.468284606933594) (1075,54.4668083190918) (7324,54.439117431640625)
194: (748,60.07327651977539) (603,59.77513122558594) (81,59.42715835571289)* (1098,59.18537902832031)* (2605,59.086605072021484) (757,58.9654541015625) (237,58.691368103027344) (632,58.52149963378906) (1418,58.46609878540039) (1709,58.305694580078125) (4316,58.29648971557617) (162,58.24302673339844) (196,58.22486114501953) (616,58.180198669433594) (1504,58.15107345581055) (441,58.127960205078125) (199,58.126617431640625) (3411,58.000518798828125) (52,57.999351501464844) (52,57.999351501464844)
195: (599,64.88114166259766) (197,64.12783813476562) (1089,63.99104690551758) (609,63.93236541748047) (429,63.86146545410156) (441,63.784576416015625) (1414,63.746055603027344) (1504,63.68720626831055) (2531,63.621768951416016) (612,63.565162658691406) (4620,63.55803298950195) (2265,63.55086898803711) (615,63.463130950927734) (159,63.45613098144531) (206,63.383949279785156) (203,63.379268646240234) (863,63.36137390136719)* (511,63.280025482177734) (7219,63.20758056640625) (715,63.140560150146484)
196: (207,59.04083251953125)* (234,58.77267074584961)* (533,58.72410583496094) (190,58.7104606628418)* (159,58.409725189208984) (65,58.40337371826172)* (65,58.40337371826172)* (228,58.402652740478516) (203,58.3330078125) (173,58.26264953613281) (436,58.22620391845703)* (614,58.18316650390625) (163,58.163909912109375) (429,57.92373275756836) (511,57.80701446533203) (88,57.78248596191406) (441,57.725059509277344) (199,57.574668884277344) (56,57.54209899902344) (56,57.54209899902344)
198: (815,53.1821174621582) (198,52.49625778198242) (805,52.24919128417969) (3428,52.221675872802734) (4504,52.19264602661133) (1192,52.123138427734375) (4104,52.03491973876953)* (500,52.019954681396484) (2847,51.98087692260742) (1196,51.888675689697266) (823,51.874568939208984)* (1678,51.83198547363281) (412,51.79079818725586) (1100,51.77809524536133) (6461,51.7066535949707) (1116,51.68806457519531) (814,51.6692008972168) (190,51.587406158447266) (537,51.5238151550293) (498,51.48786163330078)*
200: (163,58.69013595581055)* (1372,57.77676773071289) (1369,57.63706970214844) (868,57.28387451171875) (599,57.2181510925293) (2347,57.208412170410156)* (2787,57.119903564453125)* (1413,57.09491729736328) (2343,57.04619216918945) (707,56.975120544433594) (1415,56.85993576049805)* (706,56.85244369506836)* (1639,56.80160903930664) (735,56.67754364013672) (72,56.657997131347656) (72,56.657997131347656) (2342,56.589656829833984) (1249,56.50188446044922) (2558,56.38594055175781) (1244,56.36216354370117)
201: (72,60.114810943603516)* (72,60.114810943603516)* (67,58.24781799316406) (67,58.24781799316406) (157,58.149322509765625) (1713,58.067481994628906) (1379,58.00499725341797) (518,57.936466217041016)* (722,57.856788635253906) (7,57.72737503051758) (51,57.6763801574707) (3501,57.64469528198242) (377,57.601680755615234) (187,57.58262634277344) (930,57.52714157104492) (1001,57.484004974365234) (64,57.47882843017578) (64,57.47882843017578) (70,57.4080924987793) (173,57.33678436279297)
202: (707,59.97782897949219)* (917,59.63047409057617)* (198,58.83405303955078) (841,58.80207824707031) (1360,58.759765625) (957,58.73741912841797) (918,58.686466217041016)* (928,58.67802429199219)* (1358,58.60615539550781) (1913,58.5606689453125) (1369,58.52260208129883) (726,58.4442138671875) (724,58.341915130615234) (1104,58.30219650268555)* (1206,58.197566986083984) (176,58.17914581298828) (2838,58.144493103027344) (1348,58.13135528564453) (2343,58.11766815185547) (930,58.115074157714844)
203: (779,51.210960388183594) (1678,51.09358215332031) (1541,51.0406379699707)* (830,50.38028335571289) (823,50.36800765991211) (1185,50.2530517578125) (1868,50.249671936035156) (1195,50.24085235595703) (4774,50.122039794921875) (834,50.09767150878906) (1853,50.03963088989258) (1181,50.030635833740234) (1044,49.9793586730957) (1196,49.96448516845703) (953,49.84209060668945) (818,49.81591033935547) (2959,49.812782287597656) (2847,49.81217575073242) (1200,49.81150436401367) (507,49.78216552734375)
204: (13260,49.00874328613281) (1645,48.35144805908203) (11413,48.113033294677734) (7329,47.84840393066406) (5628,47.81880569458008) (10804,47.81873321533203) (10955,47.762908935546875) (8264,47.49242401123047) (8934,47.469749450683594) (3341,47.44169235229492) (6773,47.4158935546875) (4826,47.346946716308594) (1105,47.243282318115234) (4185,47.229183197021484)* (4820,47.187652587890625) (8727,47.101898193359375) (3043,46.80978775024414) (4184,46.62477111816406)* (6228,46.565582275390625) (3616,46.5299072265625)
205: (45,51.1273078918457) (779,50.70160675048828)* (487,50.53165817260742) (1541,50.28529357910156) (493,50.1165885925293) (503,50.068546295166016) (377,49.91001510620117) (13377,49.8912239074707) (1191,49.82866668701172) (1184,49.7962760925293) (1104,49.789894104003906) (1195,49.784053802490234) (497,49.62717056274414) (4994,49.60537338256836) (2824,49.57194137573242) (1179,49.52094268798828) (512,49.43785858154297) (3548,49.43682098388672) (1853,49.42836380004883) (7,49.31035232543945)
206: (72,59.3834342956543) (72,59.3834342956543) (159,59.33061599731445) (190,59.148197174072266) (154,59.11711883544922)* (1376,58.964073181152344) (1090,58.93523025512695) (70,58.80331802368164) (234,58.75064468383789) (65,58.74800109863281) (65,58.74800109863281) (59,58.637001037597656) (56,58.42473220825195) (56,58.42473220825195) (432,58.410518646240234) (203,58.311988830566406) (228,58.18410110473633) (1099,58.14645767211914) (450,58.128868103027344) (424,58.06757736206055)
