userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,12.378839492797852) (187,12.286238670349121) (51,11.998109817504883)* (3992,11.952180862426758) (511,11.848634719848633) (238,11.838972091674805) (159,11.793747901916504) (1824,11.486345291137695) (1073,11.407682418823242) (1394,11.10818099975586) (1098,11.062036514282227) (70,11.033012390136719)* (1892,10.767091751098633) (1836,10.699735641479492) (183,10.617656707763672) (1713,10.327179908752441) (157,10.278861999511719) (1072,10.229265213012695) (57,10.15085220336914)* (59,10.120065689086914)*
162: (378,11.690618515014648)* (701,11.493967056274414) (972,11.218076705932617) (288,11.148938179016113) (292,10.934374809265137) (349,10.763415336608887) (300,10.639470100402832) (161,10.63769245147705) (518,10.21982479095459) (306,10.134699821472168) (386,10.105481147766113) (291,10.077590942382812) (55,10.037673950195312) (523,10.009900093078613) (461,9.947053909301758) (318,9.93273639678955) (679,9.88659954071045) (257,9.855237007141113) (157,9.827186584472656) (328,9.73244857788086)
163: (2467,10.803138732910156)* (3762,10.551372528076172) (2442,10.171175003051758)* (3585,10.095990180969238)* (12688,10.065618515014648) (3761,9.903067588806152) (12681,9.874231338500977) (12690,9.831153869628906) (11769,9.827899932861328) (2450,9.820415496826172) (12684,9.8201265335083) (364,9.816901206970215) (12683,9.816311836242676) (12689,9.815797805786133) (2448,9.80993366241455) (2443,9.806567192077637) (1489,9.762469291687012) (3766,9.76007080078125) (4542,9.758406639099121) (5382,9.720714569091797)
164: (204,12.984758377075195)* (215,12.315847396850586)* (1643,12.173357963562012)* (982,11.473082542419434) (366,11.432476043701172) (1873,11.42855167388916) (195,11.349462509155273) (1519,11.297940254211426) (190,11.12177562713623)* (234,11.109406471252441) (7260,11.036857604980469) (220,10.94984245300293) (233,10.920042037963867) (226,10.895899772644043)* (166,10.856805801391602) (856,10.837361335754395) (1382,10.824416160583496) (854,10.803303718566895) (7650,10.757262229919434) (1974,10.750016212463379)
166: (1414,10.770041465759277) (599,10.760727882385254) (511,10.614848136901855) (154,10.369077682495117) (206,10.081009864807129) (718,10.003942489624023) (190,9.969715118408203) (1976,9.953816413879395) (65,9.926142692565918) (65,9.926142692565918) (163,9.875925064086914) (735,9.837850570678711) (159,9.824376106262207)* (868,9.799674987792969) (228,9.620940208435059) (203,9.452364921569824) (1122,9.440406799316406) (709,9.374024391174316) (331,9.348316192626953) (220,9.339775085449219)
168: (7665,11.21851921081543) (416,11.069028854370117) (440,10.880965232849121)* (1954,10.838311195373535) (1963,10.190010070800781) (3707,10.18459415435791) (2541,10.178604125976562) (1976,10.177192687988281) (2139,10.155597686767578) (1950,10.093379974365234) (757,9.974526405334473)* (418,9.964132308959961) (616,9.917878150939941) (199,9.886787414550781) (3673,9.681282043457031) (206,9.669029235839844) (445,9.661079406738281) (3411,9.59263801574707) (1960,9.585445404052734) (2535,9.580938339233398)*
170: (1547,14.129352569580078) (198,13.6790132522583) (1044,13.177042961120605)* (1861,13.06134033203125) (2379,13.013152122497559) (953,12.705751419067383) (812,12.686068534851074) (846,12.633855819702148) (7639,12.624667167663574) (1104,12.495443344116211) (25,12.457657814025879) (514,12.393102645874023) (370,12.077225685119629) (821,12.056573867797852) (489,11.913654327392578) (1274,11.866653442382812) (978,11.818459510803223) (707,11.755075454711914)* (2576,11.7505464553833) (2384,11.726653099060059)
171: (154,11.877137184143066)* (210,11.371127128601074) (225,11.223945617675781) (1090,11.060615539550781) (1376,10.950094223022461) (533,10.923033714294434) (1048,10.715461730957031) (173,10.618919372558594) (199,10.503914833068848) (969,10.499359130859375) (217,10.482649803161621) (709,10.235591888427734) (1400,10.197559356689453)* (227,10.168305397033691) (716,10.115642547607422) (234,10.115350723266602) (982,10.023193359375) (220,9.98950481414795)* (432,9.895597457885742) (424,9.879121780395508)
172: (1090,12.677142143249512) (159,12.643599510192871) (234,12.513208389282227) (229,12.497191429138184) (533,12.236515045166016) (65,11.891918182373047) (65,11.891918182373047) (1376,11.63132381439209) (227,11.549792289733887) (220,11.48992919921875) (225,11.374876976013184) (88,11.248913764953613) (203,11.030120849609375) (56,10.954504013061523) (56,10.954504013061523) (709,10.74171257019043) (429,10.66719913482666) (982,10.585293769836426) (1048,10.528870582580566) (182,10.442648887634277)
173: (533,13.297954559326172) (220,13.016766548156738) (439,12.2235107421875)* (228,11.927458763122559) (227,11.71445083618164)* (65,11.492267608642578) (65,11.492267608642578) (982,11.417296409606934) (3747,11.354405403137207)* (1090,11.247180938720703) (234,11.187843322753906) (421,11.155814170837402) (8710,11.000824928283691) (1048,10.672272682189941) (366,10.605477333068848) (226,10.57208251953125) (154,10.52968978881836)* (230,10.466232299804688) (229,10.393027305603027) (1239,10.034449577331543)
174: (1470,12.067917823791504) (2176,11.959702491760254) (366,11.768805503845215) (728,11.766311645507812)* (227,11.516742706298828) (966,11.292817115783691) (730,11.146953582763672) (230,11.035130500793457) (2265,10.71634292602539) (892,10.657000541687012) (360,10.636509895324707) (245,10.321410179138184) (5452,10.31861686706543) (734,10.28991985321045) (316,10.239852905273438) (3749,10.219579696655273)* (228,10.209027290344238) (1244,10.196455001831055) (268,10.151498794555664) (1242,10.108972549438477)
175: (892,11.504894256591797) (1459,10.941974639892578)* (3609,10.72803020477295) (3611,10.020694732666016) (2448,9.981180191040039) (2450,9.979735374450684) (12688,9.931150436401367) (3602,9.91248607635498) (2456,9.837064743041992) (3583,9.805295944213867)* (12681,9.744637489318848) (5267,9.740326881408691) (2445,9.717976570129395) (11769,9.701558113098145) (2466,9.700390815734863) (12690,9.69904613494873) (12684,9.695930480957031) (12683,9.690999984741211) (12689,9.688572883605957) (12687,9.535642623901367)
176: (159,14.419543266296387) (2531,12.587336540222168) (599,12.141942977905273) (225,11.981915473937988)* (190,11.946975708007812) (229,11.731144905090332) (203,11.542393684387207) (199,11.537964820861816) (615,11.449414253234863) (533,11.210309028625488) (210,11.097551345825195) (1239,10.922900199890137) (715,10.919107437133789) (511,10.918429374694824) (206,10.904342651367188) (207,10.768409729003906) (56,10.711698532104492) (56,10.711698532104492) (84,10.708731651306152) (418,10.706027030944824)
177: (163,17.200008392333984)* (707,15.397405624389648) (1412,15.297292709350586)* (920,14.947751998901367) (607,14.791474342346191)* (868,14.459640502929688) (706,13.804738998413086) (1372,13.689624786376953) (1425,13.562932968139648) (562,13.443511962890625) (1131,13.428040504455566) (1249,13.377634048461914) (2347,13.324870109558105) (234,13.252691268920898) (152,13.208488464355469)* (4675,13.195032119750977) (198,13.136040687561035) (2013,13.130854606628418) (918,13.110349655151367) (2375,13.092660903930664)
178: (949,16.167570114135742)* (920,15.43305778503418) (2375,15.338032722473145) (841,15.240737915039062) (707,15.185193061828613) (163,14.859062194824219) (1369,14.633224487304688) (843,14.622549057006836) (1131,14.496211051940918) (1274,14.18431568145752) (370,14.132783889770508) (918,13.803147315979004) (2013,13.615506172180176) (1412,13.562692642211914) (198,13.530003547668457) (1360,13.500452995300293) (7047,13.269577026367188) (4611,13.216190338134766) (2369,13.177152633666992) (233,13.074946403503418)
179: (333,12.258706092834473)* (1246,11.934541702270508) (230,11.896860122680664)* (89,11.66845417022705)* (209,11.540188789367676) (306,11.18666934967041) (679,11.045531272888184) (538,10.980862617492676) (302,10.79128646850586) (190,10.78280258178711) (324,10.567078590393066) (1047,10.525127410888672) (295,10.492288589477539) (701,10.460734367370605) (298,10.432962417602539) (344,10.40127944946289) (65,10.039011001586914) (65,10.039011001586914) (540,9.933011054992676) (2020,9.781279563903809)
180: (2151,11.811338424682617) (845,11.571112632751465) (1099,11.036659240722656) (1547,10.75198745727539) (1131,10.71957015991211) (170,10.543235778808594) (370,10.319339752197266) (757,10.255971908569336) (2778,10.200422286987305) (2964,10.064208984375) (4387,10.031925201416016) (2582,10.01541805267334) (1218,9.989322662353516) (605,9.916858673095703) (154,9.912158966064453) (1745,9.832354545593262) (512,9.805702209472656) (418,9.798946380615234) (812,9.776263236999512) (768,9.760603904724121)
181: (3053,11.56089973449707) (10430,11.199127197265625) (4226,11.015469551086426) (6236,11.004401206970215) (6239,10.747559547424316) (2506,10.747296333312988) (1104,10.742941856384277)* (6240,10.677007675170898) (6238,10.669525146484375) (6234,10.668813705444336) (3049,10.62460994720459) (198,10.566422462463379) (6242,10.526424407958984) (39,10.463971138000488) (7,10.204833984375) (1789,10.099357604980469) (5018,10.032596588134766) (1913,10.001270294189453) (18156,9.95128345489502) (4901,9.911351203918457)
182: (187,12.5259428024292) (72,12.129901885986328) (72,12.129901885986328) (389,12.073545455932617) (511,12.066280364990234) (2469,11.386194229125977) (51,11.251986503601074) (4126,11.158407211303711) (4917,11.149593353271484) (3466,11.003393173217773) (1740,10.907397270202637) (157,10.893492698669434) (7068,10.833316802978516) (77,10.697288513183594) (77,10.697288513183594) (7157,10.530549049377441) (1705,10.520706176757812) (183,10.511347770690918) (159,10.45093822479248) (2446,10.431737899780273)
183: (599,13.58270263671875) (59,13.117020606994629)* (51,12.965616226196289) (187,12.467639923095703) (986,12.113859176635742) (1001,12.062718391418457) (227,11.851995468139648) (1073,11.8036470413208) (715,11.566797256469727) (441,11.41550350189209) (238,11.210491180419922) (190,10.879179000854492) (1836,10.735602378845215) (868,10.731131553649902) (1892,10.663797378540039) (173,10.663469314575195) (163,10.627016067504883)* (874,10.53588581085205) (81,10.496262550354004) (993,10.44674301147461)
184: (81,13.682141304016113)* (238,12.927836418151855)* (58,12.519532203674316) (58,12.519532203674316) (2616,11.894692420959473) (65,11.807737350463867) (65,11.807737350463867) (159,11.782111167907715) (511,11.488177299499512) (418,11.416866302490234)* (962,11.391403198242188) (229,11.370162963867188) (1781,11.363503456115723) (697,11.318171501159668) (1121,11.042950630187988) (54,10.78376579284668) (54,10.78376579284668) (156,10.595199584960938) (900,10.567933082580566) (1824,10.563441276550293)
185: (5254,11.258234024047852) (187,11.242117881774902)* (1810,10.989171028137207) (3832,10.739227294921875) (1079,10.729068756103516) (1013,10.432123184204102)* (85,10.202327728271484) (2936,10.18895149230957) (99,10.170822143554688) (1895,10.007770538330078) (6261,9.735509872436523) (3201,9.703067779541016) (1892,9.6004056930542) (1015,9.545095443725586) (2559,9.43336296081543) (1019,9.393205642700195) (951,9.381388664245605) (2027,9.329174041748047) (2562,9.188719749450684) (1803,9.18819522857666)
186: (486,11.970287322998047) (1246,11.958932876586914) (209,11.696688652038574) (1047,11.315633773803711) (324,11.10917854309082) (540,11.067785263061523) (344,10.980895042419434)* (300,10.962127685546875)* (470,10.677837371826172) (461,10.67684268951416) (1186,10.584250450134277)* (536,10.564231872558594) (1673,10.528413772583008) (89,10.506643295288086)* (488,10.385750770568848) (679,10.344374656677246) (538,10.188192367553711) (471,10.071588516235352) (403,10.037692070007324) (321,9.856308937072754)
187: (511,12.453853607177734) (986,12.424114227294922) (159,12.244338989257812)* (1464,12.141020774841309) (72,11.889118194580078)* (72,11.889118194580078)* (1001,11.831595420837402) (99,11.774726867675781) (1892,11.495553016662598) (1244,11.481710433959961) (193,11.470571517944336)* (77,11.312555313110352) (77,11.312555313110352) (712,11.295867919921875) (1122,11.044166564941406) (985,11.02362060546875) (157,10.857526779174805) (905,10.74154281616211) (163,10.706478118896484)* (868,10.68514633178711)
189: (1116,13.647344589233398)* (1179,13.641246795654297) (1104,13.440786361694336) (1974,13.15803050994873) (497,12.937989234924316) (1406,12.837334632873535) (234,12.390670776367188)* (1091,12.281917572021484) (982,12.268773078918457)* (1672,12.090001106262207) (488,12.082428932189941) (220,11.900578498840332) (614,11.797677993774414)* (2206,11.759173393249512)* (504,11.717772483825684) (854,11.706486701965332) (490,11.53522777557373) (510,11.368234634399414) (10069,11.314149856567383) (1870,11.25693416595459)
190: (1000,11.844576835632324) (360,11.277484893798828) (3581,11.103286743164062) (2933,10.718340873718262) (8557,10.52779483795166) (1002,10.432855606079102) (6710,10.369044303894043) (351,10.24960994720459) (2467,10.233306884765625) (1464,10.173155784606934) (641,10.12565803527832) (2454,9.95986557006836) (7065,9.910423278808594) (4880,9.85092830657959) (6736,9.803524017333984) (5452,9.755122184753418) (2067,9.744355201721191) (7064,9.726219177246094) (892,9.726130485534668) (7063,9.695876121520996)
191: (159,13.454156875610352) (1707,12.807860374450684) (173,12.588164329528809) (1075,12.496382713317871) (1713,12.27499771118164)* (1072,12.2438383102417)* (190,12.108007431030273)* (1061,11.933808326721191) (70,11.860123634338379) (1099,11.762179374694824) (880,11.719311714172363) (1394,11.683265686035156) (986,11.627472877502441) (511,11.606215476989746) (187,11.50291633605957)* (233,11.428284645080566) (39,11.347440719604492) (153,11.346529006958008) (868,11.098514556884766)* (63,10.956768989562988)
192: (768,11.981289863586426) (829,11.742238998413086) (4174,11.549015998840332) (805,11.533178329467773) (4175,11.450451850891113) (2209,11.439218521118164) (4176,11.228691101074219) (1191,11.168795585632324) (779,11.078084945678711) (831,11.072430610656738) (2212,11.047030448913574) (2207,11.03300666809082) (3686,11.03192138671875) (4169,11.020466804504395) (2213,10.984243392944336) (4497,10.983362197875977) (2197,10.983122825622559) (2215,10.979249954223633) (2202,10.964200019836426) (2194,10.959142684936523)
193: (374,11.126090049743652) (2446,11.057717323303223) (70,10.920537948608398) (1379,10.326666831970215) (2500,10.307376861572266) (968,10.282124519348145) (173,10.222635269165039) (1705,10.177179336547852) (1065,10.106612205505371) (1099,10.005343437194824) (229,9.77309799194336) (65,9.659286499023438) (65,9.659286499023438) (187,9.604046821594238) (58,9.552962303161621) (58,9.552962303161621) (159,9.520331382751465) (88,9.506246566772461) (2086,9.451598167419434) (3324,9.413540840148926)
194: (81,13.387503623962402)* (1109,13.286505699157715) (2605,13.023514747619629) (237,12.556346893310547) (632,12.556315422058105) (2616,12.449140548706055) (1098,12.442230224609375)* (1790,12.435467720031738) (162,12.33830451965332) (755,12.299553871154785) (748,11.96681022644043) (196,11.914375305175781) (603,11.708138465881348) (1151,11.598492622375488) (1418,11.593459129333496) (606,11.4457368850708) (1736,11.419312477111816) (57,11.298857688903809) (1824,11.291626930236816) (4113,11.274731636047363)
195: (429,13.262946128845215) (159,12.745378494262695) (2531,12.180953025817871) (599,12.172274589538574) (863,12.102423667907715)* (441,12.047507286071777) (197,12.014220237731934) (2265,11.494029998779297) (3019,11.431312561035156) (206,11.406856536865234) (857,11.33436393737793) (718,10.981985092163086) (615,10.891776084899902) (203,10.642562866210938) (1090,10.503729820251465) (436,10.46987247467041) (1504,10.446593284606934) (225,10.427173614501953) (1239,10.305316925048828) (1639,10.266077995300293)
196: (533,12.2774076461792) (159,11.764214515686035) (429,11.673515319824219) (228,11.533282279968262) (207,11.403714179992676)* (436,11.131467819213867)* (225,11.083600044250488) (203,10.999907493591309) (190,10.998291015625)* (234,10.811386108398438)* (441,10.34880542755127) (1048,10.293817520141602) (65,10.151394844055176)* (65,10.151394844055176)* (511,10.132407188415527) (173,9.988924980163574) (199,9.982637405395508) (2531,9.82944107055664) (735,9.772470474243164) (88,9.770719528198242)
198: (1974,15.196298599243164) (198,14.976683616638184) (1145,14.728510856628418) (3621,14.657251358032227) (3032,14.59797191619873) (412,14.500248908996582) (978,14.209744453430176) (4821,14.147211074829102) (1116,14.12550163269043) (3719,13.785021781921387) (815,13.777523040771484) (1406,13.724365234375) (964,13.39431381225586) (1966,13.275720596313477) (1091,13.259047508239746) (1179,13.2190580368042) (1131,13.108596801757812) (3721,13.106585502624512) (517,13.037314414978027) (3718,12.980835914611816)
