userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
220: (199,12.646795272827148) (703,11.089991569519043) (3693,10.2579345703125) (620,10.214752197265625) (88,10.143881797790527) (1424,10.025313377380371) (2139,9.823241233825684) (430,9.81531810760498) (429,9.750931739807129)* (196,9.614703178405762) (858,9.458571434020996) (4384,9.455672264099121) (440,9.355669975280762) (215,9.281157493591309) (1106,9.120078086853027) (898,8.976637840270996) (416,8.953990936279297) (1633,8.874788284301758) (206,8.872835159301758) (1390,8.87010383605957)
223: (289,15.54131031036377)* (306,10.544539451599121) (680,9.854737281799316) (307,9.434191703796387) (2020,9.329252243041992) (1032,9.251830101013184) (344,9.155617713928223)* (291,9.128353118896484)* (1243,9.05431079864502) (701,9.02618408203125) (2977,8.966387748718262) (1459,8.88201904296875) (293,8.83496379852295) (329,8.827332496643066) (311,8.773690223693848)* (1059,8.739852905273438) (525,8.703310012817383) (333,8.624834060668945)* (157,8.522184371948242) (318,8.382230758666992)
224: (601,10.540641784667969) (1889,10.287436485290527) (1013,10.186607360839844)* (1001,9.931292533874512) (959,9.897618293762207) (868,9.853302955627441) (96,9.717357635498047)* (2029,9.503286361694336) (874,9.248291015625) (985,9.207509994506836)* (905,9.030427932739258) (98,8.998504638671875) (857,8.964978218078613)* (95,8.955037117004395) (187,8.937066078186035)* (511,8.920038223266602) (863,8.912871360778809) (77,8.82340145111084) (77,8.82340145111084) (1076,8.807433128356934)
225: (1281,11.968454360961914) (923,11.58249568939209) (843,11.218757629394531) (198,10.954090118408203) (3034,10.61617660522461) (3718,10.318562507629395) (1570,10.272167205810547) (2378,10.230527877807617) (1543,9.834930419921875) (3043,9.792101860046387) (10449,9.766768455505371) (6289,9.644073486328125) (512,9.596790313720703) (846,9.544551849365234) (815,9.452112197875977) (2847,9.442438125610352) (1541,9.347225189208984)* (3729,9.30849552154541) (813,9.164787292480469)* (930,9.10619068145752)
226: (306,13.833192825317383)* (288,13.71407413482666)* (461,12.387126922607422)* (294,12.3762788772583) (1032,12.116142272949219) (2020,10.853601455688477) (161,10.562299728393555) (157,10.437191009521484) (466,10.074368476867676)* (458,10.043098449707031) (300,9.97925090789795)* (292,9.887532234191895)* (455,9.725356101989746) (293,9.723569869995117) (528,9.672354698181152) (1934,9.60838794708252) (908,9.570557594299316) (290,9.53989028930664) (1428,9.501184463500977) (475,9.495115280151367)*
227: (288,10.687763214111328)* (306,10.294289588928223) (1032,9.686038970947266) (1456,9.147615432739258) (906,8.978060722351074) (701,8.484221458435059)* (325,8.473954200744629) (2020,8.438538551330566) (913,8.337701797485352) (2734,8.308923721313477) (2102,8.293570518493652) (375,8.225499153137207) (374,8.14982795715332) (349,8.097723007202148)* (680,8.08705997467041) (3324,8.085293769836426) (157,8.044949531555176) (7390,8.026148796081543) (523,7.935652256011963) (909,7.8867716789245605)
228: (205,9.586946487426758) (554,9.561186790466309) (1242,9.291243553161621) (2632,9.083329200744629) (199,9.037101745605469) (608,8.715015411376953) (609,8.665681838989258)* (212,8.579496383666992)* (2281,8.546547889709473) (227,8.421378135681152) (1901,8.399042129516602) (9545,8.395495414733887) (6224,8.372658729553223) (211,8.29878044128418) (1411,8.188450813293457) (6217,8.16447925567627) (565,8.12414836883545) (10612,8.123364448547363) (5434,8.041112899780273) (2277,8.038171768188477)
229: (475,10.677311897277832) (306,9.788877487182617)* (468,9.609553337097168) (289,9.516339302062988)* (1613,9.288411140441895) (157,8.880158424377441) (913,8.623891830444336)* (3462,7.945497512817383) (545,7.929166316986084) (1457,7.6611528396606445) (190,7.572774410247803) (523,7.523629665374756) (3317,7.491508483886719) (288,7.472972869873047)* (1455,7.4144158363342285) (5058,7.4068193435668945) (198,7.333858013153076) (331,7.232702255249023) (525,7.221807956695557) (310,7.218616008758545)
230: (1032,10.06098747253418) (701,9.67311954498291)* (906,9.58889389038086) (157,9.289470672607422) (1456,9.280170440673828) (2020,9.20722484588623) (325,8.91171646118164) (523,8.82642936706543) (455,8.79516887664795) (913,8.737849235534668) (544,8.73582649230957)* (295,8.6458101272583) (310,8.597712516784668) (466,8.534198760986328)* (293,8.52171516418457) (161,8.47722339630127) (290,8.45543384552002) (320,8.368605613708496) (352,8.35806655883789) (528,8.356513023376465)
231: (1032,11.406936645507812) (294,10.84399127960205) (475,10.329051971435547) (461,10.099559783935547)* (1455,9.81789493560791) (1934,9.594245910644531) (157,9.4078950881958) (544,9.028338432312012) (458,8.93764877319336)* (308,8.686083793640137) (1456,8.65783977508545) (531,8.638399124145508) (310,8.628260612487793) (1042,8.550307273864746) (314,8.399352073669434) (329,8.386860847473145) (328,8.346187591552734)* (290,8.334033012390137) (325,8.322380065917969) (9684,8.318318367004395)
232: (157,10.662347793579102) (913,10.091999053955078) (288,9.735183715820312)* (475,9.068809509277344) (468,8.839096069335938) (701,8.611869812011719) (258,8.58672046661377) (455,7.998641014099121) (257,7.923249244689941)* (1457,7.827486991882324) (525,7.62042236328125) (1032,7.5917816162109375) (67,7.537679195404053)* (67,7.537679195404053)* (523,7.475461006164551) (97,7.458559036254883) (329,7.426530361175537) (296,7.372443675994873) (322,7.364377498626709) (299,7.344496726989746)*
233: (306,11.26465129852295)* (294,9.60289192199707) (1032,9.394075393676758) (701,9.338987350463867) (157,9.078380584716797) (544,8.793384552001953) (1456,8.784607887268066)* (2020,8.690864562988281) (523,8.641129493713379) (1243,8.625151634216309) (333,8.621395111083984) (906,8.489084243774414) (466,8.353445053100586)* (190,8.305566787719727) (302,8.149368286132812)* (161,8.144235610961914) (310,8.099279403686523) (291,8.056909561157227) (689,8.055413246154785) (293,7.990243911743164)
234: (1613,10.749710083007812) (2923,9.253499984741211) (2916,8.896528244018555) (245,8.718438148498535) (2921,8.66925048828125) (5058,8.579516410827637) (4344,8.541090965270996) (1620,8.494430541992188) (278,8.431441307067871) (6626,8.411396980285645) (1402,8.405628204345703) (227,8.318869590759277) (1614,8.242024421691895) (3462,8.233772277832031) (2226,8.142781257629395) (3357,8.125333786010742) (6633,8.086004257202148) (226,8.042386054992676) (1956,8.03828239440918) (1135,8.02892780303955)
235: (710,10.934188842773438) (6289,9.857706069946289) (25,9.739140510559082) (370,9.556050300598145) (4965,9.537379264831543) (2654,9.52178955078125) (1535,9.47287654876709) (1179,9.446484565734863) (843,9.407825469970703) (1177,9.384114265441895) (2746,9.207357406616211) (1214,9.183725357055664) (15,9.160487174987793)* (4971,9.082377433776855) (1113,9.062108993530273) (1254,8.992488861083984) (954,8.989831924438477)* (917,8.953787803649902)* (949,8.930012702941895) (4271,8.909409523010254)
236: (306,12.597190856933594) (475,11.618820190429688)* (190,11.157716751098633)* (157,9.463623046875) (294,9.427623748779297)* (3171,9.31080150604248)* (3462,9.294543266296387) (689,8.597253799438477) (3466,8.550314903259277) (1032,8.530854225158691) (464,8.380315780639648) (1455,8.057848930358887) (461,7.8941473960876465) (913,7.865298271179199) (88,7.860190391540527) (523,7.85227108001709) (907,7.802886009216309) (298,7.801258087158203) (97,7.798459529876709) (8155,7.777859210968018)
237: (199,11.507161140441895) (703,11.216438293457031) (159,10.638442993164062) (88,10.467737197875977) (620,10.44752311706543) (418,10.107625961303711) (215,9.962972640991211) (863,9.844372749328613) (858,9.807735443115234) (857,9.778578758239746) (3112,9.658352851867676) (226,9.408955574035645) (228,9.38318157196045) (868,9.260907173156738) (212,9.107903480529785) (2277,9.039021492004395) (709,8.988226890563965) (1957,8.841887474060059) (206,8.695089340209961) (430,8.673368453979492)
238: (2328,9.411911010742188) (759,9.367435455322266) (3484,9.041707038879395) (6951,8.588533401489258) (4662,8.441718101501465)* (2739,8.44011402130127) (6952,8.286474227905273) (4774,7.861812114715576) (977,7.838197708129883) (3494,7.819918632507324) (17943,7.755141258239746) (9794,7.722206115722656) (7893,7.618780612945557) (4935,7.466883659362793) (3486,7.454157829284668) (2309,7.431562423706055) (4940,7.422004699707031) (14916,7.363261699676514) (10327,7.27959680557251) (4231,7.278097629547119)
240: (1032,10.089468955993652) (1456,9.76174545288086) (461,9.430356979370117) (1428,8.822813987731934) (294,8.54337215423584) (544,8.510143280029297)* (161,8.338813781738281) (3124,8.296104431152344) (2020,8.216838836669922) (157,8.137113571166992) (377,8.002813339233398) (531,7.959757328033447) (466,7.943544387817383)* (300,7.914299488067627)* (906,7.914100646972656) (1673,7.757701396942139) (966,7.740264415740967) (679,7.728824615478516) (468,7.716856002807617) (328,7.63765287399292)*
241: (710,11.322253227233887)* (707,11.311652183532715)* (917,10.665740013122559) (957,10.413055419921875) (918,10.347661018371582) (928,10.029077529907227) (1179,9.329812049865723) (1369,9.28439712524414) (5016,8.916814804077148) (949,8.809768676757812) (843,8.783971786499023) (726,8.627690315246582) (1406,8.533814430236816) (1535,8.518903732299805) (956,8.499210357666016) (952,8.496390342712402) (924,8.492159843444824) (1274,8.465188980102539) (841,8.345430374145508) (954,8.21225357055664)
242: (306,13.382684707641602)* (294,12.076150894165039)* (325,11.682938575744629) (2020,11.015485763549805) (461,11.006114959716797) (701,10.851259231567383)* (1450,10.739306449890137) (1032,10.728236198425293) (349,10.69385051727295)* (544,10.421847343444824) (1451,10.3827543258667) (296,10.315476417541504) (468,10.284659385681152) (523,10.258666038513184) (525,10.079627990722656) (157,9.95101547241211) (545,9.927711486816406) (330,9.917777061462402) (538,9.812421798706055) (1934,9.787727355957031)
243: (289,12.982934951782227) (190,10.137110710144043) (288,9.965519905090332)* (228,9.892576217651367) (306,9.743327140808105) (1243,9.26669692993164) (532,9.074130058288574)* (294,9.050198554992676) (1934,8.963945388793945) (157,8.932127952575684) (690,8.84243392944336) (1688,8.759590148925781) (526,8.725882530212402) (961,8.648605346679688) (903,8.613531112670898) (229,8.565485000610352) (1485,8.497146606445312) (701,8.412260055541992) (58,8.317192077636719)* (58,8.317192077636719)*
244: (289,13.343722343444824) (228,10.48975944519043)* (1243,9.972427368164062) (1246,9.80526351928711) (230,9.614282608032227) (689,8.965033531188965) (966,8.885218620300293) (701,8.762519836425781) (403,8.729512214660645) (377,8.66019344329834) (316,8.549610137939453) (2277,8.52596664428711) (227,8.47461223602295) (229,8.433560371398926) (542,8.421838760375977) (475,8.419915199279785) (499,8.379570007324219) (461,8.27776050567627) (3171,8.133074760437012) (355,8.122194290161133)
247: (497,11.80826187133789) (490,11.537245750427246) (499,10.823275566101074) (7728,10.568353652954102) (489,10.095767974853516) (498,9.9547119140625) (493,9.635357856750488) (481,9.590283393859863) (491,9.504761695861816) (4741,9.42515754699707)* (3094,9.417023658752441) (2958,9.412755012512207) (1678,9.37218189239502) (377,9.11396312713623) (3563,9.037345886230469) (2941,8.77589225769043) (12782,8.647433280944824) (371,8.638957977294922) (1186,8.607492446899414) (12779,8.60112476348877)
248: (289,18.54212188720703)* (1032,13.918205261230469) (294,12.422768592834473) (544,11.221855163574219)* (157,10.822497367858887) (468,10.668877601623535) (455,10.3070068359375)* (674,10.131397247314453) (1059,10.106743812561035) (458,9.926796913146973)* (325,9.899026870727539)* (1455,9.86738395690918) (318,9.806486129760742) (310,9.718758583068848) (290,9.701780319213867) (333,9.679970741271973)* (352,9.6354341506958) (528,9.600144386291504) (679,9.577513694763184) (531,9.572297096252441)
249: (499,12.325286865234375) (490,11.443991661071777) (198,11.01906967163086) (489,11.016654968261719) (491,10.680034637451172) (537,10.239104270935059)* (488,10.163662910461426) (481,10.080580711364746) (779,9.755895614624023)* (1406,9.587858200073242) (403,9.494417190551758)* (1183,9.469963073730469) (1186,9.360956192016602) (405,9.33069896697998) (687,9.217747688293457) (1179,9.133731842041016) (472,9.132492065429688) (230,8.787517547607422) (1246,8.698657989501953) (483,8.6702299118042)
250: (227,10.379486083984375) (163,10.101996421813965)* (868,9.406845092773438) (1416,8.685261726379395) (863,8.682795524597168) (630,8.561116218566895) (1369,8.557584762573242) (554,8.489547729492188) (205,8.485613822937012) (614,8.451715469360352) (917,8.44216251373291) (1426,8.384949684143066) (1425,8.202638626098633) (718,8.184989929199219) (918,8.167337417602539) (1806,7.97874116897583) (1643,7.972747802734375) (857,7.962512493133545) (707,7.871059417724609) (975,7.8595757484436035)
251: (198,10.793052673339844) (917,10.264657974243164) (1412,10.146276473999023) (707,9.865377426147461) (227,9.807430267333984) (918,9.747220039367676) (710,9.036282539367676) (1206,8.909747123718262) (614,8.630321502685547) (959,8.389501571655273) (843,8.113985061645508) (1639,8.051802635192871) (924,7.980742454528809) (599,7.881853103637695) (1515,7.782382011413574) (928,7.764350891113281) (868,7.714425086975098) (1513,7.6003594398498535)* (957,7.538228988647461) (952,7.5218505859375)
252: (288,12.561360359191895)* (306,12.159714698791504) (2020,11.210065841674805) (294,11.075037002563477) (1934,10.377274513244629) (523,10.270519256591797) (701,10.25033187866211) (310,10.125151634216309) (680,10.00163745880127) (1243,9.874876976013184) (525,9.700681686401367) (544,9.670103073120117) (681,9.55388069152832)* (3319,9.513480186462402) (349,9.454293251037598) (674,9.447020530700684) (1037,9.424656867980957) (311,9.32853889465332) (466,9.233619689941406)* (293,9.223252296447754)
253: (294,10.548644065856934) (157,9.7948637008667) (461,9.45356559753418) (1243,9.412925720214844) (2523,9.160810470581055) (320,9.104722023010254) (913,9.091859817504883) (329,9.063372611999512) (2020,8.998982429504395) (1032,8.923880577087402) (261,8.83604621887207) (1456,8.80867862701416) (906,8.793354034423828)* (903,8.761274337768555)* (689,8.751094818115234)* (889,8.734546661376953)* (295,8.610491752624512)* (310,8.602948188781738)* (300,8.475728034973145) (251,8.457555770874023)
254: (198,11.483863830566406) (932,10.817476272583008) (501,10.665430068969727) (3745,10.178874969482422) (1545,10.019840240478516) (6480,9.552009582519531) (2352,9.524425506591797) (4822,9.487796783447266)* (1681,9.379199981689453) (3740,9.208632469177246) (6535,9.148811340332031) (6531,9.10024642944336) (6533,9.091264724731445) (3928,9.072434425354004) (1192,8.93596076965332) (6120,8.83699893951416) (5630,8.786842346191406) (6534,8.742573738098145) (438,8.70504093170166) (3378,8.692559242248535)
255: (603,10.172622680664062)* (774,9.423763275146484) (4965,9.236823081970215) (2667,8.915270805358887) (4964,8.863874435424805) (744,8.27271556854248) (2673,8.024383544921875) (2670,8.011512756347656) (2669,7.99205207824707) (444,7.941733360290527) (4971,7.929230690002441) (2716,7.898228645324707) (3132,7.873798847198486) (2677,7.718626022338867) (2676,7.7076416015625) (1716,7.57755708694458) (64,7.572017669677734) (64,7.572017669677734) (7683,7.558074951171875) (1801,7.523970127105713)
256: (306,11.071063041687012)* (288,10.27233600616455)* (261,10.253236770629883)* (1243,9.136780738830566) (294,9.128847122192383) (1681,9.042424201965332) (966,8.889492988586426) (2277,8.802014350891113) (461,8.684653282165527) (1456,8.668571472167969) (542,8.58562183380127) (1775,8.475089073181152) (3074,8.401643753051758) (7499,8.3773832321167) (3747,8.374527931213379) (3741,8.356618881225586) (349,8.344586372375488)* (2523,8.337278366088867) (157,8.330803871154785) (1556,8.319055557250977)
257: (36,12.752551078796387) (4871,11.900829315185547)* (1294,11.647600173950195)* (30,10.898946762084961)* (9141,10.681779861450195) (39,10.327714920043945) (880,10.291296005249023) (31,10.254097938537598) (1713,10.228116035461426) (1253,10.182489395141602) (9,10.14631175994873)* (4317,10.118034362792969)* (27,10.002660751342773) (3501,9.928032875061035) (1707,9.917603492736816) (603,9.904611587524414) (1069,9.884803771972656) (4025,9.76943588256836) (172,9.696051597595215) (43,9.686366081237793)
